,Skill: (American Society For Quality) ASQ Certified,Skill: .NET Assemblies,Skill: .NET Development,Skill: .NET Framework,Skill: .NET Framework 1,Skill: .NET Framework 3,Skill: .NET Framework 4,Skill: 12 Volt Electricity,Skill: 1Password,Skill: 2020 Design Software,Skill: 2D Computer Graphics,Skill: 2D Computer-Aided Drafting And Design,Skill: 35 Mm Films,Skill: 389 Directory Server (Fedora Project),Skill: 3CX Phone Systems,Skill: 3D Animation,Skill: 3D Art,Skill: 3D Computer Graphics,Skill: 3D Graphic Design,Skill: 3D Modeling Software,Skill: 3D Reconstruction,Skill: 3D Rendering,Skill: 3D Scanning,Skill: 3D Visualization,Skill: 3GPP (Telecommunication),Skill: 3GPP2 (Telecommunication),Skill: 3M Codefinder,Skill: 3M Encoder,Skill: 401K Plan Administration,Skill: 4D Modeling (Construction),Skill: 529 College Savings Planning,Skill: 5G Technology,Skill: 5S Methodology,Skill: 64bit,Skill: 6LoWPAN,Skill: 7-Zip,Skill: A3 Problem Solving Techniques,Skill: AAA Server (Authentication Authorization And Accounting),Skill: AAA Video Games,Skill: ABR Routers,Skill: AC Power Plugs And Sockets,Skill: AC/DC Converters,Skill: AC/DC Power,Skill: ACI Concrete Field Testing Technician,Skill: ACI Concrete Strength Testing Technician,Skill: ACID Pro,Skill: ADABAS,Skill: ADHD Tutoring,Skill: ADO.NET (Programming Language),Skill: ADP Enterprise,Skill: ADP PCPW,Skill: ADP Pay eXpert,Skill: ADP PayForce,Skill: ADP Payroll,Skill: ADP Reporting,Skill: ADP SmartCompliance,Skill: ADP Vantage,Skill: ADP Workforce Now,Skill: ADT Security Services,Skill: AERMOD,Skill: AFNetworking,Skill: AGi32,Skill: AHIMA Standards Of Ethical Coding,Skill: AIRS Certified Diversity Recruiter (CDR),Skill: AISC 360 Specification For Structural Steel Buildings,Skill: ALGOL (ALGOrithmic Language),Skill: ALM Octane,Skill: AMPScript,Skill: AMS Device Management,Skill: AMT Asset Management Software,Skill: AMX Programming,Skill: ANCC Certified,Skill: ANSI Escape Codes (Computer Standards),Skill: ANSI/ANS Standards,Skill: ANSI/TIA/EIA,Skill: ANSYS IcePak (Simulation Software),Skill: ANSYS Meshing,Skill: ANTLR,Skill: AP Stylebook,Skill: APA Ethics Code,Skill: API Oil-Water Separator,Skill: API Throttling,Skill: APICS Certified Supply Chain Professional,Skill: APL (Programming Language),Skill: ARCore,Skill: ARINC Standards,Skill: ARKit,Skill: ARM Architecture Microprocessors,Skill: ARP4754,Skill: ARP4761,Skill: AS2,Skill: ASC 606 (Revenue Recognition),Skill: ASC 842 (Lease Accounting Standard)
2023-12-01,0.00015780845101396153,1.023041770745592e-05,3.358802345427229e-05,0.005702758869078074,4.963319234001707e-07,3.343420817230316e-05,-1.814643442990875e-05,-6.0756175098789715e-05,3.124722114621184e-05,-7.728158915287164e-06,4.0088636197827926e-05,3.622748771238781e-05,-2.9729167609501676e-05,7.356096250961383e-08,-2.521168307292482e-06,-6.85896060894037e-05,4.939672690430732e-05,-1.0283031211447207e-05,2.311347574756719e-05,0.0004113535602328259,-1.3740814467760846e-06,1.9460790156956304e-05,4.145967142265727e-05,-1.4962646900526566e-05,0.0005801925210975093,2.7013507900782545e-06,7.172288759785131e-05,7.64802178915588e-05,2.177334608541297e-07,3.1181028371304346e-07,-6.7845461250166446e-06,0.0009606382964390276,2.5394060191027477e-05,-7.682202382787368e-05,-2.0898727897226415e-06,1.1494987954159893e-05,-3.291311847184818e-07,0.00029481341581834937,9.559814086168168e-05,5.5654599237301096e-05,2.7782870084058986e-06,3.5910914204791994e-05,0.00011812816278438434,9.138419714010522e-06,8.454487482854738e-06,-5.422106246540249e-07,1.2067411255973312e-05,-7.711372700154506e-07,0.0013721849493133697,0.00017863742793364093,3.1216919793584854e-06,1.288587386475482e-06,1.0433152023802531e-05,0.00030868000530082215,5.441710403478964e-05,2.0927036952282347e-05,0.00018738771004132366,0.0006522389251038699,4.15804617311071e-05,-2.0916297391526082e-06,3.209170946037962e-05,-1.1914196060176486e-05,0.0001403329910579591,8.320745536930698e-05,-5.033729600570122e-07,-3.51570595825161e-07,-1.9396225598210382e-05,0.00031834423972632443,-4.255434134605311e-06,0.0005891113192294362,8.619485845879763e-06,0.00019332654183149722,-1.2451999849460516e-05,1.5940140495441425e-05,-3.6873576999717914e-05,7.225220179711301e-05,0.0003081026575414273,3.054401547226796e-05,0.000885814744001083,-6.979729143654541e-05,-2.1502853882945594e-06,8.120084126451689e-06,-0.00011159316241569309,3.419090039023053e-06,-4.457727418647718e-05,-1.008310324789747e-05,-1.880573420869824e-06,-2.694338164472187e-06,1.6165838329787564e-06,3.7050240240222693e-06,0.0001935456881323543,0.00043300552106498254,9.18218386792925e-05
2024-01-01,0.00014109590335669974,1.0010378438659435e-05,3.479672669537647e-05,0.005817680140991457,5.221932086635491e-07,3.5269738122004474e-05,-2.1560672903850486e-05,-7.022134795561653e-05,3.2671847749597964e-05,-9.890524582864617e-06,4.240687218392161e-05,3.617114453177642e-05,-3.165884595653317e-05,8.027993347185233e-08,-2.8290597137741682e-06,-7.609495531269048e-05,5.0888774991256985e-05,-1.3853395446290403e-05,2.434725752806375e-05,0.0004283174555747843,-2.0677475918398256e-06,1.688923258137577e-05,4.162134725546973e-05,-1.6122542953703505e-05,0.000606543752082112,2.692810553742583e-06,7.513159712212846e-05,7.92550665747877e-05,5.833565142847562e-09,2.9539294150832467e-07,-7.326161265003133e-06,0.000981657924502309,2.1110277306218264e-05,-8.34823985279205e-05,-2.2734496071064036e-06,1.246185714539331e-05,-3.8809590743275836e-07,0.0003091743196934457,9.994463598287669e-05,5.8578762239381484e-05,1.3611169687901658e-06,3.80205890522071e-05,0.00012236322075703183,9.901013826600394e-06,9.196020663517431e-06,-5.611520678305339e-07,1.2144890643413883e-05,-8.162271992174311e-07,0.0014247444472231334,0.00018327171294238486,3.2336138375339627e-06,1.3042810518507412e-06,1.124797859643815e-05,0.00031802354545363063,5.522874003585198e-05,2.1363279274674152e-05,0.00019659862226945995,0.0006624321922827457,4.341483519693646e-05,-2.038916506067481e-06,3.37201436889731e-05,-1.3738648430895202e-05,0.00014341763730601337,4.560023809688705e-05,-5.650628688145934e-07,-3.85259259510861e-07,-2.051010042098878e-05,0.0003309750478834157,-4.5858799981950785e-06,0.0005959256225140198,8.65431188726814e-06,0.000187446752721935,-1.414171027918244e-05,1.6550530990973663e-05,-3.9196549386621843e-05,7.54921058237819e-05,0.0003182017045986786,3.211682998742422e-05,0.0009011779377780138,-7.396835639260193e-05,-2.5312919011938405e-06,5.439994453426283e-06,-0.00013116311371521954,3.316362163551876e-06,-4.759550116314921e-05,-1.1727455879692569e-05,-2.86945496015348e-06,-2.9417017758013066e-06,1.6426410969682143e-06,3.4197559456591505e-06,0.0001971423083929477,0.0004390798560003628,9.125218416668974e-05
2024-02-01,0.00012374200601523582,9.77855605470498e-06,3.602737013721882e-05,0.005933232599923529,5.483370604004798e-07,3.7156178675105894e-05,-2.4865126277126542e-05,-7.990757531853445e-05,3.411790819444903e-05,-1.205690198002504e-05,4.449252537440221e-05,3.615043521323038e-05,-3.361742425216016e-05,8.727180046482084e-08,-3.1487638940384137e-06,-8.380403059370777e-05,5.246474586073955e-05,-1.751539866996659e-05,2.5603351171222064e-05,0.00044177225829489827,-2.802912597852711e-06,1.4287735464824906e-05,4.1757461554860575e-05,-1.73129086242394e-05,0.0006334036764782803,2.707641480587601e-06,7.859065741785695e-05,8.20481323707541e-05,-2.0852365565419715e-07,2.789824383617231e-07,-7.87456170212827e-06,0.001002912560276656,1.6725412971731017e-05,-9.029322764900395e-05,-2.46045639073442e-06,1.347291830644517e-05,-4.483536373357179e-07,0.0003238365350815327,0.00010435663085882867,6.154636361112473e-05,-4.923079410972041e-09,4.018753747570893e-05,0.00012670922330948995,1.0701301028120352e-05,9.973900555787713e-06,-5.796309730802065e-07,1.2220388059600724e-05,-8.621957554539663e-07,0.0014787311165732192,0.00018797115887666003,3.347977184561632e-06,1.3213275427736955e-06,1.2104901180110322e-05,0.0003266549611298638,5.602576799409548e-05,2.1816832786306182e-05,0.0002060375297338906,0.0006727219017455489,4.52778883780878e-05,-1.9666430941239114e-06,3.539060339054659e-05,-1.563135148379316e-05,0.0001484286849731638,4.95557708599492e-05,-6.277188991639883e-07,-4.204726574868619e-07,-2.164281533240589e-05,0.0003438814985840433,-4.921819898536564e-06,0.0006027664805985136,8.68000383525299e-06,0.00018148452176262316,-1.5878426387645385e-05,1.717801373306194e-05,-4.155946638026956e-05,7.87661666519289e-05,0.00032842337772096214,3.3716187187979025e-05,0.0009165772288372571,-7.820586442320148e-05,-2.9309220219381617e-06,2.6445276307359474e-06,-0.00015096826732806585,3.2313289081482538e-06,-5.067647305145864e-05,-1.3453734386501851e-05,-3.894041949092288e-06,-3.1999286461355337e-06,1.7026030111557245e-06,3.112619853588293e-06,0.00020068022055425296,0.00044510288374602,9.080007216010482e-05
2024-03-01,0.00010574675898957018,9.534950494247202e-06,3.727995377978243e-05,0.006049416245874293,5.747634786109632e-07,3.909352983160742e-05,-2.6532531765810896e-05,-8.981485725612879e-05,3.558544008183916e-05,-1.4227290960290181e-05,4.6133539735244976e-05,3.616535975674259e-05,-3.5604902454660846e-05,9.453656348852289e-08,-3.4802808480852466e-06,-9.17168319324556e-05,5.412463950716766e-05,-2.126904088247576e-05,2.6881756677042224e-05,0.0004610097090167319,-3.5795764648147446e-06,1.1670301857298592e-05,4.186801432082983e-05,-1.8533743912061347e-05,0.0006607722942858882,2.7458435706133106e-06,8.210006838650287e-05,8.485941528013681e-05,-4.2539714447943674e-07,2.625786571728708e-07,-8.429747441676101e-06,0.0010244022037620675,1.2239467187565804e-05,-9.7254511191124e-05,-2.650893140606691e-06,1.4528171436777911e-05,-5.099043744273104e-07,0.0003388000638050804,0.0001088341254890872,6.455740336128823e-05,-1.319833136408853e-06,4.241175947590897e-05,0.00013116617044175877,1.1539281318557539e-05,1.0788127161520948e-05,-5.976473388423376e-07,1.2293903504533838e-05,-9.090429387256092e-07,0.0015339514393049385,0.00019273576561683293,3.4647820204414937e-06,1.3397268592443448e-06,1.3003919749709217e-05,0.00033519279017996725,5.6808187909520276e-05,2.2287697509310874e-05,0.00021570443240145266,0.0006831080534922773,4.7169621273873244e-05,-1.8748095030909136e-06,3.710308862849502e-05,-1.7592305218870357e-05,0.00015561621446940797,0.00011748023697048349,-6.91341056856933e-07,-4.572107897531636e-07,-2.27943703322508e-05,0.0003570635957530795,-5.263253835629768e-06,0.0006095933906125417,8.696561691362455e-06,0.000175439004042045,-1.766214817279816e-05,1.78225887170538e-05,-4.39623241773395e-05,8.207438428040592e-05,0.00033876767690827793,3.534209031104138e-05,0.0009320126171788438,-8.250981552917854e-05,-3.3491757505275753e-06,-2.6631635391549674e-07,-0.00017100862325386784,3.163990486796423e-06,-5.3820189851405494e-05,-1.5261938768325315e-05,-4.954334387686249e-06,-3.469018775474868e-06,1.755045605916302e-06,2.7836157478096605e-06,0.00020422886946025988,0.00045109085677431184,9.046550266314412e-05
2024-04-01,8.711016227970291e-05,9.279561770792203e-06,3.855447762305668e-05,0.006166231078843749,6.014724632949998e-07,4.108179159150906e-05,-2.614572585880619e-05,-9.994319380601373e-05,3.7074501297551265e-05,-1.640169160405613e-05,4.7958683941242404e-05,3.621591816231049e-05,-3.7621280603631996e-05,1.0207422254296272e-07,-3.823610575914672e-06,-9.983335932893394e-05,5.586845592575294e-05,-2.511432208381792e-05,2.818247404552424e-05,0.00048235594389352103,-4.397739192725926e-06,9.01599895342649e-06,4.195300555337748e-05,-1.9785048817189485e-05,0.0006886496055050203,2.8074168238197146e-06,8.565982999669044e-05,8.76889153027065e-05,-6.447401403171599e-07,2.4618157342580716e-07,-8.991718485073665e-06,0.0010461268549585446,7.652439953722637e-06,-0.0001043662491542807,-2.8447598567232166e-06,1.562761653581582e-05,-5.727481187075198e-07,0.00035406490670063733,0.0001133771198736282,6.761188149072368e-05,-2.583613202278233e-06,4.4693255053086846e-05,0.00013573406215383824,1.2414954697911255e-05,1.1638700481625095e-05,-6.152011656505346e-07,1.2365436978213223e-05,-9.567687490325548e-07,0.00159004404402519,0.00019756553293931277,3.5840283451735483e-06,1.3594790012626895e-06,1.394503430064756e-05,0.0003442690768395252,5.7575999782126374e-05,2.2775873434643633e-05,0.00022559933032460918,0.0006935906475229301,4.9090033884207946e-05,-1.7634157330333455e-06,3.885759941669996e-05,-1.962150963612679e-05,0.00016377951217109646,0.0002157849918096283,-7.559293394055639e-07,-4.95473656309766e-07,-2.3964765420399757e-05,0.00037052134113912407,-5.61018180947469e-06,0.0006163871112094814,8.703985454744336e-06,0.000169310228403123,-1.949287563387763e-05,1.8484255943870184e-05,-4.6405118879466764e-05,8.541675870940426e-05,0.0003492346021606259,3.699453938872393e-05,0.0009474841028027836,-8.688020974375991e-05,-3.786053086962075e-06,-3.29253749910954e-06,-0.00019128418149237973,3.114346141305145e-06,-5.702665156298975e-05,-1.7152069025162963e-05,-6.050332275935361e-06,-3.74897216381931e-06,1.7650477426329308e-06,2.4327436283232844e-06,0.00020780312359224934,0.0004570971372116963,9.02484756777293e-05
2024-05-01,6.7832215885634e-05,9.012389906039544e-06,3.9850941667041706e-05,0.006283677098831894,6.284640144525895e-07,4.31209639548108e-05,-2.4809316894236644e-05,-0.00011029258495927425,3.8585103854105536e-05,-1.8580103977348746e-05,5.030067074129285e-05,3.6302110429933155e-05,-3.9666558723215124e-05,1.0988477762814142e-07,-4.178753077526689e-06,-0.00010815361278314281,5.769619511622965e-05,-2.905124227399306e-05,2.9505503276668105e-05,0.0004968927196911348,-5.257400781586253e-06,6.334371773370658e-06,4.2012435252503524e-05,-2.1066823339640828e-05,0.0007170356101356908,2.892361240206813e-06,8.926994226203885e-05,9.053663243823742e-05,-8.665536136485092e-07,2.2979122425858485e-07,-9.560474830434778e-06,0.001068086513866087,2.964331270201531e-06,-0.000111628441538474,-3.042056539083997e-06,1.677125360341823e-05,-6.368848701763411e-07,0.00036963106353157083,0.00011798561401252762,7.070979799773833e-05,-3.79626327700829e-06,4.7032024207367156e-05,0.00014041289844572837,1.3328321166182982e-05,1.2525620516544429e-05,-6.322924539476106e-07,1.2434988480638879e-05,-1.0053731863748433e-06,0.0016471151640356796,0.00020246046075600806,3.705716158757796e-06,1.3805839688287292e-06,1.4928244837636896e-05,0.0003544156232656209,5.832920361191379e-05,2.3281360555052892e-05,0.00023572222351173002,0.000704169683837507,5.103912620918802e-05,-1.632461783996507e-06,4.0654135743478206e-05,-2.171896473556247e-05,0.00017006948014331485,0.0002845844929755362,-8.214837461931419e-07,-5.352612571566691e-07,-2.5154000596860916e-05,0.0003842547345396641,-5.96260382007133e-06,0.0006231541712868089,8.702275124882583e-06,0.00016309858791367234,-2.1370608771032405e-05,1.916301541508218e-05,-4.888785048102345e-05,8.879328993923433e-05,0.00035982415347800614,3.8673533006132626e-05,0.000962991685709076,-9.131704708118649e-05,-4.241554031241654e-06,-6.434135801866415e-06,-0.00021179494204352236,3.0823955307370135e-06,-6.0295858186211416e-05,-1.9124125157014793e-05,-7.182035613839626e-06,-4.0397888111688594e-06,1.7299389679634711e-06,2.060003495129175e-06,0.00021144662864790842,0.00046317056451765067,9.014899120369556e-05
2024-06-01,4.7912919807363466e-05,8.733434901792397e-06,4.116934591173885e-05,0.006401754305838731,6.557381320837322e-07,4.521104692151265e-05,-2.4186085793266912e-05,-0.00012086303070575678,4.011722583822231e-05,-2.0762528082834123e-05,5.28606661468585e-05,3.642393655961026e-05,-4.174073680954721e-05,1.1796822874405893e-07,-4.545708352921296e-06,-0.00011667759229508222,5.960785707951871e-05,-3.307980145300119e-05,3.085084437047383e-05,0.0005137723726321976,-6.1585612313957265e-06,3.629069868300302e-06,4.204630341820797e-05,-2.237906747941609e-05,0.0007459303081778853,3.0006768197746055e-06,9.293040519991021e-05,9.340256668666574e-05,-1.090857447091955e-06,2.1340762435172182e-07,-1.01360164781399e-05,0.001090281180484695,-1.824858862997528e-06,-0.00011904108834370395,-3.2427831876890323e-06,1.7959082639642788e-05,-7.023146288337725e-07,0.0003854985339443321,0.00012265960790580407,7.385115288117119e-05,-4.9577833605850245e-06,4.942806693880378e-05,0.00014520267931742922,1.4279380723373609e-05,1.3448887266496393e-05,-6.489212036532588e-07,1.2502558011810807e-05,-1.0548562507524731e-06,0.0017053797639495596,0.0002074205490920199,3.8298454611942355e-06,1.403041761942464e-06,1.5953551363326985e-05,0.0003657866170023712,5.906779939888252e-05,2.3804158871442468e-05,0.0002460731119483022,0.0007148451624360078,5.301689824886703e-05,-1.481947655975716e-06,4.2492697600855146e-05,-2.388467051717739e-05,0.00017418013393885365,0.0002767594897279857,-8.88004277994845e-07,-5.765735922938729e-07,-2.636207586165922e-05,0.0003982637753041366,-6.320519867419689e-06,0.0006299142848052094,8.691430701829511e-06,0.0001568040019521261,-2.3295347584474535e-05,1.985886713137346e-05,-5.141052062081857e-05,9.220397796998636e-05,0.0003705363308604186,4.037907053368471e-05,0.0009785353658977197,-9.582032753855959e-05,-4.715678583366313e-06,-9.691111261762593e-06,-0.0002325409049072889,3.068138778318721e-06,-6.362780972107049e-05,-2.1178107163880806e-05,-8.349444401399043e-06,-4.341468717523516e-06,1.6756687401975438e-06,1.6653953482273316e-06,0.00021511797984463834,0.0004693238987612369,9.016704924064064e-05
2024-07-01,2.7352274044891236e-05,8.442696752132935e-06,4.250969035714838e-05,0.006520462699864259,6.832948161884281e-07,4.735204049161461e-05,-2.5462129232398625e-05,-0.00013165453104568213,4.167084991194675e-05,-2.2948963904491805e-05,5.5180065659924e-05,3.65813965513417e-05,-4.384381485453825e-05,1.2632457589071519e-07,-4.924476402098493e-06,-0.00012540529786475216,6.160344181595128e-05,-3.7199999620842306e-05,3.221849732694139e-05,0.0005303693769104624,-7.101220542154347e-06,8.890750283471939e-07,4.205461005049081e-05,-2.3721781236512563e-05,0.0007753336996316018,3.1323635625230924e-06,9.664121881561656e-05,9.628671804800184e-05,-1.317639849906702e-06,1.9703076304498388e-07,-1.0718343428484738e-05,0.0011127108548143684,-6.71513044587454e-06,-0.0001266041895699705,-3.4469398025383226e-06,1.9191103644543854e-05,-7.690373946798136e-07,0.00040166731787297894,0.0001273991015534473,7.703594614078492e-05,-6.0681734530062e-06,5.1881383247419274e-05,0.00015010340476894073,1.5268133369483396e-05,1.440850073158743e-05,-6.650874146504417e-07,1.2568145571729007e-05,-1.1052179421654385e-06,0.0017649411144995408,0.00021244579799164744,3.956416252482867e-06,1.4268523806038942e-06,1.702095387741049e-05,0.0003779447440127241,5.9791787143032555e-05,2.434426838580014e-05,0.00025665199563230955,0.0007256170833184322,5.502335000324788e-05,-1.3118733489631059e-06,4.43732849889913e-05,-2.6118626980971552e-05,0.0001773326116877207,0.00019657596457042223,-9.55490934718947e-07,-6.194106617213775e-07,-2.7588991214799378e-05,0.0004125484631231044,-6.683929951519765e-06,0.0006366841604543151,8.671452185703453e-06,0.00015042630834223092,-2.5267092074250128e-05,2.057181109277773e-05,-5.3973129973424926e-05,9.564882280163533e-05,0.00038137113430786315,4.2111152322092674e-05,0.0009941151433687145,-0.00010039005111071608,-5.20842674333605e-06,-1.30634638792788e-05,-0.0002535220700836873,3.071576038552185e-06,-6.702250616756698e-05,-2.3314015045761e-05,-9.552558638613612e-06,-4.65401188288328e-06,1.6363646008826888e-06,1.248919187617754e-06,0.0002187570888989931,0.0004755340977020097,9.030264978848886e-05
2024-08-01,6.150278598217372e-06,8.140175454959658e-06,4.3871975003270165e-05,0.006639802280908477,7.111340667666771e-07,4.954394466511667e-05,-2.836757209109248e-05,-0.00014266708598140168,4.32459776676912e-05,-2.513941143597852e-05,5.7102664782371034e-05,3.6774490405127406e-05,-4.597579285679519e-05,1.3495381906811014e-07,-5.3150572250582796e-06,-0.00013433672949215265,6.368294932543404e-05,-4.141183677751641e-05,3.360846214607081e-05,0.0005450360683107394,-8.085378713862114e-06,-1.8767464629545116e-06,4.203735514935205e-05,-2.509496461092944e-05,0.0008052457844968421,3.2874214684522737e-06,0.00010040238310663481,9.918908652226173e-05,-1.5468988726642929e-06,1.8066063341783452e-07,-1.1307455681261796e-05,0.0011353755368551073,-1.1706483478429505e-05,-0.0001343177452172737,-3.654526383631868e-06,2.0467316618133288e-05,-8.370531677144642e-07,0.0004181374154014344,0.00013220409495545197,8.02641777767289e-05,-7.127433554273288e-06,5.439197313322277e-05,0.00015511507480026293,1.629457910451235e-05,1.540446091186965e-05,-6.807910869458718e-07,1.2631751160393477e-05,-1.1564582606137364e-06,0.0018258465758135634,0.00021753620747186976,4.085428532623692e-06,1.4520158248130193e-06,1.8130452379135092e-05,0.000390134264418218,6.05011668443639e-05,2.490168909827296e-05,0.00026745887456778867,0.0007364854464847808,5.705848147232164e-05,-1.1222388629584326e-06,4.6295897910057806e-05,-2.8420834126944954e-05,0.0001816013266775412,8.52740737064665e-05,-1.023943716207641e-06,-6.637724654391827e-07,-2.8834746656277952e-05,0.0004271087980189436,-7.05283407237156e-06,0.0006434686645881876,8.64233957652178e-06,0.00014396557182321792,-2.7285842240331996e-05,2.1301847299160014e-05,-5.65756781258457e-05,9.912782443415266e-05,0.0003923285638203401,4.386977880180644e-05,0.00100973101812206,-0.00010502621779620108,-5.719798511150865e-06,-1.6551193654593458e-05,-0.0002747384375727226,3.0927073269163386e-06,-7.047994752570087e-05,-2.553184880265538e-05,-1.0791378325483333e-05,-4.9774183072481514e-06,1.6345760172837773e-06,8.10575013300442e-07,0.00022239710610375343,0.00048176648205678035,9.055579284729528e-05
2024-09-01,-1.569306653265818e-05,7.825871011463908e-06,4.5256199850104146e-05,0.006759773048971388,7.392558838184792e-07,5.1786759442018836e-05,-3.131704521763844e-05,-0.00015390069551328412,4.484261838905075e-05,-2.7333870679169547e-05,5.914602892171411e-05,3.700321812096737e-05,-4.8136670818199614e-05,1.4385595827624378e-07,-5.717450821800657e-06,-0.00014347188717728362,6.58463796078699e-05,-4.571531292302351e-05,3.5020738827862077e-05,0.0005669416189975447,-9.11103574651903e-06,-4.669257134069942e-06,4.199453871479169e-05,-2.6498617602666978e-05,0.0008356665627736064,3.4658505375621493e-06,0.00010421389806990234,0.00010210967210945101,-1.778640783112843e-06,1.6429723807536867e-07,-1.1903353236474743e-05,0.001158275226606912,-1.6798917960662437e-05,-0.0001421817552856135,-3.865542930969667e-06,2.178772156040502e-05,-9.063619479377243e-07,0.00043490882658332573,0.00013707458811181895,8.353584778914331e-05,-8.135563664387012e-06,5.69598365962178e-05,0.0001602376894113958,1.7358717928460444e-05,1.6436767807368564e-05,-6.960322205688989e-07,1.2693374777804218e-05,-1.2085772060973659e-06,0.0018878863481545096,0.00022269177752744094,4.21688230161671e-06,1.4785320945698396e-06,1.9282046868334032e-05,0.0004018453606049248,6.119593850287655e-05,2.5476421008390298e-05,0.0002784937487552156,0.0007474502519350531,5.912229265608427e-05,-9.130441979629286e-07,4.826053636481086e-05,-3.07912919550976e-05,0.00018879772398927144,-9.088658737921231e-06,-1.0933626225311847e-06,-7.096590034472887e-07,-3.0099342186093213e-05,0.0004419447800990945,-7.427232229975073e-06,0.0006502620957655825,8.604092874264332e-06,0.00013742185027264722,-2.9351598082700753e-05,2.204897575043615e-05,-5.921816462555543e-05,0.00010264098286753156,0.00040340861939784916,4.565495000524211e-05,0.001025382990157757,-0.00010972882759579508,-6.2497938868107595e-06,-2.0154300587650342e-05,-0.00029619000737439655,3.1315325989521433e-06,-7.400013379547217e-05,-2.7831608434563936e-05,-1.206590346200821e-05,-5.31168799061813e-06,1.6674628097646535e-06,3.503628252753952e-07,0.00022607330172320412,0.00048800000328166123,9.092647841708861e-05
