,July 2022 actual,July 2024 predicted,Percent change
 Change Management,0.015251359,0.012896642,-15.43939505
 Operational Data Store,0.001269648,0.001073435,-15.4541744
 Scripting,0.013304046,0.011246838,-15.46302609
 Creative Problem-Solving,0.006028883,0.005094024,-15.5063263
 Continuous Improvement Process,0.011535885,0.00974259,-15.54536081
 Labor Relations,0.001698057,0.001433358,-15.58836365
 Quality Improvement,0.010920534,0.009217444,-15.59530102
 Production Equipment,0.002983284,0.00251771,-15.60609872
 Literacy,0.001121653,0.000944714,-15.77480767
 Competitive Analysis,0.001846053,0.001553143,-15.86686049
 Coordinating,0.072027231,0.060549447,-15.93533962
 Environment Health And Safety,0.006955804,0.005841837,-16.01493146
 Bloodborne Pathogens,0.001760371,0.001476236,-16.14063174
 HTML5,0.003497375,0.002932441,-16.1530947
 Inventory Management,0.025042451,0.020996667,-16.15570265
 Business Requirements,0.019847019,0.01662956,-16.21129664
 Obstetrics And Gynaecology,0.002001838,0.001676722,-16.24086421
 Cleanliness,0.043347198,0.036289535,-16.28170455
 Training And Development,0.022908196,0.019143421,-16.43418222
 Nursing Care,0.015025471,0.012554246,-16.44690461
 Neurology,0.002375722,0.001983425,-16.51274496
 Cash Management,0.003528532,0.002943386,-16.58325873
 Accounting Systems,0.001331962,0.00111094,-16.59371208
 Patient Preparation,0.003668739,0.003057785,-16.65295191
 Technological Change,0.001503326,0.00125115,-16.77451727
 Program Development,0.00417504,0.003469685,-16.89456595
 DevOps,0.013818136,0.0114813,-16.91137226
 Oncology,0.004844916,0.004014982,-17.13000358
 Brand Strategy,0.001939524,0.001606489,-17.17098118
 Discharge Planning,0.006838965,0.005653235,-17.33785167
 Newsletters,0.004930598,0.004070092,-17.45237118
 Advertisement,0.003357168,0.002769727,-17.49813564
 Software Development,0.018086648,0.014894602,-17.64862879
 Web Design,0.001752582,0.001442458,-17.69525898
 Dynamic Host Configuration Protocol (DHCP),0.001604586,0.001319741,-17.75192434
 Activities Of Daily Living (ADLs),0.007251795,0.005963842,-17.76047442
 Business Process Mapping,0.001425433,0.00117203,-17.77729242
 Nursing Practices,0.005086383,0.004179248,-17.83457393
 Surgery,0.007664626,0.006295104,-17.86808764
 Sanitation,0.028866975,0.023700969,-17.89590286
 Furnishing,0.005912044,0.004843652,-18.07143704
 User Story,0.005896465,0.004830453,-18.07883787
 Grammar,0.005779626,0.004734267,-18.08697601
 Microsoft Visual Studio,0.001620165,0.001325303,-18.19947077
 Web Pages,0.001347541,0.001099117,-18.43533296
 Memos,0.009129006,0.00743606,-18.544692
 Process Control,0.00156564,0.00127504,-18.56111823
 Laboratory Procedures,0.001012603,0.000823695,-18.65569409
 Microservices,0.009308158,0.007547931,-18.91058464
 Emerging Technologies,0.005405742,0.004382538,-18.92809626
 Network Infrastructure,0.001908367,0.001544172,-19.08414787
 Business Intelligence Tools,0.001316384,0.00106515,-19.08515395
 Creative Thinking,0.005203222,0.004209577,-19.09671736
 Acceptance Testing,0.003271487,0.002646133,-19.11526173
 Metadata,0.001721425,0.001390631,-19.21627651
 Conflict Resolution,0.007033696,0.005678997,-19.26013497
 Goal Setting,0.007952828,0.006403928,-19.47608868
 Market Analysis,0.001814896,0.001460121,-19.54793638
 Supply Chain Management,0.004868284,0.003915131,-19.5788272
 E-Commerce,0.004291879,0.003444724,-19.73856641
 Teaching,0.038268605,0.030708635,-19.75501715
 Virtualization,0.002601611,0.002087257,-19.77058637
 Data Visualization,0.006215825,0.004986757,-19.77320796
 Demand Planning,0.001799318,0.001441556,-19.8831932
 Employee Relations,0.00741537,0.005928107,-20.05649346
 Public Administration,0.00156564,0.001249758,-20.17593054
 Professional Networking,0.00135533,0.001081598,-20.19671648
 Calculations,0.005405742,0.004312446,-20.22471381
 Valves (Piping),0.002663925,0.002124092,-20.26457339
 C++ (Programming Language),0.005927622,0.004722218,-20.33537123
 Regulatory Compliance,0.014036236,0.011177113,-20.36958063
 Application Programming Interface (API),0.022214952,0.017687036,-20.38229241
 Proposal Writing,0.001370909,0.001090351,-20.46505807
 Patience,0.010515493,0.008361991,-20.47932796
 Written English,0.001760371,0.001399564,-20.49611621
 Caregiving,0.012680905,0.010076743,-20.53609515
 ISO 9000 Series,0.002235516,0.001771721,-20.74666537
 Planning,0.116067673,0.091875546,-20.84312257
 Infection Control,0.007960618,0.006296277,-20.90717811
 Curriculum Development,0.003956941,0.003129184,-20.91911967
 Data Validation,0.00114502,0.000905328,-20.93345681
 Direct Marketing,0.001581219,0.001249725,-20.96443236
 Statistical Modeling,0.001518905,0.00120031,-20.97527435
 Information Technology Infrastructure Library,0.003489586,0.002753518,-21.0932823
 Marketing Planning,0.002430247,0.001916726,-21.13041576
 Firewall,0.004619028,0.003634532,-21.31391989
 Material Safety Data Sheet,0.001370909,0.001078551,-21.32585429
 Emergency Medical Services,0.00344285,0.002707272,-21.36538398
 Computer Terminals,0.002328987,0.00182969,-21.43836367
 Research Design,0.001106074,0.000867103,-21.60535363
 Hazard Analysis And Critical Control Points (HACCP),0.003107912,0.002434581,-21.66506275
 Commissioning,0.001596797,0.001250306,-21.69916038
 Performance Improvement,0.006550763,0.005129084,-21.70249689
 Individualized Education Programs (IEP),0.004346404,0.003400986,-21.75173467
 Patient Safety,0.006356031,0.004970944,-21.79170277
 Business Software,0.002578243,0.002002257,-22.34024831
 Needs Assessment,0.003349379,0.002596548,-22.47673303
 Mental Health,0.00824882,0.006376348,-22.69987958
 Mitigation,0.003520743,0.00271954,-22.75663311
 Crisis Intervention,0.003014441,0.00232593,-22.84042204
 Family Therapy,0.001168388,0.000900343,-22.94145059
 Deposit Accounts,0.006091197,0.004689127,-23.01795921
 Gynecology,0.00104376,0.00080153,-23.20747258
 Splunk,0.002687293,0.002063034,-23.23003786
 Business Continuity Planning,0.003255908,0.002498515,-23.26212525
 Design Thinking,0.002009628,0.001541999,-23.26941285
 Usability Testing,0.001892789,0.001451816,-23.29751972
 Photography,0.00271845,0.002083753,-23.34772984
 Wireless Communications,0.002071942,0.001581557,-23.66787668
 Cardiology,0.002772974,0.002115776,-23.70013965
 Scrum (Software Development),0.01722983,0.013143152,-23.71862206
 Branding,0.004564503,0.003478901,-23.78356444
 Virtual Private Networks (VPN),0.002422458,0.001844755,-23.84779838
 Proofreading,0.007360845,0.005603275,-23.87727888
 Information Organization,0.000849029,0.000643459,-24.21234972
 Psychology,0.013857083,0.010500417,-24.22346896
 Social Sciences,0.003738842,0.002831971,-24.25539146
 Product Marketing,0.004728077,0.003579165,-24.29976899
 Communicable Diseases,0.002110888,0.001592033,-24.57992971
 Ajax (Programming Language),0.001074917,0.000810277,-24.61954516
 Data Processing,0.003100123,0.002333642,-24.72422981
 Feasibility Studies,0.001246281,0.000936655,-24.84400804
 Brokerage,0.002835288,0.002129121,-24.90637901
 Cooking,0.011099687,0.008326673,-24.98280798
 Disaster Recovery,0.003793367,0.00284551,-24.98720167
 Software Quality (SQA/SQC),0.003014441,0.002259062,-25.05869752
 Claims Processing,0.002702871,0.002024495,-25.09834653
 Treatment Planning,0.012860058,0.009620592,-25.19013677
 Trustworthiness,0.009066692,0.006778171,-25.24096597
 Employee Performance Management,0.003824524,0.00285776,-25.27801383
 Usability,0.004245143,0.003170174,-25.32232684
 Care Planning,0.001838264,0.00137242,-25.34154061
 Health Assessment,0.002944338,0.002196185,-25.40988226
 Operating Room (OR),0.003808945,0.002831592,-25.65942776
 Psychotherapy,0.001596797,0.001187017,-25.66261801
 Design Specifications,0.001659111,0.001232969,-25.68493663
 Writing Systems,0.003146859,0.002328429,-26.00782065
 Low Voltage,0.001503326,0.00111192,-26.03602331
 First Aid,0.00970541,0.007160875,-26.21770255
 Storyboarding,0.001526694,0.001124095,-26.37060778
 Content Management,0.002671714,0.001961859,-26.56926976
 .NET Framework,0.003676528,0.002691815,-26.78375925
 Application Development,0.009339315,0.00683476,-26.81733128
 Skin Care,0.001448801,0.001057827,-26.98603242
 Respiratory Therapy,0.001861632,0.001357345,-27.08843229
 Medicare,0.007321899,0.005335292,-27.13239704
 Graphic Design,0.005234379,0.003809439,-27.222715
 Price Negotiation,0.002009628,0.001462153,-27.24257584
 Textiles,0.001394276,0.001014195,-27.26012747
 Mechanical Systems,0.002484772,0.001805559,-27.33501731
 Derivatives,0.00156564,0.001135528,-27.47193816
 Student Services,0.004868284,0.003527092,-27.54958136
 Post-Production,0.001518905,0.001099533,-27.61011936
 Classroom Management,0.002243305,0.001620712,-27.7533839
 Special Education,0.005631631,0.004052255,-28.04472886
 Assisted Living,0.002484772,0.001787075,-28.07890217
 Intranet,0.001199545,0.000854981,-28.72458986
 Telecommunications,0.005732891,0.004083979,-28.76231186
 Machine Tools,0.00146438,0.00104,-28.98015014
 Electronic Systems,0.001160599,0.00082411,-28.99268872
 Landscaping,0.0044944,0.003188053,-29.06610412
 Telemetry,0.003372747,0.002390444,-29.1247142
 Medical Privacy,0.005343428,0.003764171,-29.55513467
 Capacity Planning,0.002266673,0.00159647,-29.56767246
 Workers' Compensation,0.001495537,0.001053146,-29.5807287
 Restaurant Operation,0.0497967,0.034862466,-29.99040935
 Object-Oriented Design,0.001892789,0.001323507,-30.07632939
 Network Switches,0.004829337,0.003372975,-30.15656742
 Sales Tax,0.002328987,0.001624935,-30.22994666
 Analytical Thinking,0.00574068,0.003995289,-30.40391523
 Emergency Procedures,0.003824524,0.002658763,-30.48119097
 Brand Marketing,0.001869421,0.001297271,-30.60570636
 Health Care Industry,0.001176177,0.000814805,-30.72428688
 Human Services,0.004206197,0.002905944,-30.91280657
 Agile Software Development,0.002695082,0.001860286,-30.97479151
 State Laws,0.001542272,0.001061209,-31.1918546
 Group Policy,0.001550062,0.001063486,-31.39072514
 Business Ethics,0.001807107,0.001232497,-31.79722281
 Incident Management,0.00281971,0.001920277,-31.89807335
 Asepsis,0.001713636,0.001155403,-32.57591711
 Hospice,0.004136094,0.002772871,-32.95918421
 ServSafe Certification,0.003917995,0.002625896,-32.97857217
 Dementia,0.001090496,0.000728283,-33.21539872
 Event Management,0.004019255,0.002680095,-33.31862398
 Technical Services,0.002554875,0.001692531,-33.75289904
 Product Quality (QA/QC),0.005507003,0.003644148,-33.8270185
 Program Evaluation,0.001526694,0.000998197,-34.61707747
 Home Health Care,0.013942765,0.008944583,-35.84785079
 Health Promotion,0.001448801,0.000923164,-36.28085747
 Foreign Language,0.001269648,0.000808809,-36.29658008
 Service Recovery,0.002095309,0.00132709,-36.66374583
 Reading Comprehension,0.001394276,0.000874346,-37.29031843
 Personal Care,0.008030721,0.005025103,-37.42649836
 Collaborative Software,0.001900578,0.001185417,-37.62858598
 Milling,0.001433223,0.000893444,-37.66190765
 Non-Verbal Communication,0.002251094,0.001399362,-37.83638006
 Disabilities,0.006410556,0.00392602,-38.75695569
 Health Risk Assessments,0.001316384,0.00080507,-38.84232193
 Triage,0.011130844,0.00678206,-39.06966482
 Urology,0.001363119,0.000825479,-39.44192029
 Seafood Preparation,0.003310433,0.001990732,-39.86489637
 Performance Testing,0.001838264,0.001102754,-40.01114057
 Ethical Conduct,0.003528532,0.002114907,-40.06269789
 Splinting,0.00125407,0.000749967,-40.19737259
 Community Health,0.002149834,0.001285313,-40.21340859
 Self-Awareness,0.003014441,0.001796756,-40.39504371
 Pedagogy,0.00187721,0.001113702,-40.67251749
 Student Engagement,0.00187721,0.001101424,-41.32655632
 Licensed Practical Nurse,0.015009892,0.008710715,-41.96683904
 Visual Basic (Programming Language),0.001612376,0.000921942,-42.82086811
 Nursing Homes,0.003567478,0.001969506,-44.79275801
 Irrigation (Landscaping And Agriculture),0.002165413,0.00119216,-44.94538078
 Early Childhood Education,0.001433223,0.00078881,-44.9625036
 Continuous Quality Improvement (CQI),0.004221776,0.002253424,-46.62379086
 Discounts And Allowances,0.002539297,0.001341982,-47.15141828
 Long-Term Care,0.005662788,0.002980082,-47.37428813
 Wholesaling,0.007462105,0.003882633,-47.96866419
 Business Marketing,0.004361982,0.002260736,-48.17181811
 Franchising,0.002905392,0.001494437,-48.56331378
 Pest Control,0.001884999,0.000964509,-48.83238802
 Palliative Care,0.00219657,0.001120737,-48.97786002
 Parent Communication,0.003777788,0.0018465,-51.1221831
 Behavior Management,0.003808945,0.001848796,-51.46172704
 Object-Oriented Programming (OOP),0.008653861,0.00407128,-52.95418312
 Learning Styles,0.001923946,0.000889073,-53.78909716
 Hotel Operations,0.002897602,0.001325896,-54.24162189
 Code Of Federal Regulations,0.002328987,0.001063487,-54.33693592
 Data Structures,0.006317085,0.002816709,-55.41125539
 Developmental Disabilities,0.002071942,0.000922458,-55.47856686
 Facility Operations,0.002243305,0.000976285,-56.48006112
 Infectious Diseases,0.004463243,0.001938882,-56.55888432
 Drug Administration,0.002461404,0.001061247,-56.88449599
 Pain Management,0.00218878,0.000869576,-60.27122757
 Extensible Markup Language (XML),0.009136795,0.003510084,-61.58298087
 Workplace Safety,0.004408718,0.001692825,-61.6027917
 Business Communication,0.005234379,0.001836679,-64.91122269
 Software Documentation,0.006940225,0.00239493,-65.49203734
 Learning Theory,0.002741817,0.000941981,-65.64391774
 Biotechnology,0.004868284,0.001623,-66.66176784
 System Testing,0.005623841,0.001783168,-68.29270024
 Employee Assistance Programs,0.008529233,0.001006208,-88.20282929
