Unnamed: 0,name,degree,degree_type,description,transfer,url,courses,course_count,updated,group_id,groupType_id,demand_share,demand_growth,avg_demand_share,avg_demand_growth
107,Cybersecurity Engineering,Associate in Engineering Science,Associate Degree,All plans can be modified to fit the needs of part-time students by adding more semesters.,1,https://catalog.ccc.edu/transfer-pathways/cybersecurity-engineering-aes/,"[{'id': '6092d234166e430009c905aa', 'title': 'General Chemistry I'}, {'id': '6092d234166e430009c905ab', 'title': 'General Chemistry II'}, {'id': '6092d23f166e430009c905ec', 'title': 'C++ Object Oriented Programming I'}, {'id': '6092d240166e430009c905ed', 'title': 'Java Object Oriented Programming I'}, {'id': '6092d241166e430009c905f4', 'title': 'C++ Object Oriented Programming II'}, {'id': '6092d241166e430009c905f5', 'title': 'Java Object Oriented Programming II'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d260166e430009c906a4', 'title': 'Composition'}, {'id': '6092d264166e430009c906bd', 'title': 'Computer Programming for Engineers'}, {'id': '6092d297166e430009c907e2', 'title': 'Discrete Mathematics'}, {'id': '6092d298166e430009c907e6', 'title': 'Calculus & Analytic Geometry I'}, {'id': '6092d298166e430009c907e7', 'title': 'Calculus & Analytic Geometry II'}, {'id': '6092d298166e430009c907e8', 'title': 'Calculus & Analytic Geometry III'}, {'id': '6092d299166e430009c907e9', 'title': 'Differential Equations'}, {'id': '6092d299166e430009c907ea', 'title': 'Linear Algebra'}, {'id': '6092d2bf166e430009c908cc', 'title': 'Engineering Physics I: Mechanics & Wave Motion'}, {'id': '6092d2bf166e430009c908cd', 'title': 'Engineering Physics II: Electricity & Magnetism'}, {'id': '60e73a9e074c1a00089f5cde', 'title': 'Human Biology'}]",18,2021-09-30T22:54:15.283Z,6092d53e18d082000919c0e6,6091cb57d60b04000837e6a9,3.631354347999999,-15.286068814323762,0.20174190822222215,-0.8492260452402091
108,Dance,Associate in Arts,Associate Degree,"An Associate in Arts with a focus in Dance provides students with the necessary skills and vocabulary to succeed in a multitude of performing arts careers, such as dancer, choreographer, dance educator, personal trainer, physical therapist, and more.",1,https://catalog.ccc.edu/transfer-pathways/dance-associate-arts/,"[{'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d260166e430009c906a4', 'title': 'Composition'}, {'id': '6092d26e166e430009c906f6', 'title': 'Dance Appreciation'}, {'id': '6092d295166e430009c907d8', 'title': 'General Education Math'}, {'id': '6092d296166e430009c907db', 'title': 'Introductory Statistics'}, {'id': '6092d2de166e430009c90984', 'title': 'Fundamentals of Speech Communication'}]",6,2021-05-25T21:03:27.039Z,6092d53f18d082000919c0e7,6091cb4ed60b04000837e6a8,2.3910181670000004,-9.453042877433772,0.3985030278333334,-1.575507146238962
109,Dental Hygiene,Associate in Applied Science,Associate Degree,"The Dental Hygiene AAS degree program educates students to provide preventive oral health care services to patients. Major responsibilities include assessing a patient’s health history, examining the teeth and oral structures, removing plaque biofilm, calculus and stain from the teeth, taking intraoral radiographs and educating patients in oral self-care practices. Graduates are prepared to pass national, regional and state board licensing exams required for dental hygiene licensure.",0,https://catalog.ccc.edu/academic-program-requirements/dental-hygiene-aas/,"[{'id': '6092d234166e430009c905a9', 'title': 'Basic Chemistry I'}, {'id': '6092d252166e430009c90653', 'title': 'Introduction to Dental Radiography'}, {'id': '6092d252166e430009c90654', 'title': 'Dental Hygiene Theory I'}, {'id': '6092d252166e430009c90655', 'title': 'Dental Hygiene Theory II'}, {'id': '6092d252166e430009c90656', 'title': 'Pre-Clinical Dental Hygiene'}, {'id': '6092d252166e430009c90657', 'title': 'Clinical Dental Hygiene I'}, {'id': '6092d252166e430009c90658', 'title': 'Diet and Nutrition in Oral Health'}, {'id': '6092d252166e430009c90659', 'title': 'Dental Radiology'}, {'id': '6092d253166e430009c9065a', 'title': 'Dental Materials'}, {'id': '6092d253166e430009c9065b', 'title': 'Oral Structures & Function'}, {'id': '6092d253166e430009c9065c', 'title': 'General/Oral Pathology and Diagnosis'}, {'id': '6092d253166e430009c9065d', 'title': 'Head and Neck Anatomy'}, {'id': '6092d253166e430009c9065e', 'title': 'Medical Emergencies in the Dental Setting'}, {'id': '6092d253166e430009c9065f', 'title': 'Clinical Dental Hygiene II'}, {'id': '6092d253166e430009c90660', 'title': 'Critique of Dental Literature'}, {'id': '6092d254166e430009c90661', 'title': 'Expanded Functions'}, {'id': '6092d254166e430009c90662', 'title': 'Community Dental Health I'}, {'id': '6092d254166e430009c90663', 'title': 'Dental Pharmacology'}, {'id': '6092d255166e430009c90665', 'title': 'Periodontics for Dental Hygienist'}, {'id': '6092d255166e430009c90667', 'title': 'Clinical Dental Hygiene III'}, {'id': '6092d255166e430009c90668', 'title': 'Clinical Dental Hygiene IV'}, {'id': '6092d255166e430009c9066a', 'title': 'Community Dental Health II'}, {'id': '6092d255166e430009c9066b', 'title': 'Ethics and Jurisprudence'}, {'id': '6092d256166e430009c9066c', 'title': 'Senior Seminar'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d295166e430009c907d8', 'title': 'General Education Math'}, {'id': '6092d2c3166e430009c908e3', 'title': 'General Psychology'}, {'id': '6092d2d5166e430009c9094b', 'title': 'Intro to the Study of Society'}, {'id': '60da4369cba45a000856be71', 'title': 'Introduction to Dental Hygiene'}]",29,2021-09-30T21:37:01.078Z,6092d53f18d082000919c0e8,6091cb35d60b04000837e6a5,4.082641696000001,-31.533901366689893,0.1407807481379311,-1.0873759091962032
110,Diesel Technology,Advanced Certificate,Certificate,"The Diesel Technology Advanced Certificate program provides students with the training needed for maintaining and repairing heavy-duty diesel powered equipment. Instructional training is heavily focused on diesel engines performance, hydraulics, electrical, air conditioning, and drive trains.",0,https://catalog.ccc.edu/academic-program-requirements/diesel-technology-advanced-certificate/,"[{'id': '6092d1e4166e430009c90410', 'title': 'Introduction to Diesel Technology'}, {'id': '6092d1e5166e430009c90411', 'title': 'Diesel Electrical Systems I'}, {'id': '6092d1e5166e430009c90412', 'title': 'Introduction to Diesel Engine Construction'}, {'id': '6092d1e5166e430009c90413', 'title': 'Diesel Engine Construction I'}, {'id': '6092d1e5166e430009c90414', 'title': 'Suspension and Steering'}, {'id': '6092d1e6166e430009c90415', 'title': 'Diesel Brakes'}, {'id': '6092d1e6166e430009c90416', 'title': 'Diesel Electrical Systems II'}, {'id': '6092d1e6166e430009c90417', 'title': 'Diesel Preventive Maintenance'}, {'id': '6092d1e7166e430009c90418', 'title': 'Diesel Engine Construction II'}, {'id': '6092d1e7166e430009c90419', 'title': 'Emission Controls'}, {'id': '6092d1e7166e430009c9041a', 'title': 'Diesel Engine Performance'}, {'id': '6092d1e7166e430009c9041b', 'title': 'Heavy Duty Drives I (Manual)'}, {'id': '6092d1e8166e430009c9041d', 'title': 'Heating and Air Conditioning'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d295166e430009c907d6', 'title': 'Math for Technicians I'}, {'id': '6092d2b6166e430009c90896', 'title': 'General Course II Physical Science'}]",16,2021-05-25T21:04:15.656Z,6092d53f18d082000919c0eb,6091cb45d60b04000837e6a7,1.432649532,-8.156403693486768,0.08954059575,-0.509775230842923
111,Diesel Technology,Associate in Applied Science,Associate Degree,"The Associate in Applied Science degree in Diesel Technology equips students with the skills necessary to repair and maintain diesel-powered highway, industrial, and marine vehicles and equipment. Students will gain more detailed instructions in how diesel maintenance techniques and principles are applied in diagnosing malfunctions and prescribing corrective action. The course work highlights diesel service management, critical thinking and problem solving, theory and skills of refrigeration, electronic and mechanical fuel injection, chassis maintenance, vehicle inspection, tune-up, engine overhaul, transmission repair, brake service, handling hazardous waste and preventative maintenance. Students will also be eligible to take the National Institute of Automotive Service Excellence (NAISE) examinations in heavy truck mechanics, Allison Transmission certification, and Hybrid certification.",0,https://catalog.ccc.edu/academic-program-requirements/diesel-technology-aas/,"[{'id': '6092d1e4166e430009c90410', 'title': 'Introduction to Diesel Technology'}, {'id': '6092d1e5166e430009c90411', 'title': 'Diesel Electrical Systems I'}, {'id': '6092d1e5166e430009c90412', 'title': 'Introduction to Diesel Engine Construction'}, {'id': '6092d1e5166e430009c90413', 'title': 'Diesel Engine Construction I'}, {'id': '6092d1e5166e430009c90414', 'title': 'Suspension and Steering'}, {'id': '6092d1e6166e430009c90415', 'title': 'Diesel Brakes'}, {'id': '6092d1e6166e430009c90416', 'title': 'Diesel Electrical Systems II'}, {'id': '6092d1e6166e430009c90417', 'title': 'Diesel Preventive Maintenance'}, {'id': '6092d1e7166e430009c90418', 'title': 'Diesel Engine Construction II'}, {'id': '6092d1e7166e430009c90419', 'title': 'Emission Controls'}, {'id': '6092d1e7166e430009c9041a', 'title': 'Diesel Engine Performance'}, {'id': '6092d1e7166e430009c9041b', 'title': 'Heavy Duty Drives I (Manual)'}, {'id': '6092d1e7166e430009c9041c', 'title': 'Heavy Duty Drives II (Automatic)'}, {'id': '6092d1e8166e430009c9041d', 'title': 'Heating and Air Conditioning'}, {'id': '6092d1e8166e430009c9041e', 'title': 'Hydraulic Systems'}, {'id': '6092d1e8166e430009c9041f', 'title': 'Advanced Diagnostics'}, {'id': '6092d209166e430009c904bd', 'title': 'Introduction to African-American Studies'}, {'id': '6092d258166e430009c9067c', 'title': 'Principles of Economics I '}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d279166e430009c90739', 'title': 'World Geography'}, {'id': '6092d288166e430009c90788', 'title': 'Intro to Latin American/Latino Studies'}, {'id': '6092d28a166e430009c90796', 'title': 'The Art and Philosophy of the African Continent'}, {'id': '6092d295166e430009c907d6', 'title': 'Math for Technicians I'}, {'id': '6092d2b5166e430009c90893', 'title': 'General Course Physical Science'}, {'id': '6092d2b6166e430009c90896', 'title': 'General Course II Physical Science'}]",25,2021-05-25T21:04:04.289Z,6092d53f18d082000919c0e9,6091cb35d60b04000837e6a5,2.138105398,-13.101473343869193,0.08552421592,-0.5240589337547678
112,Diesel Technology,Basic Certificate,Certificate,"The Diesel Technology Basic Certificate Program introduces students to the basic fundamentals of diesel technology and provides them with the necessary entry-level skills and theory to enter either the medium/heavy duty or construction equipment service/repair fields. This certificate prepares students to become repair technicians. Graduates will be qualified for positions requiring diagnosis and repair of diesel engines, suspension and steering, brakes, and electrical and electronic systems.",0,https://catalog.ccc.edu/academic-program-requirements/diesel-technology-basic-certificate/,"[{'id': '6092d1e4166e430009c90410', 'title': 'Introduction to Diesel Technology'}, {'id': '6092d1e5166e430009c90411', 'title': 'Diesel Electrical Systems I'}, {'id': '6092d1e5166e430009c90412', 'title': 'Introduction to Diesel Engine Construction'}, {'id': '6092d1e5166e430009c90413', 'title': 'Diesel Engine Construction I'}, {'id': '6092d1e5166e430009c90414', 'title': 'Suspension and Steering'}, {'id': '6092d295166e430009c907d6', 'title': 'Math for Technicians I'}]",6,2021-05-25T21:04:42.265Z,6092d53f18d082000919c0ea,6091cb3ed60b04000837e6a6,0.5692410480000001,-3.037788940820312,0.09487350800000001,-0.5062981568033853
113,Digital Marketing and Social Media,Advanced Certificate,Certificate,"The purpose of the Digital Marketing and Social Media Advanced Certificate is to provide students with marketing management skills, so that they can obtain an entry-level position. Sample concepts to be cover will include: marketing data analytics, project management, digital media, social networking sites, recommender sites, reputation systems, user-generated concepts, social bookmarking and virtual worlds.",0,https://catalog.ccc.edu/academic-program-requirements/digital-marketing-social-media-advanced-certificate/,"[{'id': '6092d22a166e430009c90570', 'title': 'Introduction to Business'}, {'id': '6092d22d166e430009c90582', 'title': 'Data Visualization and Presentation for Business'}, {'id': '6092d22e166e430009c90583', 'title': 'The Legal & Social Environment of Business'}, {'id': '6092d22f166e430009c9058a', 'title': 'Marketing'}, {'id': '6092d230166e430009c90593', 'title': 'Introduction to Project Management'}, {'id': '6092d230166e430009c90594', 'title': 'Digital Marketing and Social Media'}, {'id': '6092d233166e430009c905a1', 'title': 'Business Communications'}, {'id': '6092d23f166e430009c905e8', 'title': 'Introduction to Computer Applications'}, {'id': '6092d240166e430009c905f1', 'title': 'Web Development I/Basic Web Technologies'}, {'id': '6092d256166e430009c90672', 'title': 'Computer Art I'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d2b3166e430009c90887', 'title': 'Ethics'}, {'id': '6092d2de166e430009c90984', 'title': 'Fundamentals of Speech Communication'}]",13,2021-05-25T21:05:00.185Z,6092d54018d082000919c0ec,6091cb45d60b04000837e6a7,5.7054862590000015,-18.074779393984688,0.4388835583846155,-1.3903676456911298
114,Digital Multimedia Design,Advanced Certificate,Certificate,"The Advanced Certificate in Digital Multimedia Design is designed to prepare students for entry-level positions in the field of interactive and multimedia design. Students will learn the necessary skills, both technically and aesthetically, to create digital multimedia presentations for CD’s, DVD’s, video, or web pages.",0,https://catalog.ccc.edu/academic-program-requirements/digital-multimedia-design-advanced-certificate/,"[{'id': '6092d214166e430009c904f6', 'title': 'General Drawing'}, {'id': '6092d217166e430009c90504', 'title': 'Graphics Design I'}, {'id': '6092d256166e430009c9066d', 'title': '2D Animation'}, {'id': '6092d256166e430009c9066f', 'title': '3D Modeling'}, {'id': '6092d256166e430009c90670', 'title': 'Principles of Design and Development for Digital Media'}, {'id': '6092d256166e430009c90671', 'title': 'Beginning Multimedia Design & Development'}, {'id': '6092d256166e430009c90672', 'title': 'Computer Art I'}, {'id': '6092d257166e430009c90673', 'title': 'Digital Video I'}, {'id': '6092d257166e430009c90676', 'title': 'Intermediate Multimedia Design & Development'}, {'id': '6092d257166e430009c90677', 'title': 'Advanced Multimedia Design & Development'}, {'id': '6092d257166e430009c90678', 'title': 'Advanced Computer Art'}, {'id': '6092d258166e430009c9067a', 'title': 'Portfolio & Professional Practice Seminar'}]",12,2021-05-25T21:05:37.196Z,6092d54018d082000919c0ef,6091cb45d60b04000837e6a7,1.212634481,-3.727313616093292,0.10105287341666667,-0.31060946800777434
115,Digital Multimedia Design,Associate in Applied Science,Associate Degree,"The AAS in Digital Multimedia Design is designed to prepare students for entry-level positions in the field of interactive and multimedia design, and for possible transfer to a four-year institution. Requirements for Digital Multimedia Design will equip students with the skills to create digital multimedia presentations; output can be delivered on CD, DVD, video, or in the form of webpages over the Internet.",0,https://catalog.ccc.edu/academic-program-requirements/digital-multimedia-design-aas/,"[{'id': '6092d214166e430009c904f6', 'title': 'General Drawing'}, {'id': '6092d215166e430009c904f9', 'title': 'Figure Drawing & Composition'}, {'id': '6092d215166e430009c904fb', 'title': 'Two Dimensional Design'}, {'id': '6092d217166e430009c90504', 'title': 'Graphics Design I'}, {'id': '6092d256166e430009c9066d', 'title': '2D Animation'}, {'id': '6092d256166e430009c9066e', 'title': 'Digital Audio'}, {'id': '6092d256166e430009c9066f', 'title': '3D Modeling'}, {'id': '6092d256166e430009c90670', 'title': 'Principles of Design and Development for Digital Media'}, {'id': '6092d256166e430009c90671', 'title': 'Beginning Multimedia Design & Development'}, {'id': '6092d256166e430009c90672', 'title': 'Computer Art I'}, {'id': '6092d257166e430009c90673', 'title': 'Digital Video I'}, {'id': '6092d257166e430009c90674', 'title': 'Advanced Animation'}, {'id': '6092d257166e430009c90675', 'title': '3D Animation'}, {'id': '6092d257166e430009c90676', 'title': 'Intermediate Multimedia Design & Development'}, {'id': '6092d257166e430009c90677', 'title': 'Advanced Multimedia Design & Development'}, {'id': '6092d257166e430009c90678', 'title': 'Advanced Computer Art'}, {'id': '6092d258166e430009c90679', 'title': 'Digital Video II'}, {'id': '6092d258166e430009c9067a', 'title': 'Portfolio & Professional Practice Seminar'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d260166e430009c906a4', 'title': 'Composition'}, {'id': '6092d26d166e430009c906f1', 'title': 'History of Architecture, Painting & Sculpture I'}, {'id': '6092d26d166e430009c906f2', 'title': 'History of Architecture Painting Sculpture II'}, {'id': '6092d287166e430009c90784', 'title': 'The New World of Mass Media'}, {'id': '6092d295166e430009c907d8', 'title': 'General Education Math'}, {'id': '6092d2b5166e430009c9088f', 'title': 'Philosophy of Art'}]",25,2021-05-25T21:05:19.392Z,6092d54018d082000919c0ed,6091cb35d60b04000837e6a5,3.348012538,-18.291701370620935,0.13392050151999998,-0.7316680548248374
116,Digital Multimedia Design,Basic Certificate,Certificate,"The Basic Certificate in Digital Multimedia Design is designed to prepare students for entry-level positions in the field of interactive and multimedia design. Students will learn the necessary skills, both technically and aesthetically, to create digital multimedia presentations for CD’s, DVD’s, video, or web pages.",0,https://catalog.ccc.edu/academic-program-requirements/digital-multimedia-design-basic-certificate/,"[{'id': '6092d217166e430009c90504', 'title': 'Graphics Design I'}, {'id': '6092d256166e430009c90670', 'title': 'Principles of Design and Development for Digital Media'}, {'id': '6092d256166e430009c90671', 'title': 'Beginning Multimedia Design & Development'}, {'id': '6092d256166e430009c90672', 'title': 'Computer Art I'}, {'id': '6092d257166e430009c90676', 'title': 'Intermediate Multimedia Design & Development'}, {'id': '6092d257166e430009c90677', 'title': 'Advanced Multimedia Design & Development'}]",6,2021-05-25T21:05:55.329Z,6092d54018d082000919c0ee,6091cb3ed60b04000837e6a6,0.454811261,-0.5859351083610507,0.07580187683333334,-0.09765585139350845
117,EMT-II Paramedic,Advanced Certificate,Certificate,"The AC in EMT (II)–Paramedic is awarded to students who successfully complete the Paramedic Core Curriculum. Courses run for three consecutive semesters starting each fall. Applications are accepted the previous spring. Successful completion of the core curriculum provides eligibility to take the licensing examination offered by the IL Dept. of Public Health or the National Registry of EMTs. The Malcom X Paramedic program is accredited by the Commission on Accreditation of Allied Health Education Programs (www.caahep.org) upon the recommendation of the Committee on Accreditation of Educational Programs for the Emergency Medical Services Professions (CoAEMSP). For CAAHEP contact information, please visit www.caahep.org. The program is approved by the IL Dept. of Public Health, Division of Emergency Medical Services and Highway through JHS Cook County (Resource) Hospital.",0,https://catalog.ccc.edu/academic-program-requirements/emt-ii-paramedic-advanced-certificate/,"[{'id': '6092d25f166e430009c9069d', 'title': 'Essentials of Paramedic Medicine I'}, {'id': '6092d25f166e430009c9069e', 'title': 'Paramedic Medicine Practicum I'}, {'id': '6092d25f166e430009c9069f', 'title': 'Essentials of Paramedic Medicine II'}, {'id': '6092d25f166e430009c906a0', 'title': 'Paramedic Medicine Practicum II'}, {'id': '6092d25f166e430009c906a1', 'title': 'Paramedic Medicine Field Internship'}]",5,2021-05-25T21:09:01.911Z,6092d54218d082000919c0f8,6091cb45d60b04000837e6a7,1.4290883499999998,-10.05032778654482,0.28581766999999997,-2.010065557308964
118,EMT-II Paramedic,Associate in Applied Science,Associate Degree,"Malcolm X College offers the only paramedic program in the city of Chicago and is one of the few colleges in Illinois to offer an AAS degree in this professional specialty. Successful completion of the Paramedic Core Curriculum, in addition to complementary general education courses, enables the paramedic student to attain an AAS degree. Completion of the degree can broaden the student’s marketability as well as provide a strong basis for continued professional learning.",0,https://catalog.ccc.edu/academic-program-requirements/emt-ii-paramedic-aas/,"[{'id': '6092d25f166e430009c9069d', 'title': 'Essentials of Paramedic Medicine I'}, {'id': '6092d25f166e430009c9069e', 'title': 'Paramedic Medicine Practicum I'}, {'id': '6092d25f166e430009c9069f', 'title': 'Essentials of Paramedic Medicine II'}, {'id': '6092d25f166e430009c906a0', 'title': 'Paramedic Medicine Practicum II'}, {'id': '6092d25f166e430009c906a1', 'title': 'Paramedic Medicine Field Internship'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d2c3166e430009c908e3', 'title': 'General Psychology'}, {'id': '6092d2d5166e430009c9094b', 'title': 'Intro to the Study of Society'}, {'id': '6092d2de166e430009c90984', 'title': 'Fundamentals of Speech Communication'}, {'id': '60e754f193f5fc00081abf6f', 'title': 'Terminology For Medical Careers'}]",10,2021-09-30T20:29:09.851Z,6092d54218d082000919c0f7,6091cb35d60b04000837e6a5,2.390950597,-14.04503487390051,0.23909505969999997,-1.404503487390051
119,Early Childhood Special Education Endorsement,Basic Certificate,Certificate,The Basic Certificate-Early Childhood Special Education is for undergraduate degree holders with an Illinois Professional Educator License and an LBS1 endorsement or an Early Childhood Endorsement seeking a letter of approval for Early Childhood Special Education. The ECSE approval prepares students to teach in an early childhood special education setting.,0,https://catalog.ccc.edu/academic-program-requirements/early-childhood-special-education-endorsement-basic-certificate/,"[{'id': '6092d23a166e430009c905d0', 'title': 'Child, Family, and Community Relations'}, {'id': '6092d25a166e430009c90685', 'title': 'Observation, Documentation, & Assessment in ECSE'}, {'id': '6092d25a166e430009c90686', 'title': 'Language and Literacy in ECSE'}, {'id': '6092d25a166e430009c90687', 'title': 'Principles and Practices of ECSE'}]",4,2021-05-25T21:06:27.157Z,6092d54018d082000919c0f0,6091cb3ed60b04000837e6a6,2.254112321,-14.733899880444,0.56352808025,-3.683474970111
120,Electrical Construction Technology,Advanced Certificate,Certificate,"The Advanced Certificate program in Electrical Construction Technology prepares students to become an apprentice under the tutelage of a union electrical contractor. Electricians assemble, install, maintain, and test electrical equipment and wiring systems in residential, commercial, and industrial settings.",0,https://catalog.ccc.edu/academic-program-requirements/electrical-construction-technology-advanced-certificate/,"[{'id': '6092d204166e430009c904a3', 'title': 'Electrical Circuitry'}, {'id': '6092d204166e430009c904a4', 'title': 'Conduit Bending I'}, {'id': '6092d204166e430009c904a5', 'title': 'Construction Technology'}, {'id': '6092d205166e430009c904a6', 'title': 'Print Reading I'}, {'id': '6092d205166e430009c904a7', 'title': 'Conduit Bending II'}, {'id': '6092d206166e430009c904a9', 'title': 'Motor Control Systems'}, {'id': '6092d206166e430009c904aa', 'title': 'Print Reading II'}, {'id': '6092d206166e430009c904af', 'title': 'Technical Math I'}, {'id': '6092d207166e430009c904b0', 'title': 'Technical Math II'}, {'id': '6092d208166e430009c904ba', 'title': 'Low Voltage Systems'}]",10,2021-05-25T21:06:45.952Z,6092d54118d082000919c0f3,6091cb45d60b04000837e6a7,1.172033361,-6.361118009393108,0.1172033361,-0.6361118009393107
121,Electrical Construction Technology,Associate in Applied Science,Associate Degree,"The Associate in Applied Science degree program in Electrical Construction Technology is a cooperative effort between Richard J. Daley College and the Electrical Joint Apprenticeship and Training Trust (EJATT) which is made up of the National Electrical Contractors Association (NECA) and the International Brotherhood of Electrical Workers (IBEW) Local Union 134. Through the joint effort of the college and EJATT, the program is dedicated to consistently providing state-of-the art education and training to apprentices, and through them to the residential and commercial building contractors in the Chicagoland area. This commitment to both the individual and industry requires not only providing electricians for today’s market, but also looking toward tomorrow’s market and future technologies.",0,https://catalog.ccc.edu/academic-program-requirements/electrical-construction-technology-aas/,"[{'id': '6092d204166e430009c904a3', 'title': 'Electrical Circuitry'}, {'id': '6092d204166e430009c904a4', 'title': 'Conduit Bending I'}, {'id': '6092d204166e430009c904a5', 'title': 'Construction Technology'}, {'id': '6092d205166e430009c904a6', 'title': 'Print Reading I'}, {'id': '6092d205166e430009c904a7', 'title': 'Conduit Bending II'}, {'id': '6092d206166e430009c904a9', 'title': 'Motor Control Systems'}, {'id': '6092d206166e430009c904aa', 'title': 'Print Reading II'}, {'id': '6092d206166e430009c904ab', 'title': 'Programmable Control'}, {'id': '6092d206166e430009c904ad', 'title': 'HVAC Systems'}, {'id': '6092d206166e430009c904af', 'title': 'Technical Math I'}, {'id': '6092d207166e430009c904b0', 'title': 'Technical Math II'}, {'id': '6092d208166e430009c904b9', 'title': 'Electrical Power Systems'}, {'id': '6092d208166e430009c904ba', 'title': 'Low Voltage Systems'}, {'id': '6092d209166e430009c904bc', 'title': 'Photovoltaic Systems'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}]",15,2021-05-25T21:07:01.203Z,6092d54118d082000919c0f1,6091cb35d60b04000837e6a5,1.5756155959999998,-9.047236643839451,0.10504103973333331,-0.6031491095892967
122,Electrical Construction Technology,Basic Certificate,Certificate,"The Basic Certificate program in Electrical Construction Technology prepares students to become an apprentice under the tutelage of a union electrical contractor. Electricians assemble, install, maintain, and test electrical equipment and wiring systems in residential, commercial, and industrial settings.",0,https://catalog.ccc.edu/academic-program-requirements/electrical-construction-technology-basic-certificate/,"[{'id': '6092d204166e430009c904a3', 'title': 'Electrical Circuitry'}, {'id': '6092d204166e430009c904a4', 'title': 'Conduit Bending I'}, {'id': '6092d204166e430009c904a5', 'title': 'Construction Technology'}, {'id': '6092d205166e430009c904a6', 'title': 'Print Reading I'}, {'id': '6092d206166e430009c904af', 'title': 'Technical Math I'}]",5,2021-05-25T21:07:23.650Z,6092d54118d082000919c0f2,6091cb3ed60b04000837e6a6,0.410729251,-2.6332218836688015,0.08214585020000001,-0.5266443767337603
123,Electrical Engineering,Associate in Engineering Science,Associate Degree,All plans can be modified to fit the needs of part-time students by adding more semesters.,1,https://catalog.ccc.edu/transfer-pathways/electrical-engineering-aes/,"[{'id': '6092d234166e430009c905aa', 'title': 'General Chemistry I'}, {'id': '6092d234166e430009c905ab', 'title': 'General Chemistry II'}, {'id': '6092d23f166e430009c905ec', 'title': 'C++ Object Oriented Programming I'}, {'id': '6092d241166e430009c905f4', 'title': 'C++ Object Oriented Programming II'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d260166e430009c906a4', 'title': 'Composition'}, {'id': '6092d263166e430009c906b9', 'title': 'Intro to the Engineering Profession'}, {'id': '6092d264166e430009c906bd', 'title': 'Computer Programming for Engineers'}, {'id': '6092d264166e430009c906c1', 'title': 'Electrical Circuit Analysis'}, {'id': '6092d298166e430009c907e6', 'title': 'Calculus & Analytic Geometry I'}, {'id': '6092d298166e430009c907e7', 'title': 'Calculus & Analytic Geometry II'}, {'id': '6092d298166e430009c907e8', 'title': 'Calculus & Analytic Geometry III'}, {'id': '6092d299166e430009c907e9', 'title': 'Differential Equations'}, {'id': '6092d2bd166e430009c908c2', 'title': 'Statics'}, {'id': '6092d2bf166e430009c908cc', 'title': 'Engineering Physics I: Mechanics & Wave Motion'}, {'id': '6092d2bf166e430009c908cd', 'title': 'Engineering Physics II: Electricity & Magnetism'}, {'id': '60e73a9e074c1a00089f5cde', 'title': 'Human Biology'}]",17,2021-09-30T22:53:28.635Z,6092d54118d082000919c0f4,6091cb57d60b04000837e6a9,4.384478499999999,-23.09026700731991,0.25791049999999993,-1.3582510004305828
