,July 2023 actual,July 2025 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Time Management,0.0511787045387286,0.05379408783776887,0.0026153832990402706,5.110296015916394,Medium,56706.89005925603,13-1000,15-1200,41-4000,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,Ambulatory Health Care Services,310.65277777777777,0.006830391554728728,22.0,0.11155505172559207
Tooling,0.0708826655564257,0.07669469578667805,0.005812030230252355,8.199508560560162,Medium,72574.46016323358,15-1200,51-9000,51-4000,17-2000,17-3000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Fabricated Metal Product Manufacturing,Machinery Manufacturing,454.47222222222223,0.01037096757401213,26.0,0.06340937513086299
Training And Development,0.0404186529830367,0.044956307947942746,0.004537654964906046,11.226635798106518,High,69046.79032330189,11-9000,11-3000,41-1000,13-1000,11-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Educational Services,247.80555555555557,0.014692802932741375,34.0,0.12204921941698903
Troubleshooting (Problem Solving),0.2369989790589294,0.2604548855080615,0.02345590644913212,9.897049574757808,High,65568.73791217501,15-1200,49-9000,17-3000,99-9000,17-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Computer and Electronic Product Manufacturing,1418.0833333333333,0.1188401722450272,25.0,0.10530231926007609
Valid Driver's License,0.0836683181179024,0.08116204472371197,-0.0025062733941904336,-2.9954867631720323,Low,46969.10002349624,53-3000,11-9000,41-4000,49-9000,31-1100,Unclassified Industry,Administrative and Support Services,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",Motor Vehicle and Parts Dealers,557.2777777777778,0.0036938815605664166,22.0,0.06797442088693081
Verbal Communication Skills,0.0619490061614216,0.06438635457861869,0.0024373484171970883,3.9344431302837166,High,64685.48723970641,15-1200,13-1000,11-9000,99-9000,41-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,372.875,0.030987697618918734,34.0,0.1201789573143218
Warehousing,0.0622755436543131,0.06256464881834448,0.0002891051640313766,0.46423547201157783,Medium,37319.21522078593,53-7000,43-5000,99-9000,11-3000,51-9000,Administrative and Support Services,Nonstore Retailers,Unclassified Industry,"Merchant Wholesalers, Nondurable Goods","Professional, Scientific, and Technical Services",433.4583333333333,0.01272053952491498,30.0,0.08179550263775047
Welding,0.0540352584123631,0.11661607331074028,0.06258081489837719,115.81477860399923,High,55455.69946808511,49-9000,17-3000,51-4000,49-3000,17-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Repair and Maintenance,Fabricated Metal Product Manufacturing,306.75,0.12704548904440327,21.0,0.08800976285542195
Workflow Management,0.0370911714715438,0.03417987353274071,-0.002911297938803091,-7.849032056150146,Medium,80502.37859696157,15-1200,13-1000,11-9000,99-9000,29-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Health and Personal Care Stores,Hospitals,234.08333333333331,0.0037247663242784773,21.0,0.11497569578509513
Writing,0.0834374041586912,0.07412913874484085,-0.009308265413850353,-11.155986344142232,Low,64885.46853571254,15-1200,13-1000,11-9000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,570.1666666666666,0.0012772797592567468,18.0,0.25898004352851095
