,July 2023 actual,July 2025 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Office and Productivity Equipment and Technology,0.274163016358985,0.28017180951555204,0.006008793156567049,2.1916862589151065,Medium,55247.42092383605,13-1000,15-1200,11-9000,99-9000,43-6000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,2306.180555555556,0.05258067708223035,15.0,0.06934681540508554
Operating Systems,0.1876111518768653,0.13738924009636777,-0.050221911780497536,-26.76915059583433,Medium,89624.22068418586,15-1200,99-9000,13-1000,17-2000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Computer and Electronic Product Manufacturing,1915.7777777777776,0.024642046511998493,27.0,0.03853000964366881
Other Programming Languages,0.0509751253396407,0.044125742667271546,-0.0068493826723691545,-13.43671570542024,Low,114556.51482920212,15-1200,15-2000,99-9000,13-1000,17-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,534.6388888888889,0.001367161236892682,10.0,0.2319654260097778
People Management,0.1348455011956328,0.1263882397351862,-0.008457261460446591,-6.271815808060858,Medium,61773.89416750708,15-1200,11-9000,13-1000,11-2000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,1169.4305555555557,0.03127320535454584,28.0,0.08186155736112713
Performance Management,0.0449992677791619,0.05546169429625815,0.010462426517096252,23.250215022256775,Medium,75113.9329759352,11-9000,11-3000,41-1000,15-1200,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Ambulatory Health Care Services,336.5416666666667,0.0059098007658303685,17.0,0.05799550201141546
Personal Attributes,0.3442424596449698,0.32538870099571937,-0.01885375864925043,-5.476883551405896,Low,48721.030892132105,15-1200,13-1000,99-9000,11-9000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Educational Services,2884.458333333333,0.0181949150066503,16.0,0.051422006142806016
Physical Abilities,0.0548668497034669,0.05285032075427498,-0.002016528949191916,-3.6753138918863364,Low,40033.32548686719,53-7000,41-2000,99-9000,11-9000,29-1000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Hospitals,Food Services and Drinking Places,400.05555555555554,0.0046535706801429265,16.0,0.11987119607177227
"Policy Analysis, Research, and Development",0.0368804779146567,0.03681876132230602,-6.171659235067878e-05,-0.16734217081864858,High,70233.2248487223,11-9000,29-1000,15-1200,21-1000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Hospitals,Educational Services,Administrative and Support Services,283.75,0.012470398936257007,21.0,0.04041190723115137
Process Improvement and Optimization,0.2008044929616106,0.2078394708249763,0.00703497786336571,3.5033966419818316,Medium,80465.46264344206,15-1200,13-1000,11-9000,11-3000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,1581.375,0.023723387014302925,21.0,0.029854075045424953
Procurement,0.0656813068111702,0.07480629169609551,0.009124984884925316,13.892818715009886,Medium,70403.40135863099,13-1000,11-3000,11-9000,15-1200,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Durable Goods","Merchant Wholesalers, Nondurable Goods",504.68055555555554,0.010469199101526392,25.0,0.17261453270105262
Product Development,0.0621202752919795,0.06692855004259979,0.004808274750620289,7.740266326928364,High,86583.72476933707,15-1200,11-2000,17-2000,13-1000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Computer and Electronic Product Manufacturing,Insurance Carriers and Related Activities,528.4166666666666,0.018793064143201445,27.0,0.048465185967715554
Product Management,0.0879041498234249,0.09080194024787455,0.0028977904244496533,3.2965342708740284,High,106789.4210308482,11-2000,15-1200,13-1000,11-9000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,670.4166666666666,0.023409701453728005,21.0,0.028653825774675887
Program Management,0.0385744614579715,0.028505176322163442,-0.010069285135808057,-26.103501527244827,High,79723.3183006536,11-9000,15-1200,13-1000,11-2000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Social Assistance,327.30555555555554,0.009652340579182636,23.0,0.12481523228839782
Project Management,0.3746898185251753,0.3786655554605278,0.003975736935352525,1.0610741842416507,Low,83979.46633586998,15-1200,13-1000,11-9000,11-2000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,3249.597222222222,0.018065954413491608,29.0,0.06463913310210949
Quality Assurance and Control,0.1277413724160494,0.1289357445612049,0.0011943721451554978,0.9349924167602235,Low,68940.36426933728,15-1200,11-9000,11-3000,17-2000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,Hospitals,1066.8472222222222,0.010325363923827009,29.0,0.08793926880401627
Query Languages,0.0997170697608942,0.08527277950085577,-0.014444290260038434,-14.485273478927493,Low,109210.31508979414,15-1200,15-2000,13-1000,99-9000,13-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,909.5694444444443,0.005930296311654382,16.0,0.09291094480783142
Regulation and Legal Compliance,0.1283389324885895,0.17343474225524752,0.04509580976665803,35.13805896014248,High,50073.63727415879,53-3000,11-9000,41-4000,13-1000,49-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Food Services and Drinking Places,968.0138888888888,0.06551225840231607,25.0,0.07956890265650221
Risk Management,0.1098811903807295,0.10977137701254823,-0.00010981336818126353,-0.09993827678856503,Medium,95636.43908260216,13-2000,15-1200,11-9000,13-1000,11-3000,Credit Intermediation and Related Activities,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,899.2083333333334,0.02069320543720272,29.0,0.07796784629339036
Safety and Security,0.1013626810784418,0.09348794733198099,-0.007874733746460819,-7.768868840758837,Low,53861.07071734313,15-1200,33-9000,11-9000,11-3000,13-1000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Accommodation,Credit Intermediation and Related Activities,865.9583333333334,0.009036238232377437,15.0,0.26884683140085436
Scheduling,0.0418239998656949,0.040489561541514264,-0.001334438324180634,-3.1906042666071595,Low,50695.7793679333,43-6000,11-9000,13-1000,29-2000,43-4000,Unclassified Industry,Administrative and Support Services,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",Hospitals,351.65277777777777,0.003590986708128303,25.0,0.2232477356703319
Scripting,0.113892565447898,0.11056218462715064,-0.003330380820747353,-2.9241424211055196,Low,102689.1273288016,15-1200,99-9000,17-2000,15-2000,13-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,1018.6944444444443,0.006708757001059058,26.0,0.35678415905820865
Scripting Languages,0.1313943420101188,0.12394725923106373,-0.007447082779055064,-5.66773474803166,High,114736.45038177654,15-1200,15-2000,99-9000,13-1000,17-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,1189.3194444444443,0.035102575190409414,23.0,0.10373113364964494
Servers,0.0562978721909342,0.037970550290966895,-0.018327321899967303,-32.55419998434435,High,102133.24201751908,15-1200,99-9000,17-2000,13-1000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Educational Services,595.8333333333334,0.01136829241045608,29.0,0.0610122578908117
Social Skills,0.1421616780887204,0.13665290501343158,-0.005508773075288825,-3.875005662110224,Low,54500.555595384896,15-1200,11-9000,29-1000,13-1000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,Hospitals,1121.2916666666667,0.010981118045109425,21.0,0.016207359159155815
Software Development,0.327892464398671,0.27312905378965696,-0.05476341060901402,-16.701637443680145,Medium,114614.84303833958,15-1200,13-1000,11-9000,99-9000,17-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,2975.875,0.06522129238127172,24.0,0.13575967315393644
Software Development Tools,0.093966084959782,0.09384150394011341,-0.00012458101966858481,-0.1325808345871877,Low,118461.59377148635,15-1200,17-2000,99-9000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,890.9722222222222,0.0070387411160355825,13.0,0.16571416785472
Software Quality Assurance,0.1149027050514135,0.11662202971982961,0.0017193246684161084,1.4963308893787943,Medium,107737.52870890372,15-1200,13-1000,17-2000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,1021.4722222222222,0.021993776905971894,27.0,0.21983001216574613
Supplier Management,0.0319270753223531,0.03285999254431818,0.0009329172219650766,2.922025310949523,Medium,82481.75889147837,13-1000,11-3000,15-1200,11-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,"Merchant Wholesalers, Durable Goods",299.3888888888889,0.00782180843101523,27.0,0.09068708065504788
Supply Chain Management,0.0466099376371054,0.07030555525880942,0.023695617621704024,50.83812341950086,High,74531.90404244383,13-1000,11-3000,15-1200,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Nondurable Goods","Merchant Wholesalers, Durable Goods",338.125,0.04919433569370413,25.0,0.22650344775421136
System Design and Implementation,0.2512154489155554,0.25214844142193354,0.0009329925063781275,0.3713913735821826,Low,109651.4535617152,15-1200,13-1000,11-9000,17-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,2235.3888888888887,0.007142801778861413,27.0,0.19692173672818838
Systems Administration,0.1713220267192638,0.1579246068147563,-0.01339741990450749,-7.820021839025476,Low,89689.5481517808,15-1200,99-9000,13-1000,17-2000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Educational Services,Insurance Carriers and Related Activities,1658.1527777777778,0.009914030873697815,15.0,0.0852182978137327
Teaching,0.0892606168894532,0.09470149816537449,0.0054408812759212805,6.095500418353215,Medium,59371.697529119774,25-2000,15-1200,11-9000,25-1000,29-1000,Educational Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Social Assistance,Administrative and Support Services,696.0555555555555,0.01015376518795308,13.0,0.06464279133462779
Technical Support and Services,0.2450444467049381,0.2344022651459286,-0.010642181559009506,-4.342959696541879,Low,65349.88081305821,15-1200,99-9000,13-1000,49-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,"Merchant Wholesalers, Durable Goods",2082.708333333333,0.005365820067372244,16.0,0.03885965787523564
Telecommunications,0.0645493511866172,0.06966841970213208,0.005119068515514885,7.9304724546576155,Medium,70286.6121177236,15-1200,29-1000,11-9000,43-4000,41-4000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Telecommunications,Hospitals,523.5555555555555,0.008671842359572935,27.0,0.20613012028932062
Test Automation,0.0238700003030293,0.026110572628454357,0.002240572325425058,9.386561780398099,Medium,112449.66890012642,15-1200,99-9000,17-2000,11-9000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,220.93055555555557,0.006316848414892293,16.0,0.4059196600601966
User Interface and User Experience (UI/UX) Design,0.0264586161839906,0.02495465464670638,-0.0015039615372842222,-5.68420331141214,High,104962.5877518879,15-1200,27-1000,11-2000,13-1000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,261.7361111111111,0.0069049316687821456,16.0,0.07813207194148955
Version Control,0.0446824888511505,0.047477360564155836,0.0027948717130053397,6.254959794911641,Low,117558.1643939394,15-1200,99-9000,17-2000,15-2000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,402.8333333333333,0.0017990514314945025,16.0,0.19789847364817229
Virtualization and Virtual Machines,0.0712687160078412,0.0595022768630924,-0.011766439144748793,-16.509963703364903,Medium,108186.94254597626,15-1200,13-1000,17-2000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Computer and Electronic Product Manufacturing,Publishing Industries (except Internet),697.7083333333334,0.007361833159793714,21.0,0.04035082704433589
Web Design and Development,0.0542759250423204,0.04439776290897847,-0.00987816213334193,-18.19989641012965,Low,98838.08357804127,15-1200,13-1000,27-1000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Credit Intermediation and Related Activities,609.7222222222222,0.003520532994744861,13.0,0.06323743601168856
Web Services,0.1109367946895803,0.1044113328832212,-0.006525461806359101,-5.882143814068573,Medium,121721.06702822556,15-1200,11-9000,15-2000,99-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,1039.7083333333333,0.021718876392049932,21.0,0.10007750822952353
Writing and Editing,0.186411317145955,0.19423933108246974,0.00782801393651475,4.199323333135202,Low,60438.37760852285,27-3000,13-1000,15-1200,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,1628.4305555555557,0.006207775632676446,13.0,0.06676947985071008
