,July 2023 actual,July 2025 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Positivity,0.0284259547562158,0.04532192647968622,0.016895971723470418,59.438537309906316,High,48651.75663346447,43-4000,35-3000,99-9000,41-2000,11-9000,Unclassified Industry,Administrative and Support Services,Food Services and Drinking Places,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,446.84722222222223,0.01133988886375782,33.0,0.048082472922064336
Power Tool Operation,0.0163113064099373,0.021342310619029647,0.005031004209092346,30.843661952345634,High,44322.08313953489,49-9000,51-2000,17-3000,47-2000,49-3000,Administrative and Support Services,Unclassified Industry,"Electrical Equipment, Appliance, and Component Manufacturing","Professional, Scientific, and Technical Services",Repair and Maintenance,234.13888888888889,0.014185635677613941,30.0,0.08336265360880271
Powered Industrial Truck (PIT) Operation,0.0189394512476409,0.01545526920687008,-0.0034841820407708196,-18.396425509977803,High,39544.4797786292,53-7000,49-9000,51-9000,43-5000,17-3000,"Merchant Wholesalers, Nondurable Goods",Rental and Leasing Services,Unclassified Industry,Administrative and Support Services,Food and Beverage Stores,267.0833333333333,0.009859631842168025,21.0,0.1777053004316268
Pre-Trip And Post-Trip Vehicle Inspections,0.0235622148557593,0.022795236216220746,-0.0007669786395385556,-3.255121151529111,High,51483.92502594258,53-3000,53-7000,49-3000,99-9000,29-2000,Truck Transportation,Unclassified Industry,Transit and Ground Passenger Transportation,Waste Management and Remediation Services,"Merchant Wholesalers, Nondurable Goods",370.80555555555554,0.008983306493320839,30.0,0.16703547097956067
Preventive Maintenance,0.0149016522715935,0.013335210752934043,-0.0015664415186594574,-10.511864658427912,High,57455.02787979967,49-9000,17-3000,49-3000,49-1000,47-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Real Estate,"Merchant Wholesalers, Nondurable Goods",241.5,0.006305421620049582,31.0,0.14884788364175708
Prioritization,0.0183429204320189,0.01695876560385523,-0.0013841548281636681,-7.545989382080759,High,62539.27823621244,15-1200,13-1000,11-9000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,Credit Intermediation and Related Activities,304.7361111111111,0.004431373945834878,33.0,0.10699481194043987
Problem Solving,0.0514105657629462,0.0911607465678389,0.039750180804892704,77.31908843053886,High,67790.77347976794,15-1200,13-1000,11-9000,99-9000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,838.8055555555555,0.07898672515486012,30.0,0.08677676611295167
Production Line,0.0159336982040847,0.011833310241111715,-0.004100387962972985,-25.73406318140145,High,40143.065011820334,53-7000,51-9000,49-9000,51-1000,17-3000,Administrative and Support Services,Unclassified Industry,Food Manufacturing,"Professional, Scientific, and Technical Services","Merchant Wholesalers, Nondurable Goods",274.5138888888889,0.004688294863415794,30.0,0.15463027156694692
Professionalism,0.0350759397838411,0.03167191675867429,-0.003404023025166805,-9.704723654289605,High,47962.70063508776,43-4000,11-9000,41-2000,13-1000,99-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Educational Services,Ambulatory Health Care Services,543.2638888888889,0.014291632530358042,33.0,0.10190738987039778
Purchasing,0.0153009719790757,0.033327913204779014,0.018026941225703315,117.8156606675407,High,62455.5162897538,13-1000,11-9000,11-3000,99-9000,15-1200,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services","Merchant Wholesalers, Durable Goods","Merchant Wholesalers, Nondurable Goods",268.5833333333333,0.01368287434207709,30.0,0.09348722158121213
Quality Control,0.0148121597218953,0.01957757889665293,0.00476541917475763,32.17234531783639,High,59674.72346924766,11-9000,29-2000,51-9000,15-1200,13-1000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Hospitals,265.5,0.013671209394649128,29.0,0.06575771723464158
Record Keeping,0.0120374734525083,0.012058048203373866,2.0574750865566538e-05,0.17092250252297994,High,47359.02466589317,11-9000,43-4000,29-2000,41-1000,13-1000,Unclassified Industry,Administrative and Support Services,Educational Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,205.25,0.005874746110942743,32.0,0.1172486178116287
Refrigerated Trucking,0.0232033149586345,0.06398709338278369,0.04078377842414919,175.767033705555,High,81141.1075,53-3000,49-3000,43-5000,41-4000,49-9000,Truck Transportation,Unclassified Industry,"Merchant Wholesalers, Nondurable Goods",Warehousing and Storage,Administrative and Support Services,233.79166666666663,0.09802243272942714,13.0,0.15865570343261834
Restaurant Operation,0.0139865694506134,0.010627820612050035,-0.0033587488385633645,-24.014100458465617,High,38274.4574631562,35-3000,11-9000,35-9000,35-1000,35-2000,Food Services and Drinking Places,Unclassified Industry,Accommodation,Administrative and Support Services,Food and Beverage Stores,207.66666666666663,0.006567275505244274,32.0,0.09489062226075995
SAP Applications,0.0203203310375205,0.029040264982324232,0.008719933944803731,42.912361657409996,High,72334.67407862989,15-1200,13-1000,13-2000,11-3000,15-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,"Merchant Wholesalers, Nondurable Goods",Chemical Manufacturing,327.2638888888889,0.018001333224440925,30.0,0.08858837161966808
Safety Standards,0.0225041579644101,0.027455303076465765,0.004951145112055664,22.001023632547398,High,48372.06651304727,35-3000,53-7000,11-9000,49-9000,53-3000,Unclassified Industry,Administrative and Support Services,Food and Beverage Stores,Food Services and Drinking Places,"Professional, Scientific, and Technical Services",326.0416666666667,0.009153062662099663,28.0,0.04723370339110007
Sales,0.0673317636524378,0.0675351138226191,0.00020335017018130452,0.30201224377692665,High,60481.7031390428,41-4000,41-2000,11-2000,41-1000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,General Merchandise Stores,Credit Intermediation and Related Activities,1193.4722222222222,0.02079375812418263,34.0,0.08478967192253395
Sanitation,0.017211020134883,0.01752880436238305,0.0003177842275000481,1.8463997195376491,High,37612.63548997439,35-3000,35-2000,35-9000,11-9000,35-1000,Food Services and Drinking Places,Unclassified Industry,Administrative and Support Services,Food and Beverage Stores,Nursing and Residential Care Facilities,278.375,0.007551642793390345,25.0,0.16087078332097843
Scheduling,0.0319061040999829,0.025193748520587294,-0.006712355579395608,-21.03784140602489,High,53986.92778116934,11-9000,43-6000,13-1000,41-1000,29-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Educational Services,697.8472222222222,0.01266968815860913,19.0,0.025100303283561626
Self-Motivation,0.0368427632245717,0.04693076349840159,0.010088000273829889,27.381226028947403,High,61371.12937462515,15-1200,41-4000,13-1000,99-9000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,749.6805555555555,0.01233805960643327,18.0,0.09653697844339505
Shipping And Receiving,0.0634303709339023,0.07024186290125338,0.006811491967351077,10.738534028831396,Medium,37755.90747799897,53-7000,43-5000,41-2000,11-3000,99-9000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services","Merchant Wholesalers, Nondurable Goods","Merchant Wholesalers, Durable Goods",1121.3472222222222,0.015448506823723729,31.0,0.06356217581405547
Shrink Wrapping,0.0127861937474598,0.012633301822367646,-0.0001528919250921544,-1.1957579253992539,High,34976.84734345351,53-7000,51-9000,43-5000,99-9000,43-9000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services","Merchant Wholesalers, Nondurable Goods","Merchant Wholesalers, Durable Goods",257.0833333333333,0.004996648213815822,30.0,0.11531571303400079
Smartphone Operation,0.0118496982941572,0.010607233670231593,-0.0012424646239256078,-10.485200492726781,High,44495.67094139856,35-3000,53-3000,15-1200,53-7000,35-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Nonstore Retailers,Couriers and Messengers,389.2083333333333,0.007741459153601297,33.0,0.08323524374732698
Sorting,0.0277156495021049,0.03674294671185409,0.009027297209749187,32.57111910389687,High,34710.34752547307,53-7000,99-9000,43-6000,43-9000,51-9000,Nonstore Retailers,Administrative and Support Services,Unclassified Industry,Couriers and Messengers,"Professional, Scientific, and Technical Services",1231.125,0.027629482291112246,13.0,0.019302955170022614
Standard Operating Procedure,0.0159379908150074,0.026780512462157506,0.010842521647150105,68.02941332442391,High,48972.24131283797,11-9000,53-7000,41-2000,41-1000,15-1200,Food and Beverage Stores,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,271.80555555555554,0.021754913351054665,32.0,0.10288728710824867
Strong Work Ethic,0.0269389649289461,0.02564036282091284,-0.0012986021080332588,-4.820534535972101,Medium,51987.8515907104,41-4000,99-9000,13-1000,53-7000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Food and Beverage Stores,517.0138888888889,0.005907230288535034,34.0,0.05489625734638359
Supply Chain,0.018268317678946,0.033600705624384684,0.015332387945438685,83.92884454329949,High,81287.50868340765,13-1000,11-3000,15-1200,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Nondurable Goods","Merchant Wholesalers, Durable Goods",347.56944444444446,0.02633660677562534,31.0,0.22334085150238478
Suspension (Vehicle),0.0309103812566899,0.054516029927106885,0.023605648670416986,76.36802818570231,High,59406.72228060957,49-3000,53-3000,41-2000,49-9000,17-3000,Motor Vehicle and Parts Dealers,Unclassified Industry,Truck Transportation,Educational Services,"Merchant Wholesalers, Nondurable Goods",390.65277777777777,0.04744624843457646,33.0,0.08000111021491506
Tanker Endorsement,0.0179616097907665,0.04937278606338572,0.03141117627261922,174.87951602626796,High,84969.00296191819,53-3000,53-7000,17-3000,51-9000,49-3000,Truck Transportation,Unclassified Industry,Waste Management and Remediation Services,"Merchant Wholesalers, Nondurable Goods",Support Activities for Transportation,238.65277777777777,0.046556204189209055,22.0,0.07715437957862871
Team Oriented,0.0110886329033186,0.009796424715463995,-0.0012922081878546047,-11.653449069162289,High,48845.73165386004,15-1200,13-1000,11-9000,99-9000,35-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Ambulatory Health Care Services,293.5138888888889,0.008132994665997897,23.0,0.05804676205022125
Teamwork,0.0364754346412962,0.05129344283642535,0.01481800819512915,40.6246240541099,High,53601.589905230496,15-1200,11-9000,13-1000,99-9000,35-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Food and Beverage Stores,587.0833333333334,0.020121164397673648,27.0,0.10791727351200736
Time Management,0.0441091504528911,0.05278100177766917,0.008671851324778074,19.65998264700127,High,56706.89005925603,13-1000,15-1200,41-4000,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,Ambulatory Health Care Services,651.8333333333334,0.021537630170082644,26.0,0.039047276148162974
Tires,0.01763027397506,0.03190744031956349,0.014277166344503489,80.98096697022487,High,42536.75627561475,49-3000,53-3000,49-1000,41-1000,53-7000,Motor Vehicle and Parts Dealers,Unclassified Industry,Truck Transportation,Repair and Maintenance,Rental and Leasing Services,278.55555555555554,0.020487277368124966,27.0,0.111037178069083
Transmission,0.0178970139244496,0.022260750409405623,0.004363736484956023,24.382483599650126,High,62496.20239179955,49-3000,53-3000,17-3000,49-9000,17-2000,Truck Transportation,Unclassified Industry,Administrative and Support Services,Motor Vehicle and Parts Dealers,Plastics and Rubber Products Manufacturing,315.7361111111111,0.007634876477550284,30.0,0.06818235766633098
Troubleshooting (Problem Solving),0.0425674659619727,0.04588226332729492,0.003314797365322218,7.787161604318814,High,65568.73791217501,15-1200,49-9000,17-3000,99-9000,17-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Computer and Electronic Product Manufacturing,538.8472222222222,0.02768218303793776,30.0,0.02634984372706891
Truck Driving,0.1081470177929802,0.08169356417793601,-0.026453453615044184,-24.46064085251297,High,74775.1439811076,53-3000,53-7000,99-9000,43-5000,35-1000,Truck Transportation,Unclassified Industry,Support Activities for Transportation,"Merchant Wholesalers, Nondurable Goods",Administrative and Support Services,2666.805555555556,0.040161313894760194,28.0,0.06270682029114476
Valid Driver's License,0.1844679355700389,0.18688793030799156,0.002419994737952652,1.3118782570393255,High,46969.10002349624,53-3000,11-9000,41-4000,49-9000,31-1100,Unclassified Industry,Administrative and Support Services,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",Motor Vehicle and Parts Dealers,3755.305555555556,0.11164256941461338,31.0,0.07248332832236477
Vehicle Inspection,0.0248880129587791,0.019268459718913514,-0.005619553239865585,-22.57935677377298,High,46076.43134548132,53-3000,49-3000,53-7000,37-3000,49-9000,Motor Vehicle and Parts Dealers,Unclassified Industry,Administrative and Support Services,Waste Management and Remediation Services,"Merchant Wholesalers, Nondurable Goods",456.625,0.008373912382820198,27.0,0.09713525708703255
Vehicle Maintenance,0.0270423152386645,0.06789143492788406,0.04084911968921956,151.0562957672145,High,50235.16499359248,49-3000,53-3000,49-9000,43-4000,41-1000,Unclassified Industry,Motor Vehicle and Parts Dealers,Truck Transportation,Rental and Leasing Services,Transit and Ground Passenger Transportation,377.8333333333333,0.04417526185795168,32.0,0.08543130044919588
Verbal Communication Skills,0.02665165779239,0.02492099607153655,-0.0017306617208534512,-6.493636284597715,High,64685.48723970641,15-1200,13-1000,11-9000,99-9000,41-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,519.8888888888889,0.01510004888841797,28.0,0.10933796535194665
Warehouse Management Systems,0.0189523680170399,0.01879802122846736,-0.00015434678857254025,-0.8143931588589272,High,50534.348520302825,53-7000,15-1200,11-3000,43-5000,13-1000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Rental and Leasing Services,"Merchant Wholesalers, Nondurable Goods",344.5,0.0051935185679699665,22.0,0.06568498793226318
Warehouse Operations,0.0210655425448081,0.02708798600937702,0.00602244346456892,28.589073610417103,High,46009.657608695656,53-7000,11-3000,53-1000,11-1000,43-5000,"Merchant Wholesalers, Nondurable Goods",Unclassified Industry,Administrative and Support Services,"Merchant Wholesalers, Durable Goods","Professional, Scientific, and Technical Services",290.625,0.016651604318705642,26.0,0.04002061840246613
Warehousing,0.2524057003031684,0.21520904761820403,-0.03719665268496436,-14.736851283583091,High,37319.21522078593,53-7000,43-5000,99-9000,11-3000,51-9000,Administrative and Support Services,Nonstore Retailers,Unclassified Industry,"Merchant Wholesalers, Nondurable Goods","Professional, Scientific, and Technical Services",6407.277777777777,0.08812158784426216,28.0,0.047210091098125996
Willingness To Learn,0.0202546013033132,0.02678729734807731,0.00653269604476411,32.252898721316754,High,51512.33082842507,15-1200,99-9000,11-9000,41-4000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Ambulatory Health Care Services,287.4583333333333,0.011455096544417698,30.0,0.12609724477427503
Writing,0.0407533400807898,0.044546636254899345,0.0037932961741095478,9.307939340897414,High,64885.46853571254,15-1200,13-1000,11-9000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,638.4583333333334,0.013532026435405485,34.0,0.06240824719934443
