,July 2023 actual,July 2025 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
General Shipping and Receiving,0.0448923682181363,0.05857308087812791,0.013680712659991608,30.474473063028707,High,39588.28751661334,53-7000,43-5000,51-9000,99-9000,43-4000,Unclassified Industry,Administrative and Support Services,Nonstore Retailers,"Professional, Scientific, and Technical Services","Merchant Wholesalers, Nondurable Goods",1195.8472222222222,0.02483175558766005,13.0,0.09271830112326662
Graphic and Visual Design,0.0107009561192145,0.01605679161364866,0.00535583549443416,50.05006501070769,High,65720.06611239552,27-1000,15-1200,13-1000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,310.4583333333333,0.006229935030733351,27.0,0.1395134679984915
Graphic and Visual Design Software,0.0111886605873085,0.011216615969543799,2.7955382235298615e-05,0.24985459177311098,Medium,56743.446323491786,27-1000,15-1200,13-1000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Real Estate,390.9166666666667,0.0020677721940968257,28.0,0.053465646411141585
HVAC,0.0071950615378513,0.007563787151900631,0.0003687256140493308,5.12470410585877,Medium,57034.43605271802,49-9000,49-3000,17-2000,49-1000,11-9000,Unclassified Industry,Administrative and Support Services,Real Estate,Specialty Trade Contractors,"Professional, Scientific, and Technical Services",209.52777777777777,0.0013994701605070643,25.0,0.1759776418601102
Health Care Administration,0.0267734646018157,0.0305189957383818,0.0037455311365660986,13.9897140406404,Medium,62410.23197731273,29-1000,29-2000,11-9000,31-9000,43-6000,Unclassified Industry,Ambulatory Health Care Services,Hospitals,Insurance Carriers and Related Activities,"Professional, Scientific, and Technical Services",749.1527777777778,0.006772015312957993,29.0,0.039364980420461756
Health Care Procedure and Regulation,0.024555437664548,0.024338450349264403,-0.0002169873152835962,-0.8836629924819968,Low,76117.84282337147,29-1000,29-2000,11-9000,31-1100,13-1000,Unclassified Industry,Hospitals,Ambulatory Health Care Services,Insurance Carriers and Related Activities,Nursing and Residential Care Facilities,737.6388888888889,3.469446951953614e-18,5.0,0.03617257437815301
Health Information Management and Medical Records,0.0199904836080079,0.016381877108882042,-0.003608606499125859,-18.05162181109167,Medium,60046.01406616642,29-1000,29-2000,31-9000,11-9000,43-6000,Unclassified Industry,Ambulatory Health Care Services,Hospitals,"Professional, Scientific, and Technical Services",Nursing and Residential Care Facilities,559.6111111111111,0.00298317463694783,15.0,0.07347956255263355
Home Health Care and Assisted Living,0.0103624940996258,0.010273112480706316,-8.93816189194846e-05,-0.8625492864957313,High,38848.17733330085,31-1100,29-1000,29-2000,11-9000,21-1000,Ambulatory Health Care Services,Unclassified Industry,Nursing and Residential Care Facilities,Hospitals,Administrative and Support Services,275.30555555555554,0.0030708382629123314,16.0,0.03432808270944913
Hospitality Services,0.0118042484617839,0.015231986248538384,0.0034277377867544846,29.038170433736134,High,35960.38276699029,43-4000,35-9000,11-9000,43-6000,35-3000,Unclassified Industry,Accommodation,Food Services and Drinking Places,Administrative and Support Services,"Professional, Scientific, and Technical Services",281.7638888888889,0.011751070312549553,25.0,0.03689130946983259
Human Resources Management and Planning,0.0336211725876776,0.04638130748326763,0.012760134895590032,37.9526765829301,High,76516.83519701811,13-1000,11-3000,11-9000,15-1200,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Ambulatory Health Care Services,882.4027777777778,0.018437522609989012,27.0,0.027334126661906304
Human Resources Software,0.0118204585804214,0.01711488572160095,0.00529442714117955,44.79037006185934,High,67810.1182806039,13-1000,11-3000,15-1200,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,288.34722222222223,0.007397787862892314,25.0,0.06860600485706415
IT Management,0.019270876336128,0.022401076182629768,0.003130199846501768,16.24316295690943,Low,104188.45771607966,15-1200,13-1000,11-9000,99-9000,11-3000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,549.4861111111111,0.0020984548459336942,13.0,0.18364291222897156
Initiative and Leadership,0.5665576251334044,0.5672545140251307,0.000696888891726366,0.12300406186612937,Low,63962.55268980127,11-9000,15-1200,13-1000,11-2000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,17824.805555555555,0.013460911716581146,25.0,0.06322064139250207
Insurance,0.0114466663396695,0.009863562773192187,-0.0015831035664773136,-13.830258692794416,Medium,79730.12994467496,41-3000,13-2000,13-1000,43-4000,41-4000,Insurance Carriers and Related Activities,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,333.09722222222223,0.0019541708599769,15.0,0.11620573139941956
Internal Controls,0.034192061207228,0.03492997545834851,0.0007379142511205056,2.1581449759586735,Medium,80181.78450620934,13-2000,11-3000,15-1200,11-9000,13-1000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,919.0555555555557,0.0071344775332710005,27.0,0.17784641132570717
Inventory and Warehousing,0.0750821504667529,0.07779828443212677,0.0027161339653738736,3.6175495087565506,Medium,37360.49104693061,53-7000,43-5000,41-2000,99-9000,41-1000,Unclassified Industry,Administrative and Support Services,Nonstore Retailers,"Merchant Wholesalers, Nondurable Goods","Professional, Scientific, and Technical Services",2300.6111111111118,0.007962150644126108,25.0,0.03397195886309568
Investment Management,0.0335658208702206,0.03571564662568073,0.002149825755460133,6.404806138280521,Medium,99495.8290984378,13-2000,99-9000,15-1200,11-3000,11-2000,Credit Intermediation and Related Activities,Unclassified Industry,"Professional, Scientific, and Technical Services","Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Administrative and Support Services,949.4861111111112,0.007040567821045985,21.0,0.05794134889986497
Language Competency,0.0995453572412519,0.09553668929667508,-0.004008667944576813,-4.026976300724559,Medium,45771.45767990084,43-4000,11-9000,13-1000,29-1000,41-4000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Educational Services,Ambulatory Health Care Services,3337.3194444444443,0.01124386730912025,25.0,0.06245759644219211
Lean Manufacturing,0.0079105746627549,0.008209283458754655,0.00029870879599975565,3.7760694859016564,Medium,82796.00144643524,17-2000,11-3000,15-1200,11-9000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Computer and Electronic Product Manufacturing,Machinery Manufacturing,256.15277777777777,0.0010086418813068131,27.0,0.05284101820780126
Legal Proceedings,0.014291648651326,0.013060521346327361,-0.0012311273049986395,-8.614312701316049,Medium,64367.551034191645,23-2000,23-1000,13-1000,11-9000,29-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,435.0,0.0017123995289565243,15.0,0.1048700461090412
Legal Support,0.0118280465649414,0.010135844297424895,-0.001692202267516504,-14.306692641304188,High,72997.48339294839,23-2000,23-1000,43-6000,15-1200,13-1000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,460.93055555555554,0.0031362533625049513,23.0,0.07703853204153306
Litigation and Civil Justice,0.0232888170150322,0.022331182434985473,-0.0009576345800467283,-4.111993234472173,Low,69533.83941390764,23-1000,23-2000,13-1000,11-9000,15-1200,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,772.0555555555555,0.0010789817941825703,13.0,0.10134432974662609
Logistics,0.0151256227458676,0.013475172483103667,-0.0016504502627639334,-10.911618585851912,Medium,55425.80438556419,43-5000,13-1000,11-3000,99-9000,41-4000,Unclassified Industry,Administrative and Support Services,Support Activities for Transportation,"Professional, Scientific, and Technical Services",Truck Transportation,424.19444444444446,0.0024271357030422424,27.0,0.06949742681349619
Machinery,0.0170466618778846,0.01687054889342221,-0.00017611298446238918,-1.0331229992358122,High,47065.83415579346,51-9000,49-9000,17-3000,51-4000,53-7000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Fabricated Metal Product Manufacturing,Machinery Manufacturing,389.6111111111111,0.011379320392952913,15.0,0.11623462174339921
Market Analysis,0.0821250788159155,0.08731358180869336,0.0051885029927778575,6.317805800111264,Medium,81676.7469129729,11-2000,13-1000,41-4000,15-1200,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,2608.583333333333,0.011337883242372754,22.0,0.16878374641475033
Marketing Strategy and Techniques,0.2238966288613095,0.21630301473131966,-0.007593614129989851,-3.3915714446480734,Low,66644.41432409918,11-2000,13-1000,41-4000,11-9000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,7618.375,0.01657044951200822,25.0,0.07724113027570292
Material Handling,0.0219409058733303,0.022889857925281122,0.0009489520519508216,4.325035882425874,High,39647.268123072885,53-7000,53-3000,41-2000,99-9000,51-9000,Unclassified Industry,Administrative and Support Services,Truck Transportation,General Merchandise Stores,"Merchant Wholesalers, Nondurable Goods",432.8611111111111,0.015328337763462133,20.0,0.05527346971883136
Mathematics and Mathematical Modeling,0.0341832665003891,0.04216928970253394,0.007986023202144837,23.362375863213465,High,45474.011771072925,53-7000,41-2000,51-9000,43-4000,11-9000,Unclassified Industry,Administrative and Support Services,General Merchandise Stores,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,1101.1805555555557,0.018110732937951207,27.0,0.1157515646915197
Media Production,0.0062678382209467,0.00546222139419978,-0.0008056168267469195,-12.853184756023243,High,63793.33038448452,15-1200,27-1000,27-3000,13-1000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Broadcasting (except Internet),Administrative and Support Services,204.88888888888889,0.001488497067669372,21.0,0.053239187926357734
Medical Billing and Coding,0.0074950051136223,0.006725840101060426,-0.0007691650125618739,-10.262368082496746,Medium,53481.25813987985,29-2000,29-1000,11-9000,43-3000,13-1000,Unclassified Industry,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",Insurance Carriers and Related Activities,Hospitals,239.98611111111111,0.0012390869812753825,21.0,0.13095070792629682
Medical Equipment and Technology,0.0070578014245837,0.006205038929930595,-0.0008527624946531049,-12.08255153910631,Medium,70612.64661988096,29-1000,29-2000,11-9000,31-1100,15-1200,Unclassified Industry,Ambulatory Health Care Services,Administrative and Support Services,Miscellaneous Manufacturing,"Professional, Scientific, and Technical Services",219.19444444444449,0.0009334048765426318,13.0,0.1963121482631191
Mental and Behavioral Health Specialties,0.007302452405214,0.007361217041274328,5.876463606032875e-05,0.8047246705554755,High,66650.22199219819,29-1000,21-1000,11-9000,19-3000,29-2000,Unclassified Industry,Ambulatory Health Care Services,Educational Services,Hospitals,Administrative and Support Services,207.93055555555557,0.0029748930092250306,20.0,0.1066122745601933
Merchandising,0.0767582011667935,0.15460750643688292,0.07784930527008943,101.42148211749387,High,35032.665214271066,41-2000,41-1000,53-7000,27-1000,99-9000,General Merchandise Stores,Unclassified Industry,Clothing and Clothing Accessories Stores,Food and Beverage Stores,Building Material and Garden Equipment and Supplies Dealers,2088.958333333333,0.16724907858635182,13.0,0.05848656152476228
Mergers and Acquisitions,0.0158201430080948,0.012742518445108484,-0.0030776245629863166,-19.453835287149854,Medium,85121.62969261779,13-2000,11-3000,11-9000,15-1200,13-1000,Administrative and Support Services,"Professional, Scientific, and Technical Services",Unclassified Industry,Insurance Carriers and Related Activities,Real Estate,576.1527777777778,0.0016367554634991214,13.0,0.1609984496499792
Mortgage Lending,0.0090660043370725,0.007238888173743957,-0.0018271161633285418,-20.153488740978645,High,80027.31096716369,13-2000,41-3000,43-4000,11-3000,99-9000,Credit Intermediation and Related Activities,Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,"Professional, Scientific, and Technical Services",402.75,0.0035399680555154643,16.0,0.06004417660243179
Nursing and Patient Care,0.0176728362104704,0.0142510164789874,-0.0034218197314829987,-19.362029335482198,Low,71304.86108308758,29-1000,29-2000,31-1100,11-9000,21-1000,Unclassified Industry,Hospitals,Ambulatory Health Care Services,Administrative and Support Services,Nursing and Residential Care Facilities,490.84722222222223,0.0,5.0,0.07536898130177609
Occupational Health and Safety,0.0445815987967667,0.05111119719843898,0.006529598401672276,14.646398016003495,High,42752.31074806676,35-3000,11-9000,53-7000,41-2000,35-2000,Unclassified Industry,Food Services and Drinking Places,Administrative and Support Services,Food and Beverage Stores,Accommodation,1160.6805555555557,0.015667102822584923,28.0,0.0486235639299717
Office Management,0.0271480915411094,0.034181168171084256,0.007033076629974856,25.906339012172975,High,42981.65484629862,43-6000,43-4000,43-1000,43-9000,11-9000,Unclassified Industry,Ambulatory Health Care Services,Administrative and Support Services,"Professional, Scientific, and Technical Services",Accommodation,986.4305555555557,0.02178937028845725,15.0,0.19481803151481744
Office and Productivity Equipment and Technology,0.3361093372549274,0.3242423573652587,-0.011866979889668727,-3.5306903362425865,Low,55247.42092383605,13-1000,15-1200,11-9000,99-9000,43-6000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,11136.222222222224,0.029330469043215637,21.0,0.04271657159402652
Online Advertising,0.0121380835250036,0.0076779010214124,-0.004460182503591201,-36.74536012545587,Low,70854.02423069836,13-1000,11-2000,41-4000,27-3000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Other Information Services,Educational Services,510.0,0.0,5.0,0.06632150352654265
Operating Systems,0.007783618590233,0.007910382278825283,0.00012676368859228324,1.6285958403890473,Low,89624.22068418586,15-1200,99-9000,13-1000,17-2000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Computer and Electronic Product Manufacturing,264.1388888888889,0.0004532576265536783,26.0,0.16701984704173228
Patient Education and Support,0.0090072457141209,0.0072363713400447,-0.0017708743740762001,-19.66055362850769,Low,70381.01322096799,29-1000,11-9000,29-2000,21-1000,31-9000,Unclassified Industry,Ambulatory Health Care Services,Hospitals,Nursing and Residential Care Facilities,Insurance Carriers and Related Activities,201.30555555555557,0.0,5.0,0.3866520561114214
Payment Processing and Collection,0.053233812964972,0.052172334182288824,-0.0010614787826831729,-1.9939935232173374,Low,53034.41347972695,43-3000,29-2000,13-2000,11-9000,99-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Credit Intermediation and Related Activities,1742.9027777777778,0.004026300771086973,23.0,0.12596873114498744
Payroll,0.011862015078147,0.0109545490061192,-0.0009074660720277995,-7.650184779309499,Medium,56985.95568265986,43-3000,13-1000,11-3000,13-2000,41-1000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",General Merchandise Stores,Educational Services,366.0138888888889,0.0011757549507936409,15.0,0.061713800050229334
People Management,0.1002915061561606,0.09051883974313772,-0.009772666413022879,-9.744261291485824,Medium,61773.89416750708,15-1200,11-9000,13-1000,11-2000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,3306.0138888888887,0.010425586511792038,19.0,0.08039126468271753
Performance Management,0.0375856888291744,0.0333824800760286,-0.004203208753145803,-11.183003116556502,High,75113.9329759352,11-9000,11-3000,41-1000,15-1200,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Ambulatory Health Care Services,1049.763888888889,0.013994462557079304,28.0,0.06855892750948783
Personal Attributes,0.4509957125658773,0.4058774217268403,-0.045118290839036956,-10.004150722928767,Medium,48721.030892132105,15-1200,13-1000,99-9000,11-9000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Educational Services,15353.055555555557,0.07041528113956849,24.0,0.04074549347516313
Pharmacy,0.0226767270347187,0.024079467062051392,0.0014027400273326912,6.185813434121499,High,70772.51589212618,29-2000,29-1000,99-9000,11-9000,15-1200,Unclassified Industry,Administrative and Support Services,Chemical Manufacturing,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",560.6944444444445,0.007233523384753281,21.0,0.0713176001235841
Photo/Video Production and Technology,0.0070672152291264,0.007304018441743815,0.00023680321261741483,3.350728751566362,Medium,54733.260657193605,27-1000,27-4000,13-1000,99-9000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Ambulatory Health Care Services,234.23611111111111,0.0011263093883917858,29.0,0.179241704248204
Physical Abilities,0.0829792632353329,0.10183661356405925,0.018857350328726347,22.725376911634005,High,40033.32548686719,53-7000,41-2000,99-9000,11-9000,29-1000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Hospitals,Food Services and Drinking Places,2535.7916666666665,0.03022533768170298,21.0,0.10734249176524559
Plant Operations and Management,0.0074225061009186,0.007754609943446256,0.0003321038425276564,4.474281839748919,Medium,49012.27830951445,51-9000,53-7000,11-3000,51-1000,17-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Food Manufacturing,Chemical Manufacturing,207.22222222222223,0.0010695587751513263,17.0,0.05011418846347648
"Policy Analysis, Research, and Development",0.0337311813695265,0.05351164801096317,0.01978046664143667,58.64148790029271,High,70233.2248487223,11-9000,29-1000,15-1200,21-1000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Hospitals,Educational Services,Administrative and Support Services,829.6805555555555,0.018513358931622252,16.0,0.05569821665000633
Pricing Analysis,0.0091554431194256,0.009618749628105388,0.00046330650867978766,5.060448769505925,Medium,91238.04648576512,11-2000,13-1000,13-2000,11-3000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Insurance Carriers and Related Activities,Administrative and Support Services,Miscellaneous Manufacturing,256.4583333333333,0.0022927842055576356,9.0,0.14255695254712478
Process Improvement and Optimization,0.155021783470842,0.17534460787515957,0.02032282440431757,13.10965720384715,Medium,80465.46264344206,15-1200,13-1000,11-9000,11-3000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,4158.263888888889,0.02611537648641869,25.0,0.04810706331700191
Procurement,0.0680466105950258,0.1099966412419994,0.0419500306469736,61.648964261623554,High,70403.40135863099,13-1000,11-3000,11-9000,15-1200,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Durable Goods","Merchant Wholesalers, Nondurable Goods",2036.5833333333333,0.060699432550378025,22.0,0.13311823201279155
Product Development,0.0307256798032206,0.025727040595448045,-0.004998639207772555,-16.268604111563413,High,86583.72476933707,15-1200,11-2000,17-2000,13-1000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Computer and Electronic Product Manufacturing,Insurance Carriers and Related Activities,1128.361111111111,0.008094463732338544,13.0,0.12251946904897189
Product Management,0.0304197598182397,0.026642235550769968,-0.0037775242674697312,-12.417995046774584,Medium,106789.4210308482,11-2000,15-1200,13-1000,11-9000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,1007.0277777777778,0.0032550751667953606,16.0,0.11693040843966448
Program Management,0.015850559295355,0.013727347161428472,-0.002123212133926529,-13.395187478013696,Medium,79723.3183006536,11-9000,15-1200,13-1000,11-2000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Social Assistance,441.8888888888889,0.00320973583674757,29.0,0.05192575935365051
Project Management,0.1940400809702012,0.20273813522765596,0.008698054257454763,4.482607002617426,Medium,83979.46633586998,15-1200,13-1000,11-9000,11-2000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,5980.027777777777,0.05062192639883002,16.0,0.08053425140762714
Promotions and Campaigns,0.0298397734288893,0.04100374286151607,0.01116396943262677,37.41305026739379,High,62693.92349649359,11-2000,13-1000,41-4000,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,1039.6666666666667,0.024291949818512522,24.0,0.07573712704288627
Property Management,0.0082931524282181,0.02942794565116459,0.021134793222946494,254.84631333958973,High,52796.20367509105,11-9000,41-9000,13-2000,43-4000,11-3000,Real Estate,Unclassified Industry,Administrative and Support Services,Accommodation,"Professional, Scientific, and Technical Services",288.19444444444446,0.02762783302011787,16.0,0.07213861443558145
Prospecting and Qualification,0.1220122311235358,0.09578135495346596,-0.026230876170069847,-21.49856283138649,Low,69846.91388609234,41-4000,11-2000,13-1000,41-3000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,4311.722222222223,0.0022115523150463925,13.0,0.16652467194724205
Public Relations,0.022853254582615,0.02597324835772328,0.0031199937751082776,13.652295185481936,High,56883.46648307075,11-2000,13-1000,27-3000,11-9000,99-9000,Unclassified Industry,Educational Services,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,800.0,0.013210452295073786,26.0,0.09863303557996993
Quality Assurance and Control,0.0568688573907931,0.05750031886769161,0.0006314614768985066,1.1103818607769995,High,68940.36426933728,15-1200,11-9000,11-3000,17-2000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,Hospitals,1416.8194444444443,0.015405881204704869,17.0,0.05255151366547284
Query Languages,0.0116613152206856,0.010896035804141288,-0.0007652794165443118,-6.562548066506335,High,109210.31508979414,15-1200,15-2000,13-1000,99-9000,13-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,350.31944444444446,0.006168756465935299,27.0,0.08371638229137389
Real Estate Sales,0.0178705704036506,0.014661410668871014,-0.0032091597347795875,-17.957791286415905,High,70509.87370852852,41-9000,13-2000,11-9000,99-9000,23-2000,Unclassified Industry,Real Estate,Administrative and Support Services,Credit Intermediation and Related Activities,"Professional, Scientific, and Technical Services",681.25,0.007732857187494534,25.0,0.19012585651681074
Recruitment,0.016742128304312,0.022798101373350445,0.006055973069038444,36.17206223105281,High,67002.98332232497,13-1000,11-3000,15-1200,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,340.43055555555554,0.020340997157324785,29.0,0.046293512202165564
Regulation and Legal Compliance,0.1562952582346649,0.13772882191513813,-0.018566436319526758,-11.8790784373322,Medium,50073.63727415879,53-3000,11-9000,41-4000,13-1000,49-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Food Services and Drinking Places,4550.805555555556,0.01413533260604924,16.0,0.1322260806221358
Retail Sales,0.0394031697095573,0.030569187222402903,-0.008833982487154394,-22.41947171324062,Low,40710.21537984682,41-2000,41-1000,41-4000,99-9000,43-4000,Unclassified Industry,Clothing and Clothing Accessories Stores,General Merchandise Stores,Food and Beverage Stores,Telecommunications,1481.1944444444443,3.469446951953614e-18,5.0,0.07361528918085784
Risk Management,0.0448243209167385,0.16483649937978553,0.12001217846304704,267.738977431405,High,95636.43908260216,13-2000,15-1200,11-9000,13-1000,11-3000,Credit Intermediation and Related Activities,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,1067.0277777777778,0.07847196661343613,13.0,0.13587199022728713
Roofing,0.0049743297164581,0.0037823311414063488,-0.0011919985750517511,-23.962998896271326,High,69543.78658635846,41-4000,47-2000,49-9000,13-1000,11-9000,Unclassified Industry,Specialty Trade Contractors,Administrative and Support Services,Construction of Buildings,Real Estate,209.15277777777777,0.004613206695117933,13.0,0.11325395657192157
Safety and Security,0.0111752682294898,0.00812420544771101,-0.0030510627817787912,-27.30191991032045,High,53861.07071734313,15-1200,33-9000,11-9000,11-3000,13-1000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Accommodation,Credit Intermediation and Related Activities,312.7083333333333,0.004286829461684151,25.0,0.14422569960056186
Sales Analysis,0.0193266017291553,0.01765760989924745,-0.0016689918299078524,-8.635723203164481,Low,82322.5409015025,11-2000,41-4000,13-1000,41-1000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services","Merchant Wholesalers, Durable Goods",Administrative and Support Services,Miscellaneous Manufacturing,642.4166666666666,0.001302150278410269,28.0,0.2983293256641717
Sales Management,0.1225584491440861,0.11443007329174157,-0.008128375852344535,-6.632244377365115,Medium,74352.36297272163,41-4000,11-2000,41-1000,13-1000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Durable Goods",Insurance Carriers and Related Activities,4052.805555555556,0.018763461856877387,25.0,0.06909270208063843
Scheduling,0.0814335348098079,0.08827797143017263,0.006844436620364727,8.404936168312295,Medium,50695.7793679333,43-6000,11-9000,13-1000,29-2000,43-4000,Unclassified Industry,Administrative and Support Services,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",Hospitals,2286.333333333333,0.018146219977987155,13.0,0.05450562261753888
Scripting Languages,0.0085188760233003,0.007933535778612194,-0.0005853402446881067,-6.8710971152429074,Medium,114736.45038177654,15-1200,15-2000,99-9000,13-1000,17-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,267.59722222222223,0.0008794274954871504,13.0,0.04303584067218417
Social Media,0.0274111933390079,0.02823645909681868,0.0008252657578107815,3.0106889094696037,High,54457.59489226206,13-1000,11-2000,99-9000,27-3000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Real Estate,942.5,0.00803787618846163,27.0,0.06805952561203282
Social Skills,0.1464853863786704,0.15287643978726742,0.006391053408597025,4.3629290037682695,Low,54500.555595384896,15-1200,11-9000,29-1000,13-1000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,Hospitals,4472.861111111111,0.005714263031305237,15.0,0.038331945432391795
Social Studies,0.009580734822464,0.008777816421249317,-0.0008029184012146827,-8.380551346980981,Medium,60329.417200626514,11-9000,29-2000,21-1000,25-1000,99-9000,Educational Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Administrative and Support Services,281.7361111111111,0.001874848786289351,29.0,0.07390525268006293
Software Development,0.0316697356419613,0.03313232991980018,0.0014625942778388815,4.61827119232721,Medium,114614.84303833958,15-1200,13-1000,11-9000,99-9000,17-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,999.2083333333334,0.0036766615563139982,21.0,0.05973042426587626
Software Quality Assurance,0.0061823840841181,0.006503228260846612,0.0003208441767285127,5.189651311906162,Medium,107737.52870890372,15-1200,13-1000,17-2000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,208.54166666666663,0.0010836912255675296,25.0,0.10369611606145851
