,July 2023 actual,July 2025 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Corporate Accounting,0.0078685934495925,0.008468910222726918,0.0006003167731344176,7.629276782186617,High,86175.88053581191,13-2000,11-3000,43-3000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Real Estate,Insurance Carriers and Related Activities,227.83333333333331,0.005692627731473821,27.0,0.1616249610482491
Corporate Finance,0.0076451412943524,0.007275279028731259,-0.0003698622656211417,-4.837873511825942,Low,110604.63891792996,13-2000,11-3000,13-1000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Administrative and Support Services,Insurance Carriers and Related Activities,225.23611111111111,0.0005624424477143071,18.0,0.2839546754765609
Creative Problem-Solving,0.0073788797880861,0.008480518531501459,0.0011016387434153582,14.929620417370915,High,76876.09920159681,15-1200,13-1000,11-2000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Educational Services,216.70833333333331,0.002731340938108579,32.0,0.09323288792199544
Creativity,0.0115448954074917,0.010474555592593427,-0.0010703398148982721,-9.271108807133139,High,65143.52453458633,15-1200,13-1000,11-9000,11-2000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Ambulatory Health Care Services,404.18055555555554,0.003668188976965984,28.0,0.05477431033762253
Critical Thinking,0.0363973721680991,0.03922339067629478,0.0028260185081956796,7.764347643406455,Medium,75624.28666522518,29-1000,15-1200,13-1000,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,Educational Services,1031.111111111111,0.009238473666327738,30.0,0.05914943900076381
Cross-Selling,0.0203637421703629,0.019801014462113964,-0.0005627277082489376,-2.7633806377097203,Medium,63511.80096846288,41-4000,41-3000,43-4000,11-2000,41-2000,Credit Intermediation and Related Activities,Unclassified Industry,"Professional, Scientific, and Technical Services",Insurance Carriers and Related Activities,Administrative and Support Services,662.2638888888889,0.0046384606460873855,27.0,0.18344284245720707
Curiosity,0.0118700525111627,0.014741855104934365,0.002871802593771665,24.1936806182702,High,76820.887564433,15-1200,13-1000,99-9000,11-2000,41-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Accommodation,345.06944444444446,0.003840020565788133,22.0,0.06092252116474096
Customer Acquisition Management,0.0063705071687561,0.005131792244684004,-0.0012387149240720959,-19.444526020586306,High,67264.45554089709,11-2000,41-4000,13-1000,41-2000,41-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,General Merchandise Stores,Administrative and Support Services,275.34722222222223,0.0015807503920664675,13.0,0.10073892221028212
Customer Complaint Resolution,0.0091214976878795,0.009886452603538553,0.0007649549156590538,8.386286351588005,Medium,39838.05279381544,43-4000,41-2000,11-9000,35-3000,41-1000,Unclassified Industry,Accommodation,Food Services and Drinking Places,Administrative and Support Services,Health and Personal Care Stores,277.15277777777777,0.001408010053608913,33.0,0.07421213830735895
Customer Data Management,0.0088530731614327,0.008162274696551215,-0.0006907984648814851,-7.802922807538311,Medium,54352.37506654836,15-1200,43-4000,41-4000,11-2000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,"Merchant Wholesalers, Nondurable Goods","Data Processing, Hosting, and Related Services",296.40277777777777,0.0014258569900107412,22.0,0.06143154668725623
Customer Engagement,0.0091375742054106,0.008583022053870853,-0.0005545521515397476,-6.068920909133438,High,56321.57756793217,41-2000,11-2000,41-1000,43-4000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services","Sporting Goods, Hobby, Musical Instrument, and Book Stores",General Merchandise Stores,Clothing and Clothing Accessories Stores,365.7361111111111,0.004758324522624531,25.0,0.05057152290054405
Customer Inquiries,0.0235054288757623,0.019812399316523385,-0.003693029559238916,-15.711389818745214,High,44063.873212696526,43-4000,41-2000,41-4000,99-9000,41-1000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,Accommodation,927.7916666666666,0.007159000031058576,31.0,0.03921265773448807
Customer Relationship Management,0.0993032557112807,0.09430401840826182,-0.0049992373030188775,-5.034313595471545,Medium,71271.63335117773,41-4000,11-2000,15-1200,13-1000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,3321.027777777778,0.02236768978500981,21.0,0.1175261748843909
Customer Relationship Management (CRM) Software,0.0098578422994427,0.008828121827061088,-0.0010297204723816126,-10.445698369914341,Medium,63540.5799365942,41-4000,11-2000,43-4000,13-1000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Durable Goods",Publishing Industries (except Internet),339.7083333333333,0.001723118080956615,21.0,0.054043425075196924
Customer Retention,0.0063533051676008,0.004761584853161972,-0.0015917203144388279,-25.053421368076823,High,61152.91375291375,41-4000,11-2000,41-2000,43-4000,41-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,258.2916666666667,0.002421033609862215,28.0,0.0873339944493357
Customer Service,0.416859871167227,0.41443845970811244,-0.002421411459114564,-0.5808694063869712,Medium,46959.829871999726,43-4000,41-2000,11-9000,41-1000,41-4000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,Ambulatory Health Care Services,14117.111111111111,0.045205043333825495,33.0,0.08493547651125694
Customer Success Management,0.0113650959555213,0.00958540586496787,-0.0017796900905534298,-15.659261457346826,High,99596.05883137674,43-1000,41-4000,11-2000,15-1200,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Publishing Industries (except Internet),"Data Processing, Hosting, and Related Services",Administrative and Support Services,335.19444444444446,0.0035305777659083958,30.0,0.12152940449404451
Customer Support,0.0186344097320936,0.015077246851517562,-0.0035571628805760366,-19.089216839799438,Medium,55374.52632339135,15-1200,43-4000,99-9000,41-4000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Computer and Electronic Product Manufacturing,Health and Personal Care Stores,632.3333333333334,0.003194124172695448,18.0,0.0915057034294312
Dashboard,0.0113405246705755,0.011444902652324299,0.00010437798174879782,0.9203981718731266,Medium,103058.65921985816,15-1200,13-1000,15-2000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,328.65277777777777,0.0023202917386792067,22.0,0.07411265248126978
Data Analysis,0.0356807083416973,0.032832085326576416,-0.0028486230151208852,-7.9836504024554875,High,91485.68615064769,15-1200,15-2000,13-1000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,1039.1666666666667,0.00929132769292885,22.0,0.061448058104960686
Data Collection,0.0080334926916597,0.008767405611368632,0.000733912919708932,9.135664248140461,Medium,74178.91499703177,11-9000,15-2000,29-1000,13-1000,15-1200,Unclassified Industry,Educational Services,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,225.54166666666663,0.002170778627461692,30.0,0.1219369073045771
Data Entry,0.0457539796654306,0.0395645537624968,-0.0061894259029338025,-13.52762305747629,High,40688.16089131773,43-4000,43-9000,43-3000,43-6000,99-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Educational Services,1810.0,0.011964040926548652,22.0,0.08014293539950118
Data Management,0.0080459696605466,0.007856261102761171,-0.0001897085577854292,-2.3578085151832577,Low,92308.4822820263,15-1200,15-2000,13-1000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Credit Intermediation and Related Activities,240.84722222222223,0.0005025349704612651,10.0,0.18497075708684216
Decision Making,0.0571287316094279,0.06258669538349722,0.005457963774069319,9.553798273316813,Medium,72143.83615499122,11-9000,15-1200,29-1000,13-1000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,Insurance Carriers and Related Activities,1556.9027777777778,0.009616908865690384,18.0,0.1687453724416939
Demonstration Skills,0.0082856918260839,0.007881001453527759,-0.0004046903725561414,-4.8842073908922075,High,67896.24280911469,41-4000,15-1200,41-2000,41-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Educational Services,Telecommunications,Administrative and Support Services,273.8888888888889,0.0020270508234481706,30.0,0.19895607463928405
Deposit Accounts,0.0150552577289778,0.014833004654807115,-0.0002222530741706856,-1.4762488837564112,Low,45738.57437275986,41-1000,43-3000,11-9000,41-2000,43-4000,Unclassified Industry,General Merchandise Stores,"Professional, Scientific, and Technical Services",Administrative and Support Services,Real Estate,495.5416666666667,0.0014208076200226563,32.0,0.15086746694336667
Detail Oriented,0.1957686887737588,0.19764696009376256,0.0018782713200037604,0.9594339788291658,High,50619.4088918623,13-1000,15-1200,99-9000,11-9000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,Educational Services,6805.388888888889,0.054278542716078286,32.0,0.051441603097547604
Digital Marketing,0.0163750907664559,0.01736279140616169,0.0009877006397057894,6.031726197995053,High,77634.53022012979,11-2000,13-1000,15-1200,41-4000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Publishing Industries (except Internet),641.7361111111111,0.005060539033901227,20.0,0.09447201960967382
Diplomacy,0.0107593813648782,0.009518945746693144,-0.0012404356181850568,-11.528874905709776,Medium,66183.43394252232,11-9000,43-4000,13-1000,99-9000,43-6000,Unclassified Industry,Educational Services,"Professional, Scientific, and Technical Services","Amusement, Gambling, and Recreation Industries",Administrative and Support Services,318.6666666666667,0.002292849809214309,33.0,0.05794049581088079
Direct Selling,0.0151853591014852,0.016452483228501256,0.001267124127016057,8.344380390004254,High,74989.13564708874,41-4000,11-2000,43-4000,41-2000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Telecommunications,Administrative and Support Services,"Merchant Wholesalers, Durable Goods",486.31944444444446,0.006787688886899868,28.0,0.11194716686308065
Due Diligence,0.0094172557311101,0.007720928959971828,-0.0016963267711382728,-18.012962794823782,Medium,106842.85179112008,13-2000,11-9000,99-9000,11-3000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Real Estate,Administrative and Support Services,259.4166666666667,0.0018919535599931166,30.0,0.22590093146252244
Economics,0.0155278836732954,0.015458946226149699,-6.893744714570049e-05,-0.44395906484190106,Medium,91793.42927317384,13-2000,99-9000,15-2000,13-1000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,Educational Services,480.3611111111111,0.002611840645703079,22.0,0.2150431342370341
Editing,0.0102080878073328,0.013550733735502165,0.0033426459281693643,32.745074212314606,High,61003.27940664694,27-3000,13-1000,11-2000,99-9000,43-6000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Insurance Carriers and Related Activities,323.1388888888889,0.007320333248013972,22.0,0.06809790135268914
Email Marketing,0.0066150406945975,0.007321745350140444,0.0007067046555429436,10.683300196778967,High,56565.53437815976,13-1000,11-2000,15-1200,27-3000,41-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Publishing Industries (except Internet),242.33333333333331,0.002018738721863488,23.0,0.2631542822910953
Empathy,0.0169360931593726,0.01458852477667256,-0.0023475683827000413,-13.861333665378863,High,55775.57045809787,43-4000,15-1200,29-1000,11-9000,29-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Administrative and Support Services,Educational Services,579.1805555555555,0.006601453856853898,34.0,0.03763505250994193
Energetic,0.0390060266718017,0.03631947460791414,-0.0026865520638875567,-6.887530705171065,Low,50977.56174108655,41-4000,11-9000,41-2000,13-1000,35-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,Administrative and Support Services,Ambulatory Health Care Services,1249.4444444444443,0.0017127918088474942,30.0,0.20003051842929964
English Language,0.0566067735591152,0.06081014736521545,0.004203373806100252,7.425566839117962,Medium,44822.64599550315,53-7000,43-4000,99-9000,11-9000,25-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Nonstore Retailers,Health and Personal Care Stores,1707.8472222222222,0.006893993636934231,33.0,0.08202088783413874
Enterprise Application Software,0.0050422055551589,0.0038320668580783066,-0.0012101386970805933,-24.00018570925669,High,114112.02050554552,15-1200,41-4000,11-2000,11-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Publishing Industries (except Internet),General Merchandise Stores,202.55555555555557,0.0016957078887071435,24.0,0.12267654128265618
Enterprise Resource Planning,0.0133362734711372,0.018271584571816105,0.004935311100678906,37.00667290124237,High,82941.29146318558,15-1200,13-1000,13-2000,11-3000,43-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,"Merchant Wholesalers, Durable Goods",Computer and Electronic Product Manufacturing,433.19444444444446,0.010588259078564956,30.0,0.09502635033276728
Enterprise Sales,0.0047396015873815,0.0021153788762720478,-0.002624222711109452,-55.368002198667156,High,141039.656185567,41-4000,11-2000,15-1200,13-1000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Publishing Industries (except Internet),Administrative and Support Services,"Data Processing, Hosting, and Related Services",208.81944444444449,0.0005762370550864781,18.0,0.09150003595429854
Enthusiasm,0.0262794001604523,0.0257188463392281,-0.0005605538212241981,-2.133054094848679,Low,48244.47571671685,35-3000,41-2000,11-9000,99-9000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,Educational Services,Administrative and Support Services,863.2361111111111,0.0017963958596038613,34.0,0.06996603396715201
Ethical Standards And Conduct,0.0376389268936914,0.041106773466425106,0.0034678465727337043,9.213457606080008,Medium,66492.2792110169,29-1000,11-9000,29-2000,13-1000,99-9000,Unclassified Industry,Hospitals,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Educational Services,958.8055555555557,0.00797506015417413,22.0,0.09377887175030725
Expense Reports,0.014500707669061,0.014420836993582013,-7.987067547898623e-05,-0.5508053627575701,Medium,55353.464829396326,43-6000,43-3000,13-2000,41-4000,27-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Real Estate,506.8333333333333,0.0017229953584118269,30.0,0.08635481239221086
External Auditing,0.0269528847953542,0.026538876292108826,-0.0004140085032453729,-1.5360452374164213,Medium,83309.04428630648,13-2000,11-3000,15-1200,43-3000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,702.9444444444445,0.004487325044584391,22.0,0.1090006387858262
Filing,0.0458222205260071,0.04494099711687337,-0.0008812234091337343,-1.9231355421407008,Low,45640.14605248339,43-6000,43-4000,43-3000,43-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Administrative and Support Services,Educational Services,1568.111111111111,0.0022322567030326605,26.0,0.09995967060768451
Finance,0.1328462643549485,0.12906143710178053,-0.003784827253167977,-2.8490279885141483,Medium,85869.52803866928,13-2000,11-3000,13-1000,15-1200,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,3800.152777777778,0.017387474477041958,22.0,0.13603926328089033
Financial Acumen,0.0065586100086479,0.006021093446908143,-0.0005375165617397572,-8.195586580556109,Low,103664.80142204164,11-2000,11-9000,11-3000,41-4000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Insurance Carriers and Related Activities,"Merchant Wholesalers, Durable Goods",Administrative and Support Services,210.98611111111111,0.0002545585608448341,22.0,0.20877516709610883
Financial Analysis,0.02389356105228,0.030901649498192577,0.007008088445912577,29.330447774522263,High,89902.43936541144,13-2000,11-3000,13-1000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Real Estate,762.9305555555555,0.0432697854936195,34.0,0.055855686683491605
Financial Data,0.0114890686804508,0.010951996864685499,-0.0005370718157653009,-4.674633172653535,Medium,75877.03823375718,13-2000,11-3000,43-3000,11-9000,15-1200,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,317.40277777777777,0.0026644309670037732,20.0,0.20156020032875907
Financial Management,0.0103680431703465,0.010987134700715566,0.0006190915303690668,5.971151163217782,Medium,86896.16664146379,11-9000,11-3000,13-2000,13-1000,11-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Food Services and Drinking Places,312.06944444444446,0.0018800148967855973,34.0,0.06875628071028997
Financial Services,0.0279542135532377,0.029385351930932203,0.0014311383776945026,5.1195801841069715,Medium,102410.42197828856,15-1200,13-2000,41-3000,13-1000,11-3000,Credit Intermediation and Related Activities,"Professional, Scientific, and Technical Services",Unclassified Industry,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Administrative and Support Services,841.8472222222222,0.0037127019721410904,32.0,0.0699290559318196
Financial Statements,0.0696736801047001,0.09850787015315919,0.028834190048459094,41.38462329695999,High,78239.04919228579,13-2000,11-3000,11-9000,43-3000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Real Estate,Educational Services,2014.638888888889,0.10880831453885113,28.0,0.10963205225347708
Fixed Asset,0.0127818307587813,0.01906755791135429,0.00628572715257299,49.177048821856815,High,76431.00950118765,13-2000,11-3000,43-3000,15-1200,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,"Merchant Wholesalers, Nondurable Goods",337.19444444444446,0.01425795405325442,28.0,0.143212355825545
Food Services,0.0111883025654085,0.028901392941883132,0.01771309037647463,158.31794209104766,Medium,39800.043112909865,35-3000,35-2000,11-9000,35-1000,35-9000,Food Services and Drinking Places,Unclassified Industry,Administrative and Support Services,Food and Beverage Stores,Nursing and Residential Care Facilities,297.8333333333333,0.004153745150026846,18.0,0.17633269107872737
Forecasting,0.0572205627702795,0.05809563152894096,0.0008750687586614597,1.5292907239912232,Low,95194.24517173818,13-2000,11-3000,11-2000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,"Merchant Wholesalers, Nondurable Goods",Insurance Carriers and Related Activities,1812.138888888889,0.003420439083537974,22.0,0.1568981316323594
Front Office,0.0073653697966595,0.0075650509877350485,0.00019968119107554878,2.7110816780185627,Medium,44601.60510291073,43-4000,43-6000,31-9000,43-1000,29-2000,Unclassified Industry,Accommodation,Ambulatory Health Care Services,Administrative and Support Services,"Professional, Scientific, and Technical Services",211.59722222222223,0.0012310215244876021,22.0,0.11306411409592547
General Ledger,0.030890358175178,0.029119052027015854,-0.001771306148162146,-5.73417160823173,Medium,67942.9022562941,13-2000,43-3000,11-3000,15-1200,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Real Estate,Insurance Carriers and Related Activities,1007.125,0.004761960737827534,29.0,0.05711659839167265
General Mathematics,0.010962341893334,0.01200593639087465,0.0010435944975406512,9.519813445840821,High,37208.949152980735,53-7000,41-2000,51-9000,35-3000,43-4000,Unclassified Industry,General Merchandise Stores,Administrative and Support Services,Food Services and Drinking Places,Food and Beverage Stores,403.27777777777777,0.004173651641029058,28.0,0.07334188172684437
Generally Accepted Accounting Principles,0.0479663279326823,0.044324750259104685,-0.0036415776735776173,-7.591945913992709,High,79455.74609769357,13-2000,11-3000,43-3000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Real Estate,1258.9722222222222,0.017029001786374426,34.0,0.09303665045556705
Go-to-Market Strategy,0.0117706523929232,0.010971397482897037,-0.000799254910026163,-6.790234588073423,Medium,131090.17653468944,11-2000,41-4000,11-9000,15-1200,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Publishing Industries (except Internet),Computer and Electronic Product Manufacturing,385.93055555555554,0.002315986879136833,30.0,0.05842698851409536
Goal Setting,0.0115634783045301,0.01264882066505561,0.00108534236052551,9.38595059325979,High,68470.18670298377,11-9000,29-1000,11-2000,11-3000,25-2000,Unclassified Industry,Educational Services,Hospitals,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,281.34722222222223,0.005032570521666952,24.0,0.17313829861509472
Goal-Oriented,0.0122404717901237,0.011279441418498537,-0.0009610303716251628,-7.8512526976335675,High,53779.73471636642,41-4000,41-2000,13-1000,11-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Motor Vehicle and Parts Dealers,Ambulatory Health Care Services,572.9583333333334,0.007897139412806356,27.0,0.0988741477064519
Good Driving Record,0.0220118666616608,0.01905643721721297,-0.0029554294444478317,-13.426528017251055,High,49451.86983830141,53-3000,49-9000,41-4000,33-9000,99-9000,Unclassified Industry,Administrative and Support Services,Ambulatory Health Care Services,Rental and Leasing Services,Truck Transportation,657.1388888888889,0.019619282097469604,30.0,0.2851781923038114
Google Analytics,0.0081021660601918,0.008955589047286279,0.0008534229870944786,10.533269507861405,High,77479.91414002205,13-1000,15-1200,11-2000,99-9000,27-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,"Merchant Wholesalers, Durable Goods",311.8888888888889,0.0030178837030313834,24.0,0.11928658619443673
Google Workspace,0.0076371448373557,0.007531769876008378,-0.00010537496134732215,-1.3797690575658559,High,58589.3755461321,15-1200,13-1000,11-9000,99-9000,41-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Publishing Industries (except Internet),225.66666666666663,0.004206774356675607,31.0,0.05368571373222492
Governance,0.012114049937378,0.015100267688296403,0.002986217750918403,24.650862150604183,High,121981.87208845207,15-1200,11-9000,29-1000,13-1000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Administrative and Support Services,Hospitals,345.7083333333333,0.003982445094611883,30.0,0.07938331011113624
Grammar,0.0099794644489575,0.010187710760926798,0.0002082463119692981,2.086748372464541,Medium,50436.3750511666,27-3000,43-6000,13-1000,43-4000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Ambulatory Health Care Services,316.44444444444446,0.0011182128210254954,22.0,0.110888173972634
Greeting Customers,0.0130024349732268,0.010736723759883375,-0.0022657112133434246,-17.425283941113577,Medium,32829.25532315809,35-3000,41-2000,43-4000,35-9000,41-1000,Unclassified Industry,Food Services and Drinking Places,Food and Beverage Stores,Building Material and Garden Equipment and Supplies Dealers,Administrative and Support Services,447.1666666666667,0.0025063677437858704,33.0,0.030939923630457226
Healthcare Industry Knowledge,0.0119838145111479,0.010823758951321349,-0.0011600555598265515,-9.680186210721251,Medium,79878.09938771048,15-1200,11-9000,13-1000,11-2000,29-2000,Unclassified Industry,Insurance Carriers and Related Activities,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",Hospitals,384.8611111111111,0.0016052223490796663,33.0,0.1763400184179339
Honesty,0.0128392210588806,0.01247391558283049,-0.00036530547605010885,-2.8452308311759715,High,49367.584266652375,41-2000,11-9000,41-4000,15-1200,99-9000,Unclassified Industry,Food Services and Drinking Places,"Professional, Scientific, and Technical Services",General Merchandise Stores,Administrative and Support Services,351.25,0.003139026175175171,30.0,0.10810944930210122
Housekeeping,0.0082312162311577,0.007113363364335598,-0.0011178528668221019,-13.580652426438306,High,36838.84312385736,37-2000,31-1100,53-7000,41-2000,51-9000,Unclassified Industry,Accommodation,Administrative and Support Services,Nursing and Residential Care Facilities,Ambulatory Health Care Services,243.80555555555557,0.002141986398433308,33.0,0.08532891552406108
HyperText Markup Language (HTML),0.0053455244758418,0.004396007598616666,-0.0009495168772251338,-17.762838455165923,High,96696.83025006972,15-1200,13-1000,27-1000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Educational Services,216.43055555555557,0.0013892461370464575,21.0,0.18284209834588763
Inbound Calls,0.0121386724971862,0.009654802638071659,-0.0024838698591145413,-20.462450566075603,High,42644.65894855735,43-4000,41-4000,99-9000,43-6000,29-2000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,520.3333333333334,0.003866416800616394,25.0,0.06341465988897153
Influencing Skills,0.0538224740340485,0.04909790695649325,-0.004724567077555253,-8.778056308906306,Medium,102137.12490386632,15-1200,11-2000,13-1000,11-9000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,Administrative and Support Services,Insurance Carriers and Related Activities,1736.236111111111,0.011192492913041002,21.0,0.03880725922439338
Information Gathering,0.0100407559419459,0.01034669628473962,0.00030594034279371983,3.0469851529368865,Medium,60049.29742242242,13-1000,15-1200,99-9000,13-2000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,288.77777777777777,0.001833457463118705,18.0,0.10742749169088675
Information Technology,0.0114819508203893,0.01192783777848426,0.0004458869580949605,3.8833728263595066,Medium,98716.25778210117,15-1200,13-1000,99-9000,11-9000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,351.90277777777777,0.002211614876019645,30.0,0.22527254955141177
Innovation,0.0549064247989534,0.052875323775081834,-0.002031101023871565,-3.6992046583049074,Medium,84326.64403122422,15-1200,11-9000,11-2000,13-1000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Credit Intermediation and Related Activities,1600.736111111111,0.011775034583611952,31.0,0.046388887394021444
Inside Sales,0.0295361961637766,0.033288014470938675,0.003751818307162074,12.702442407811912,High,61940.3022875817,41-4000,11-2000,41-3000,41-2000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services","Merchant Wholesalers, Durable Goods",Administrative and Support Services,Insurance Carriers and Related Activities,1158.986111111111,0.01571697583665677,33.0,0.06759086014057689
Instagram,0.0065343934981533,0.007457866922054821,0.0009234734239015208,14.132504021413858,High,52267.33235772358,13-1000,11-2000,99-9000,27-3000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Real Estate,204.0,0.0022075581249047663,19.0,0.15794327620498935
Internal Auditing,0.0272936352408332,0.0395112674204885,0.0122176321796553,44.76366768973619,High,90536.09318574343,13-2000,11-3000,15-1200,11-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Chemical Manufacturing,576.0277777777778,0.05801580079440472,21.0,0.3188911132142828
Internal Controls,0.0295795659712358,0.05338496896617676,0.023805402994940963,80.47921669334218,High,88291.92224907919,13-2000,11-3000,15-1200,11-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",779.2638888888889,0.05625566187773315,29.0,0.11823151475127627
