,July 2022 actual,July 2024 predicted,Percent change,Monthly average obs,model
Skill subcat: Business Operations,0.2361285339305295,0.1627075293693435,-31.093660447994363,23246.416666666668,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Alternative Therapy,0.0037867632608717,0.004342119028464,14.665711303654575,367.8541666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Emergency and Intensive Care,0.047109576755732,0.0495471715959646,5.174308512410927,4516.833333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Rehabilitation,0.013104008362881,0.0079672705392744,-39.19974469916513,1337.25,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Nephrology,0.0040759921983168,0.0010903050892921,-73.25055995587168,260.2708333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Pulmonology,0.0049246647663087,0.0062572656700293,27.05972826490392,501.6041666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Business Intelligence,0.0286218621530109,0.0371084645671548,29.6507696416641,2763.125,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Advertising,0.00691390604265,0.0069721267763811,0.8420816449045255,2221.0625,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Online Advertising,0.0051879148769146,0.0050852386634089,-1.9791422168970685,1618.9791666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Labor Compliance,0.0049939988732469,0.0026272864336059,-47.3911288270327,375.875,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Coaching and Athletic Training,0.0038479917970466,0.0046310466071496,20.34970060757428,383.1875,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Streaming Media Systems,0.0009777744745889,0.00077200068061,-21.04511820738789,68.77083333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Clinical Trials,0.0079241092486216,0.0076039049934811,-4.040886427659976,805.6041666666666,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Automation Engineering,0.0084316185423929,0.0076095440642677,-9.749901208076883,842.2291666666666,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Web Design and Development,0.0273702883866238,0.0281633562080218,2.8975501105263666,8977.145833333334,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Mobility Assistance,0.001803940797646,0.0019807064609403,9.798861665802171,622.25,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Education Software and Technology,0.005909947062634,0.0063438484952882,7.341883574517418,1543.2291666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Optical Engineering,0.0007618851887865,0.0006045092034212,-20.656128729311853,72.54166666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Critical Thinking and Problem Solving,0.3154071976874102,0.2140480012856974,-32.13598077180427,31088.875,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Green Architecture,0.0004314188769985,0.000345800904011,-19.84567146972516,31.104166666666668,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Counseling Services,0.0104789010088039,0.0120037229257535,14.551353387807673,899.9791666666666,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Office and Productivity Equipment and Technology,0.1951079081244818,0.1919543825154993,-1.6162982009783653,61259.395833333336,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Material Handling,0.0385130107629235,0.039669394493615,3.0025794083197166,12385.0625,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
"Skill subcat: Molecular, Cellular, and Microbiology",0.0045333235269211,0.0059310359257078,30.83195784475556,434.7083333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Regulation and Legal Compliance,0.1272445781741998,0.1213610569158105,-4.62378935339363,39436.270833333336,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Gastroenterology,0.0021424293923295,0.0020346209215338,-5.032066456037471,176.6875,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Mental Health Diseases and Disorders,0.0077783636144943,0.0076122883122363,-2.1350930669856187,2428.125,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Administrative Support and Clerical Tasks,0.1003098512998747,0.0936529343682741,-6.636354102150799,10433.166666666666,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Media Production,0.0076108413680895,0.0007038661381049,-90.75179597020576,682.8958333333334,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Content Management Systems,0.0047145262019389,0.0046140006492248,-2.1322514375412256,523.4375,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Web Content,0.001188488666101,0.0029134552736847,145.13950841808943,97.83333333333331,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: User Interface and User Experience (UI/UX) Design,0.0213077211833687,0.0192749314899529,-9.540155307656514,6199.375,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Integrated Development Environments (IDEs),0.0055170359442305,0.0026849955827515,-51.332642928321626,367.2083333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Java,0.0243196948772486,0.0229634454220535,-5.576753581986303,7336.6875,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Endocrinology,0.001808165929139,0.0019277574296138,6.61396714469376,609.5625,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Biotechnology,0.0045596426183287,-0.00249014916029,-154.6128143964657,278.375,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: First Aid,0.03472129254547,0.0571836603236694,64.69335134567163,3412.75,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Training Programs,0.0105230974311895,0.00804418587142,-23.556862187954597,2763.0416666666665,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Emergency Services,0.0111933266432229,0.0059601379757781,-46.75275576464376,2561.8541666666665,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: General Shipping and Receiving,0.0465415686286603,0.0479841491893016,3.099552944059893,15334.979166666666,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Energy Management,0.0027501288527072,0.0022016245132169,-19.94467782665375,263.1666666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Manufacturing Design,0.0021022569395732,0.0027946854075111,32.937385288330965,175.16666666666666,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Middleware,0.0052203672749268,0.0054575367329204,4.5431565539979335,1709.8333333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Manufacturing Standards,0.0135621515692338,0.0118763462028447,-12.430220660661297,1418.4791666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Robotics,0.0012158865748912,0.0010740205333156,-11.667703592195222,120.14583333333331,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Transportation Operations,0.0121605971791261,0.0113527701286442,-6.642988321893856,3723.4166666666665,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Sports and Recreation,0.0031415214070687,0.0027507226894226,-12.43979164893699,888.9375,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Medical Science and Research,0.0145565980095084,0.0128746136599634,-11.554790126417751,4260.0625,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Specialized Sales,0.0206638657249567,0.0359124440655393,73.79344476753056,2665.25,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Business Consulting,0.0376427537990453,0.0312621320011628,-16.950464973804152,10623.375,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Military Technology and Weapons,0.0003276383149725,0.0008052611565812,145.77746856279273,60.1875,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Groundskeeping and Yard Care,0.0092443567819875,0.0452231595496295,389.1974705881776,796.2291666666666,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
"Skill subcat: Fire Prevention, Safety, and Control",0.0074610779044787,0.0058375355263655,-21.76015850388893,2003.7291666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Heavy Equipment Operation,0.0250622532099605,-0.0539105500278102,-315.106557164559,2698.2916666666665,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Surveying and Cartography,0.0014124839807575,0.0011783583111586,-16.575456627362307,381.875,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Aerospace Engineering,0.0008853290540734,0.0008297913463752,-6.273114774972191,252.16666666666663,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Earth and Space Science,0.0027562246430147,0.0083743556106736,203.8342912976029,250.375,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Materials Science and Engineering,0.0040561564106039,0.0038461330952884,-5.17788995430358,365.8541666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Creative Design,0.0148423271445579,0.0138867252775085,-6.438356045802301,1301.5,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Eye Care,0.0044228282849374,0.0051231361535206,15.833937550055982,401.3125,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Digital Marketing,0.015875550769256,0.0160085771433149,0.8379323400641552,5116.1875,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Legal Proceedings,0.0075068995486861,0.0075316008934451,0.3290485585800012,2397.4166666666665,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Dance,0.0002056544576343,0.0002617393421535,27.27141690209876,17.604166666666668,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Social Studies,0.0137499467841104,0.0142373841976863,3.545013091535655,1224.0625,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Literature and Literary Studies,0.0007905019395909,0.0015699609207026,98.60304473320902,68.25,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Client Support,0.0175121433171202,0.0273284428160155,56.05424373896428,1611.0208333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Business Management,0.266558763061983,0.258964422573101,-2.849030510813148,82133.54166666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Hematology,0.0078722636306397,0.006632444451145,-15.749208076177595,2175.145833333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Market Analysis,0.0325138721914041,0.0315347900804204,-3.011275018921145,9976.6875,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Data Collection,0.0154591941495934,0.012906292646098,-16.5138071156351,1415.5625,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Agile Software Development,0.0508904710384227,0.0540045035469006,6.1190876109729375,4282.666666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Product Management,0.0361224585574832,0.0294273308167002,-18.53452950919374,9243.041666666666,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Geriatrics,0.0077853874145156,0.0062249310706486,-20.04340003629852,2089.9375,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Process Improvement and Optimization,0.1100329006021504,0.1006522421761488,-8.525321403567785,10236.708333333334,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Agricultural Management and Operations,0.0002901410839632,2.929380583069436e-05,-89.90359950733146,19.64583333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Agricultural Research and Agronomy,0.0004826842745798,0.0004377509587433,-9.30904904155343,141.54166666666666,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
"Skill subcat: Engineering, Other",0.0067039231150788,0.0061672402466605,-8.005504526314839,1818.8958333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Agriculture and Crop Farming,0.0023816636270376,0.00224085292456,-5.912283366931431,218.27083333333331,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Forestry,0.0005224459628921,0.0005230909829375,0.1234615809507552,166.97916666666666,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Vehicle Repair and Maintenance,0.0216573367389673,0.0185063544370258,-14.54926032651118,6115.458333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: General Repairs and Maintenance,0.0155456737386034,0.0104969663224635,-32.47660732518028,4204.5625,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Transportation Security,0.0004417983765698,0.0004633383821008,4.875528447668904,35.395833333333336,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Hand Tools,0.0111984402978834,0.0132857885899591,18.63963406109533,1206.2291666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Air Quality and Emissions,0.0008456904969357,0.0006196919429695,-26.723553686022232,158.20833333333334,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: General Construction and Construction Labor,0.0206842715435605,0.0194114523837228,-6.153560482694198,6267.354166666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Environmental Engineering and Restoration,0.0011476631427765,0.000975823198727,-14.97302977193933,294.9375,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Mechanical Engineering,0.0160103002863352,0.0100650967432749,-37.133616713826,1587.4583333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Beauty and Body Treatments and Alterations,0.0052966094653781,0.006827487610006,28.9029832128395,367.9375,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Transportation Equipment Manufacturing,0.0002392322437119,0.0001921269997042,-19.690173563906125,61.958333333333336,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Food and Beverage,0.0948686013439389,0.0822633765700203,-13.287035536888888,25963.83333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Economics,0.0186460195797245,0.017075845799308,-8.420959624669125,5102.979166666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Travel and Tourism,0.0047292053131409,0.0044882536077863,-5.094972398112526,1449.5416666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: IT Management,0.0290500221421267,0.024600698524618,-15.31607651016742,8124.208333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Anesthesiology,0.0058232792438097,0.005692751896737,-2.2414749766886706,1743.2291666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Servers,0.0079760175305483,0.0117552539691698,47.382499150070224,977.7083333333334,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: iOS Development,0.0053249523075968,0.0076042413152613,42.803932805421965,510.6875,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Enterprise Information Management,0.0039688649308553,0.0037210488582223,-6.244003687462224,1213.2708333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Patient Education and Support,0.0247400663185632,0.0246263798231258,-0.4595238103791938,2363.875,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: General Medical Tests and Procedures,0.028175445067897,0.0214545361178313,-23.85378095667948,7604.25,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Financial Trading,0.013947667986219,0.0133057815740043,-4.602105619727367,1331.6875,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Hotels and Accommodations,0.0032182239453209,0.0074421364223117,131.24979954027464,181.5,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Litigation and Civil Justice,0.0158293760575368,0.0148039506697663,-6.4779899349366215,4837.166666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Oil and Gas,0.0043729867688227,0.0042031957105872,-3.8827251764407,1367.0416666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Ground Passenger Transportation,0.0006131407188788,0.0021150177724145,244.94818355598025,51.66666666666666,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Genetics,0.0028742439969918,0.0022272022573713,-22.511719265925155,697.1666666666666,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Electrical and Computer Engineering,0.0194075749803571,0.0319685231806616,64.72188417675962,1570.3333333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Immunology,0.0016342042459319,0.0015733067016053,-3.726434102603467,508.25,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Distributed Computing,0.0050236384144488,0.004671192777733,-7.015744518994632,1494.8541666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Computer-Aided Manufacturing,0.0026384654985394,0.0025529700859717,-3.240346050195776,834.2708333333334,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Clean Energy,0.0003038447619666,0.0006350707767187,109.01159283058824,21.25,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Investment Management,0.01869986112632,0.0163900946957568,-12.351783871336943,5315.270833333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: General Lending,0.0146666675071715,0.0155878741801199,6.280954228340968,4885.083333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Electronics Engineering,0.0049536667803236,0.0047734735857493,-3.63757197577445,1469.7083333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Oral and Dental Care,0.0066701971292833,0.0102021587932088,52.95138352687639,619.5625,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Data Storage,0.008786812435311,0.0078652164028264,-10.488399966079182,2551.770833333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Web Services,0.0287616931567516,0.0430691388571802,49.74479639447107,2385.4375,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: E-Commerce,0.0046569312435152,0.0043087553082194,-7.476510111259143,1395.4166666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Image Analysis,0.0013654747746389,0.0031569378003259,131.1970795037757,125.02083333333331,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Virtualization and Virtual Machines,0.0075955322605947,0.0072417820343736,-4.657346109321938,2336.770833333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Pathology,0.0034823999833298,0.0015818153880342,-54.576860911833,332.75,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Construction Management,0.014148386182533,0.0128279973480142,-9.332434225953602,1412.6666666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Obstetrics and Gynecology (OBGYN),0.00496410038042,0.0064019858625835,28.96568102923503,1742.0208333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Electronic Hardware,0.0032602216429557,0.0031123614729784,-4.535279688630337,1003.7291666666666,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Neurology,0.0038251106541205,0.0063655742623642,66.41542789113963,390.7083333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Circuitry,0.0025982967720412,0.0027843512692547,7.160633042981357,886.9791666666666,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Medical Support,0.0185925924918849,0.0169588203531694,-8.787220713994518,5562.375,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Operating Systems,0.0222687508522222,0.0239750359381162,7.662239778140639,7518.083333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Urology,0.0013168830724445,0.0012344472554988,-6.25991924952581,394.6458333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Injury Treatment,0.0029358353008045,0.0028441091128425,-3.1243642290446094,224.1875,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Animal Care,0.0016292650563321,0.0030937398492675,89.8856074549536,161.02083333333334,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Livestock Farming,0.0004465566061515,0.000400362771405,-10.344452217291382,38.4375,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Animal Health and Veterinary Medicine,0.0020549857126283,0.0017509927560374,-14.792947450816923,580.6666666666666,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Urban and Regional Planning,0.0021862774052467,-0.0036877079646341,-268.67520817734373,196.10416666666663,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Budget Management,0.0347536389406952,0.0332804915326137,-4.23882923625733,10114.770833333334,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Insurance,0.0071694376843881,0.0076827094028028,7.159162838284814,2438.9375,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Metal Fabrication,0.0033379974724378,0.003707924372725,11.082300191708534,359.2708333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: IT Automation,0.0213823070886093,0.0291166258668671,36.17158216934409,1691.8333333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Radio Frequency (RF),0.0020278218314491,0.0022557400186756,11.239556833433817,705.6458333333334,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Orthopedics,0.0046505387376534,0.0410594247177454,782.8960908400784,459.2291666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Nutrition and Diet,0.0033370330270751,0.0029294066986132,-12.21523206856551,925.2916666666666,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Log Management,0.0009426880057791,0.0033654549316927,257.0062322911666,148.33333333333334,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Database Architecture and Administration,0.0115939006024152,0.0121573839609886,4.860170687128518,3872.8958333333335,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Facility Management and Maintenance,0.0127528403921979,0.0108128187577428,-15.212466986115448,1179.1041666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Construction Painting,0.0068287356517331,0.0067574894632327,-1.0433291334438737,619.6875,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: JavaScript and jQuery,0.0146975127127476,0.014004201064771,-4.717203934617246,4531.479166666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Textiles,0.0017324788324108,0.0016133674953858,-6.875197248976067,517.5,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Retail Sales,0.0377119851414125,0.0407561908597052,8.07224999394099,13149.125,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Test Automation,0.0113807836277682,0.0560527167021229,392.5207132956887,843.7291666666666,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Scheduling,0.0659191326295987,0.0643647150918059,-2.358067340671958,20642.729166666668,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Basic Technical Knowledge,0.0981805546648946,0.0993554248728007,1.196642463384035,33130.041666666664,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Technical Support and Services,0.0244865108943643,0.0209737294609385,-14.345781841194396,2446.458333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Appliance Repair and Maintenance,0.002829297584093,0.0024504893821043,-13.388771973596969,798.6458333333334,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Extensible Languages and XML,0.0068027038953128,0.0056316197841045,-17.214979943713267,1846.8541666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Ecology,0.0009547352630204,0.0020794082177876,117.79945691009516,64.35416666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Mortgage Lending,0.0059381624713241,0.0042412153717862,-28.57697322585234,803.9375,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
