,July 2022 actual,July 2024 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Customer Communications Management,0.0023414125919762,0.0033773098328101618,0.0010358972408339617,44.24240496458778,High,63889.64942291838,15-1200,41-4000,49-9000,11-2000,43-4000,Unclassified Industry,"Merchant Wholesalers, Durable Goods","Professional, Scientific, and Technical Services",Administrative and Support Services,Motor Vehicle and Parts Dealers,624.2708333333334,0.0015256831891614323,15.0,0.16930450762788576
Customer Complaint Resolution,0.0083483757629495,0.006090376430677529,-0.0022579993322719713,-27.047169370275387,High,39838.05279381544,43-4000,41-2000,11-9000,35-3000,41-1000,Unclassified Industry,Accommodation,Food Services and Drinking Places,Administrative and Support Services,Health and Personal Care Stores,2027.0416666666667,0.0019274057625099951,15.0,0.2684789216581152
Customer Data Management,0.0032579253550985,0.0032043927405843837,-5.3532614514116474e-05,-1.6431504310048246,Medium,54352.37506654836,15-1200,43-4000,41-4000,11-2000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,"Merchant Wholesalers, Nondurable Goods","Data Processing, Hosting, and Related Services",989.4375,0.0003675652512132825,16.0,0.13083994386282946
Customer Demand Planning,0.0018368045980702,0.003983676508645135,0.0021468719105749347,116.8808001041864,High,65776.67745004757,13-1000,11-3000,11-2000,43-5000,41-4000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services","Merchant Wholesalers, Durable Goods",Food Manufacturing,295.25,0.00362676869301871,12.0,0.6978168421020746
Customer Engagement,0.0054596310572643,0.005885879726241192,0.0004262486689768927,7.807279732020509,High,56321.57756793217,41-2000,11-2000,41-1000,43-4000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services","Sporting Goods, Hobby, Musical Instrument, and Book Stores",General Merchandise Stores,Clothing and Clothing Accessories Stores,1952.6666666666667,0.00212107361789969,21.0,0.09401456799494604
Customer Inquiries,0.0077445305288688,0.006593178578582929,-0.001151351950285871,-14.866646157492033,Medium,44063.873212696526,43-4000,41-2000,41-4000,99-9000,41-1000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,Accommodation,2684.208333333333,0.0013807881235809118,23.0,0.19059999380840084
Customer Insights,0.001949085921403,0.0022201490283242165,0.00027106310692121644,13.907191260511418,Medium,93973.84550839092,11-2000,11-9000,13-1000,99-9000,15-1200,"Professional, Scientific, and Technical Services",Unclassified Industry,"Merchant Wholesalers, Nondurable Goods",Administrative and Support Services,"Data Processing, Hosting, and Related Services",575.6666666666666,0.00039375223697898324,24.0,0.16355354972613317
Customer Interaction Management,0.0027408436301393,0.0028748944185397474,0.0001340507884004475,4.890858673087984,High,49112.43243243243,43-5000,41-2000,43-4000,11-9000,15-1200,Building Material and Garden Equipment and Supplies Dealers,Telecommunications,Administrative and Support Services,"Merchant Wholesalers, Nondurable Goods","Professional, Scientific, and Technical Services",1095.875,0.0015106836320022776,23.0,0.2282033469417019
Customer Relationship Building,0.0028700201370281,0.003391301381625456,0.000521281244597356,18.162982129356823,High,60224.190092165896,41-4000,41-2000,41-3000,41-1000,11-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Administrative and Support Services,"Merchant Wholesalers, Durable Goods",905.6875,0.0010988666531860673,24.0,0.10524974087767705
Customer Relationship Management,0.0311314270547497,0.029383204090438753,-0.0017482229643109477,-5.615621028989169,High,71271.63335117773,41-4000,11-2000,15-1200,13-1000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,10192.1875,0.015780717850729497,23.0,0.06102427405823452
Customer Relationship Management (CRM) Software,0.0020209226448213,0.0018497896770944353,-0.00017113296772686484,-8.468061267233573,Medium,63540.5799365942,41-4000,11-2000,43-4000,13-1000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Durable Goods",Publishing Industries (except Internet),745.0208333333334,0.00019563840602844417,24.0,0.08525253134667705
Customer Retention,0.0019999823236341,0.0015701836931127193,-0.00042979863052138067,-21.490121459694112,High,61152.91375291375,41-4000,11-2000,41-2000,43-4000,41-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,815.625,0.0008106522005475929,24.0,0.1538894307585918
Customer Service,0.2742171787882649,0.2691332874893866,-0.005083891298878318,-1.8539652845031322,Low,46959.829871999726,43-4000,41-2000,11-9000,41-1000,41-4000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,Ambulatory Health Care Services,85887.52083333333,0.009657562772547553,26.0,0.10396097914040622
Customer Success Management,0.0051644191321598,0.006288585269316975,0.0011241661371571747,21.767523285567254,High,99596.05883137674,43-1000,41-4000,11-2000,15-1200,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Publishing Industries (except Internet),"Data Processing, Hosting, and Related Services",Administrative and Support Services,1417.1666666666667,0.0024646613048615548,18.0,0.19413536108647775
Customer Support,0.050514189853096,0.09258933106398176,0.042075141210885764,83.29370684405224,Medium,55374.52632339135,15-1200,43-4000,99-9000,41-4000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Computer and Electronic Product Manufacturing,Health and Personal Care Stores,7014.125,0.01079770547446035,7.0,0.17800836722570781
Cutting Tool (Machining),0.0009535579796015,0.0011265679694719972,0.0001730099898704972,18.143625618108672,Medium,43758.03179650239,51-9000,51-4000,35-2000,17-3000,53-7000,Unclassified Industry,Fabricated Metal Product Manufacturing,Administrative and Support Services,Food Services and Drinking Places,Machinery Manufacturing,251.5625,0.0002743980019331017,24.0,0.4907521233381134
Cyber Security,0.0055713237705404,0.006273733059577581,0.0007024092890371807,12.607583367373554,High,121194.71526848843,15-1200,99-9000,13-1000,11-9000,41-4000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Computer and Electronic Product Manufacturing,1429.0208333333333,0.002541712416513218,24.0,0.22763053547024778
Cyber Threat Intelligence,0.000996285101756,0.0010437849238457704,4.749982208977028e-05,4.767693705953204,High,130792.12791878173,15-1200,99-9000,13-1000,11-9000,41-4000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Unclassified Industry,Insurance Carriers and Related Activities,282.6875,0.0005745565418792881,23.0,0.7741219403304703
Cycle Counting,0.0055820206100798,0.005880591030126476,0.000298570420046676,5.348787489382052,Medium,41610.57434560126,53-7000,43-5000,41-2000,41-1000,11-3000,Administrative and Support Services,Unclassified Industry,Motor Vehicle and Parts Dealers,"Merchant Wholesalers, Durable Goods","Professional, Scientific, and Technical Services",1726.3333333333333,0.0008383867371453368,25.0,0.06078815271217987
Dashboard,0.0115399322087348,0.013638596890827375,0.002098664682092575,18.186109278042856,High,103058.65921985816,15-1200,13-1000,15-2000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,2994.7291666666665,0.007192823430774075,16.0,0.19217193492256476
Data Access,0.0005159006009579,0.0005203574797818954,4.45687882399536e-06,0.8639026230479354,High,117601.30384615384,15-1200,15-2000,11-9000,13-1000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Credit Intermediation and Related Activities,201.4375,0.00016262854924384195,24.0,0.3980578448671584
Data Acquisition,0.0011789047762407,0.0010810233497752365,-9.788142646546339e-05,-8.30274237904001,High,93195.94188376752,15-1200,17-2000,15-2000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Educational Services,"Merchant Wholesalers, Durable Goods",299.1666666666667,0.0005426554113483914,16.0,0.8181017517997643
Data Analysis,0.0346933094586092,0.046023042077409065,0.011329732618799868,32.6568228733462,High,91485.68615064769,15-1200,15-2000,13-1000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,9170.041666666666,0.014579972801074184,15.0,0.07312442490610449
Data Architecture,0.002400732344188,0.002556429345200249,0.00015569700101224866,6.4853960662953485,High,134114.69921875,15-1200,15-2000,11-9000,13-1000,11-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,674.7708333333334,0.0007282856412733878,18.0,0.25738762586872993
Data Centers,0.0014667580808174,0.0022530356155400027,0.0007862775347226027,53.60649073666076,High,107380.56773399014,15-1200,17-2000,11-9000,11-2000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Computer and Electronic Product Manufacturing,Publishing Industries (except Internet),444.75,0.0008520440316416562,24.0,0.11657663906118194
Data Cleansing,0.0007447372520245,0.0007199268330924305,-2.4810418932069483e-05,-3.3314325105430984,Low,96197.07402234637,15-1200,15-2000,99-9000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,246.75,7.119290492448068e-05,24.0,0.4909939000052996
Data Collection,0.0110141410261042,0.011368196306463386,0.0003540552803591862,3.214551906681176,Medium,74178.91499703177,11-9000,15-2000,29-1000,13-1000,15-1200,Unclassified Industry,Educational Services,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,2920.2916666666665,0.002550009664693077,15.0,0.2620589502068715
Data Compilation,0.0013043520847059,0.0014607577651569164,0.00015640568045101636,11.991063017795696,High,58291.46009036145,15-1200,13-1000,43-6000,13-2000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",414.3958333333333,0.000489165284459907,26.0,0.27585643648642494
Data Engineering,0.0043481738088369,0.008060898772279848,0.0037127249634429484,85.38584533804713,High,132666.55978575564,15-1200,15-2000,11-9000,99-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,924.7708333333334,0.003054581310611891,23.0,0.183597054871353
Data Entry,0.0253015143726459,0.023776107647494223,-0.0015254067251516783,-6.028914722989205,Medium,40688.16089131773,43-4000,43-9000,43-3000,43-6000,99-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Educational Services,8588.395833333334,0.0026925112112957334,19.0,0.14068805797898346
Data Extraction,0.0009964780764151,0.002096446834368821,0.001099968757953721,110.38564560405946,High,99757.71244925576,15-1200,15-2000,13-1000,13-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Health and Personal Care Stores,294.5416666666667,0.0025914540846651373,23.0,0.6404536284578325
Data Governance,0.0033034670335279,0.006845794939028219,0.0035423279055003193,107.2306116437109,High,121384.11095392078,15-1200,15-2000,13-1000,11-9000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Administrative and Support Services,Insurance Carriers and Related Activities,742.0833333333334,0.004636931153602501,24.0,0.20715446883679636
Data Integration,0.002909504046239,0.00525579288126026,0.00234628883502126,80.64222622595126,High,120840.29397705544,15-1200,15-2000,13-1000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Real Estate,783.5208333333334,0.0073645537857782795,24.0,0.27946025655268203
Data Integrity,0.00497617144336,0.004747341788572235,-0.0002288296547877655,-4.598508258655485,Low,77042.84969199178,15-1200,13-1000,15-2000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,1600.3125,0.0003482781437713758,23.0,0.07957180045175981
Data Lakes,0.00160854523383,0.0015494150924918748,-5.9130141338125134e-05,-3.6760011527518124,High,133304.99235993208,15-1200,15-2000,11-9000,13-1000,11-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,373.9375,0.0005442115551224171,24.0,0.3760122715240986
Data Maintenance,0.0008682678690038,0.0007571947263239527,-0.00011107314267984726,-12.792497182613255,Low,67306.62561334642,15-1200,13-1000,99-9000,11-9000,43-6000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,"Merchant Wholesalers, Nondurable Goods",262.7916666666667,5.2149990262578336e-05,23.0,0.5115456199315058
Data Management,0.010134228258629,0.008425768358552396,-0.0017084599000766042,-16.858312803660212,Medium,92308.4822820263,15-1200,15-2000,13-1000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Credit Intermediation and Related Activities,2829.3125,0.0019252137521074703,24.0,0.24015028148455883
Data Manipulation,0.0016028190937231,0.0025786771307527265,0.0009758580370296266,60.88385400768217,High,98781.6203113942,15-1200,15-2000,13-1000,13-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,458.7083333333333,0.0028902517492242165,24.0,0.18636914032212692
Data Mapping,0.0009945047854975,0.0013318256228219145,0.00033732083732441456,33.91847301726861,High,110688.19112627988,15-1200,13-1000,15-2000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,287.3541666666667,0.0018403440387346278,23.0,0.5798974012954204
Data Migration,0.0015624616781455,0.0018639602996855724,0.0003014986215400723,19.296385041450986,High,111397.42098986285,15-1200,13-1000,15-2000,11-3000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Publishing Industries (except Internet),473.0625,0.0013160430467292529,24.0,0.3142246062250076
Data Mining,0.0030039013407587,0.002303215502726288,-0.0007006858380324121,-23.325860557572064,Medium,97380.56963162623,15-2000,15-1200,13-1000,13-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Insurance Carriers and Related Activities,Administrative and Support Services,Credit Intermediation and Related Activities,929.4166666666666,0.0004651793316808858,23.0,0.14722373236815606
Data Modeling,0.0073377322483478,0.006950824967809264,-0.00038690728053853655,-5.272845443844785,Medium,122052.4903123434,15-1200,15-2000,13-1000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,2120.25,0.0009414979134181099,24.0,0.1440309868611593
Data Processing,0.0028802735226862,0.0023543072950846333,-0.0005259662276015666,-18.260981933099192,Medium,78233.74715056989,15-1200,15-2000,13-1000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Educational Services,836.7916666666666,0.00028492244549210355,24.0,0.19307886448378347
Data Quality,0.0049724401073582,0.0046518993863710134,-0.00032054072098718685,-6.446346543477753,High,98640.60151679306,15-1200,15-2000,13-1000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,1387.5416666666667,0.0019855113849804153,24.0,0.21631770316020327
Data Recording,0.0030893742795051,0.0036510977918004506,0.0005617235122953508,18.182436360068863,Medium,47068.1614339269,15-1200,29-2000,31-9000,33-9000,43-4000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Hospitals,898.125,0.000528723576143729,16.0,0.11936880763487258
Data Reporting,0.0024022268032282,0.0017986560842354416,-0.0006035707189927584,-25.125467677808693,High,74395.20004242682,13-1000,15-1200,15-2000,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Insurance Carriers and Related Activities,628.1041666666666,0.001478745691877442,15.0,0.2650010837158495
Data Science,0.0081477888279981,0.014398362459101489,0.006250573631103389,76.71496847862153,High,121592.0664116829,15-2000,15-1200,99-9000,13-1000,11-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,2010.2291666666667,0.012903276801256509,24.0,0.18380747647841844
Data Security,0.0023387014405543,0.004769346717912246,0.002430645277357946,103.93140548893041,High,118029.31862244898,15-1200,13-1000,11-9000,99-9000,15-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Educational Services,616.5,0.004212005781520842,23.0,0.2953262464170124
Data Store,0.0007529657487961,0.0008700126653337953,0.00011704691653769534,15.54478629669929,High,115133.46046852124,15-1200,15-2000,41-1000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,240.79166666666663,0.00029788884884016613,24.0,0.4944124332724632
Data Structures,0.0041473205785159,0.017978427196098993,0.013831106617583093,333.49499648596,High,122595.40257677372,15-1200,15-2000,13-1000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Credit Intermediation and Related Activities,907.4583333333334,0.015611241288095375,11.0,0.44207977270520993
Data Synthesis,0.0010411654588321,0.000935529889757949,-0.00010563556907415106,-10.145896425784715,High,96105.50091575092,11-2000,13-1000,11-9000,99-9000,15-1200,"Professional, Scientific, and Technical Services",Unclassified Industry,Chemical Manufacturing,Administrative and Support Services,Credit Intermediation and Related Activities,224.54166666666663,0.0009191698844684787,19.0,0.5960080178513348
Data Validation,0.0010484649546596,0.0009600485198373709,-8.841643482222924e-05,-8.432941361491187,Medium,94351.1672828096,15-1200,15-2000,13-1000,99-9000,13-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,299.1458333333333,0.00016225059434954778,24.0,0.7006626353151915
Data Visualization,0.0060456892387793,0.005318897876754795,-0.0007267913620245051,-12.021646057534596,Medium,105220.53086871644,15-2000,15-1200,13-1000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,1466.5833333333333,0.0011976963832321965,23.0,0.22252678452729618
Data Warehousing,0.006497322225275,0.010883915548949281,0.004386593323674281,67.51386450575211,High,115429.37369769427,15-1200,15-2000,13-1000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,1882.6875,0.0072456360034079785,24.0,0.17512000279039047
Data-Driven Decision-Making,0.0028685840250897,0.004668667342940546,0.0018000833178508464,62.75163293480861,High,100730.56164383562,15-1200,11-2000,13-1000,15-2000,11-9000,Credit Intermediation and Related Activities,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,609.5416666666666,0.001269168518664162,24.0,0.07452877486872789
Database Administration,0.0021460578789914,0.001815612610126797,-0.00033044526886460285,-15.3977799060995,High,99576.56685140284,15-1200,15-2000,13-1000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,758.2083333333334,0.0007606054104177169,23.0,0.0883649162295187
Database Application,0.0008422573401343,0.0008440488716511473,1.7915315168473642e-06,0.2127059547574498,High,87486.6600338696,15-1200,13-1000,11-9000,99-9000,43-6000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,267.4166666666667,0.0007556828711302542,28.0,0.08556732081024804
Database Design,0.0015476237557436,0.0012485089819896109,-0.0002991147737539891,-19.32735735309716,High,115060.8749246534,15-1200,15-2000,13-1000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Educational Services,591.4583333333334,0.0005658744141492247,25.0,0.058868555799501655
Database Development,0.0005676482290932,0.00047292843385661904,-9.47197952365809e-05,-16.686354397316236,Medium,106122.7660944206,15-1200,15-2000,13-1000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Educational Services,Insurance Carriers and Related Activities,218.9375,0.00010810551136322338,24.0,0.10794177038709947
Database Management,0.0031581890851816,0.0026141489344195896,-0.0005440401507620105,-17.226332435720117,Medium,60929.09679121807,15-1200,13-1000,11-9000,99-9000,43-6000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Credit Intermediation and Related Activities,1001.8333333333334,0.0003910630645309627,24.0,0.0847549250162062
Database Management Systems,0.0011250534287607,0.0010447211924860084,-8.033223627469145e-05,-7.1403041154393225,Low,83154.6065442937,15-1200,13-1000,11-9000,15-2000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,346.5416666666667,7.369322316009682e-05,24.0,0.14861559020491075
Database Software,0.0015295448148291,0.0013339064812773653,-0.00019563833355173456,-12.790624482198892,Low,56891.1980587618,15-1200,43-6000,11-9000,13-1000,99-9000,Educational Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,442.25,0.00011697540452008812,24.0,0.12611301460991547
Database Systems,0.0025284728182829,0.0025954540534190215,6.698123513612132e-05,2.6490787107455898,Medium,66936.47584,15-1200,13-1000,11-9000,99-9000,43-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Credit Intermediation and Related Activities,777.6875,0.00043920686941759676,24.0,0.24755683685083132
Dataflow,0.0010847436400204,0.0009281010685328044,-0.00015664257148759555,-14.440515317024555,Medium,108911.16470009832,15-1200,13-1000,15-2000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Food and Beverage Stores,Insurance Carriers and Related Activities,314.7708333333333,0.00013626043036484364,18.0,0.17298363483526283
De-escalation Techniques,0.0011056919298297,0.001154149862363381,4.845793253368093e-05,4.382588967719469,Medium,48392.4174041298,21-1000,99-9000,11-9000,13-1000,29-2000,Unclassified Industry,Hospitals,Social Assistance,General Merchandise Stores,Educational Services,304.0208333333333,0.00012418733283815466,23.0,0.07446610057121414
Dealing With Ambiguity,0.0029773729169763,0.002171395251530537,-0.000805977665445763,-27.070094607573765,High,94675.147995283,13-1000,11-9000,15-1200,11-2000,11-3000,Chemical Manufacturing,Unclassified Industry,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,Administrative and Support Services,723.3541666666666,0.0013243081806241287,16.0,0.29354378948875964
Debugging,0.0084210872665043,0.0057153107258970165,-0.0027057765406072838,-32.13096426835256,High,112776.8189516129,15-1200,17-2000,99-9000,15-2000,13-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Computer and Electronic Product Manufacturing,Educational Services,2263.645833333333,0.0015081261930822963,24.0,0.2369064340423218
Decision Making,0.0433695363419681,0.03936584658788669,-0.004003689754081413,-9.23157149412985,Low,72143.83615499122,11-9000,15-1200,29-1000,13-1000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,Insurance Carriers and Related Activities,12655.020833333334,0.0030932000449472932,28.0,0.08340044893111845
Decision Support Systems,0.0011380911491558,0.0010444529926638701,-9.363815649192993e-05,-8.227650005132519,High,99526.51277584204,13-2000,11-3000,15-1200,15-2000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Insurance Carriers and Related Activities,Administrative and Support Services,Chemical Manufacturing,348.5,0.000340026826648973,24.0,0.14724080901864184
Decisiveness,0.0028988874351037,0.0027961683857694714,-0.00010271904933422879,-3.5433955830904584,Medium,76927.20716624227,11-9000,13-1000,15-1200,11-2000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,Educational Services,841.4375,0.00030597024779885633,24.0,0.20004770166165817
Deductive Reasoning,0.0011365712248561,0.000879037742034072,-0.0002575334828220279,-22.658807225621423,High,58893.99556868538,41-1000,11-1000,15-1200,99-9000,13-1000,Health and Personal Care Stores,Unclassified Industry,"Merchant Wholesalers, Durable Goods","Professional, Scientific, and Technical Services",Administrative and Support Services,255.04166666666663,0.0004503667115489452,22.0,0.5212519401773545
Deep Learning,0.0008703530201076,0.0005530390527973071,-0.0003173139673102929,-36.45807620350005,High,126716.19919354838,15-2000,15-1200,99-9000,11-9000,17-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Insurance Carriers and Related Activities,Administrative and Support Services,Computer and Electronic Product Manufacturing,225.47916666666663,0.0001912159113294578,14.0,0.9377574331551994
Defensive Driving,0.0013848288873576,0.00217722823503502,0.0007923993476774199,57.220018654391424,High,54049.03997636865,53-3000,49-9000,45-4000,41-1000,49-3000,Motor Vehicle and Parts Dealers,Truck Transportation,Administrative and Support Services,"Merchant Wholesalers, Nondurable Goods",Unclassified Industry,359.7916666666667,0.0007265212077414696,23.0,0.42535522189282676
Deficits,0.0007717363787312,0.0009709308553175649,0.00019919447658636486,25.811207308104024,High,67854.00064683054,29-1000,29-2000,37-2000,21-1000,25-2000,Ambulatory Health Care Services,Unclassified Industry,Administrative and Support Services,Social Assistance,Nursing and Residential Care Facilities,282.7708333333333,0.0009714416335432676,23.0,0.45979585544824014
Delegation Skills,0.0012638037044801,0.0012389803147505112,-2.4823389729588868e-05,-1.964180801305741,High,76684.73367477593,11-9000,41-1000,11-1000,29-1000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Gasoline Stations,Nursing and Residential Care Facilities,Hospitals,417.3125,0.0003234677331372477,24.0,0.11237607699034455
Demand Generation,0.0016915302238703,0.001607658243068191,-8.387198080210892e-05,-4.958349523912491,Medium,114784.05209397344,11-2000,13-1000,41-4000,15-1200,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Publishing Industries (except Internet),Administrative and Support Services,Computer and Electronic Product Manufacturing,531.75,0.00028340886543590493,26.0,0.12778498522628318
Demand Planning,0.0017425591228243,0.0023683457707055983,0.0006257866478812982,35.91193203631665,High,90603.7980688497,13-1000,11-3000,11-2000,15-1200,11-9000,"Merchant Wholesalers, Nondurable Goods",Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Manufacturing,478.3333333333333,0.0014794917229858427,24.0,0.2512565063862883
Dementia,0.001051216347864,0.0010355735095056435,-1.5642838358356434e-05,-1.488070309231931,High,49724.05929123126,31-1100,11-9000,29-1000,39-9000,29-2000,Unclassified Industry,Nursing and Residential Care Facilities,Ambulatory Health Care Services,Administration of Human Resource Programs,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",343.8333333333333,0.0002738785769025632,23.0,0.634799810622462
Dementia Care,0.000839169770888,0.0008198884565065038,-1.9281314381496212e-05,-2.297665508266932,High,36118.97429782724,31-1100,11-9000,29-2000,39-9000,29-1000,Unclassified Industry,Nursing and Residential Care Facilities,"Merchant Wholesalers, Durable Goods",Ambulatory Health Care Services,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",288.125,0.0002935906342704121,26.0,0.14317295401335728
Demography,0.0027533262309301,0.0028299517947174718,7.662556378737169e-05,2.783017970285593,Low,46985.802924348376,29-2000,43-6000,43-4000,11-9000,43-9000,Unclassified Industry,Hospitals,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",Administrative and Support Services,815.5625,0.0002501026039860042,15.0,0.13855930011277606
