,July 2023 actual,July 2025 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Jenkins,0.0229952388123287,0.01575253156906886,-0.007242707243259837,-31.496551535601892,Medium,129870.5867768595,15-1200,17-2000,99-9000,11-9000,13-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,225.73611111111111,0.001750383668401614,16.0,0.12732843104968777
Key Performance Indicators (KPIs),0.0354252151204355,0.03734729804748097,0.0019220829270454737,5.425748073825232,High,86870.51673417722,13-1000,11-2000,11-3000,11-9000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Nondurable Goods",Clothing and Clothing Accessories Stores,256.80555555555554,0.012525087231260095,30.0,0.07269588386374065
Kubernetes,0.0261728712864765,0.017853790444785418,-0.008319080841691081,-31.78512877182697,High,138555.87684943428,15-1200,17-2000,99-9000,11-9000,15-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Computer and Electronic Product Manufacturing,243.66666666666663,0.011356704505818872,18.0,0.05888544468098861
Leadership,0.2556061332715555,0.26520716924435284,0.009601035972797323,3.7561837229458024,Medium,80406.06884916697,11-9000,15-1200,11-3000,13-1000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Hospitals,2070.6111111111118,0.02954171749947641,30.0,0.05419921119388836
Lifting Ability,0.0338824120874423,0.04752335052030343,0.013640938432861134,40.25964384606732,High,39439.769756469184,53-7000,41-2000,29-1000,51-9000,53-3000,Unclassified Industry,Administrative and Support Services,Hospitals,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,241.93055555555557,0.04964225608872915,32.0,0.0781511599028794
Linux,0.0754634781378315,0.07221458270861064,-0.003248895429220855,-4.305255349199326,Medium,116416.10355085466,15-1200,99-9000,17-2000,15-2000,13-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Computer and Electronic Product Manufacturing,Credit Intermediation and Related Activities,761.2638888888889,0.01231171289670965,32.0,0.07097882244575661
Local Area Networks,0.0370318174226667,0.03491616800042117,-0.0021156494222455344,-5.713058579054704,Medium,80475.7713094918,15-1200,99-9000,11-9000,49-9000,17-3000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Educational Services,Telecommunications,343.5138888888889,0.0050734398075399124,33.0,0.12928750398055522
Management,0.3715603442133169,0.3870957860155555,0.015535441802238592,4.181135593232071,Medium,66583.6776337706,11-9000,15-1200,13-1000,11-3000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Insurance Carriers and Related Activities,3176.3611111111118,0.05470124996502565,34.0,0.10780565479122796
Management Information Systems,0.0307043913705541,0.030774038532084068,6.964716152996903e-05,0.22683127207908615,Low,105421.00819224468,15-1200,13-1000,99-9000,11-9000,13-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Credit Intermediation and Related Activities,285.93055555555554,0.002198649537780774,21.0,0.2693356167103334
Marketing,0.0552982948040214,0.05896198682561099,0.0036636920215895874,6.625325490729519,Medium,69404.5013375339,11-2000,13-1000,41-4000,11-9000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,493.7361111111111,0.00934443174904551,22.0,0.06751383385525397
Mathematics,0.0413396331922951,0.04782710208969637,0.0064874688974012745,15.693097389674982,High,61955.5982233136,15-1200,99-9000,15-2000,53-7000,41-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Educational Services,Health and Personal Care Stores,298.2083333333333,0.013317469307244301,30.0,0.06532805224802447
Mentorship,0.0701674296498293,0.07069544689679061,0.0005280172469613043,0.7525104590496978,Medium,92566.91950185626,15-1200,11-9000,11-3000,13-1000,29-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Credit Intermediation and Related Activities,556.1111111111111,0.010863054039879616,22.0,0.046675788644157924
Microservices,0.0248249914886401,0.030042703695344473,0.005217712206704372,21.017981855470094,High,137689.6500541712,15-1200,11-9000,17-2000,11-2000,11-3000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,261.68055555555554,0.011025297622236772,29.0,0.08787762897079615
Microsoft Access,0.0212347662148839,0.021536711043165815,0.0003019448282819137,1.4219362022939255,Medium,71642.53692901741,15-1200,13-1000,99-9000,13-2000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,212.33333333333331,0.0037893724063243067,27.0,0.23008819755661114
Microsoft Azure,0.1060189062003151,0.09370016536720047,-0.012318740833114628,-11.619381178899594,Medium,128768.81075163398,15-1200,15-2000,11-9000,17-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,835.7083333333334,0.0191418869180661,32.0,0.019455953665349978
Microsoft Excel,0.0903241216002353,0.09669930894958931,0.0063751873493540084,7.058122721159572,Low,60766.79926117726,13-1000,13-2000,99-9000,11-9000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,798.8055555555555,0.00966903693207783,30.0,0.09296680197943427
Microsoft Office,0.1198019533879503,0.12579677160090538,0.005994818212955083,5.003940289305869,Medium,57868.82887157581,13-1000,11-9000,99-9000,15-1200,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,982.7777777777778,0.027055945946820047,30.0,0.13846992071539863
Microsoft Office 365,0.0450156569216029,0.03999874389742843,-0.005016913024174466,-11.144817975025179,High,68669.41274336283,15-1200,13-1000,99-9000,11-9000,43-6000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,"Merchant Wholesalers, Durable Goods",Educational Services,423.56944444444446,0.010239658554978218,26.0,0.04842379330716343
Microsoft Outlook,0.0451792974408822,0.04363396889701537,-0.001545328543866832,-3.4204350917340367,Medium,57265.25318068087,13-1000,11-9000,43-6000,43-4000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,378.52777777777777,0.005400334665485539,26.0,0.0839618621292728
Microsoft PowerPoint,0.0593184620790036,0.060045601682904515,0.000727139603900917,1.2258234256519875,Medium,72402.91376936316,13-1000,11-9000,99-9000,11-2000,15-1200,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,518.9027777777778,0.011549406033938349,34.0,0.08166747002344839
Microsoft SQL Servers,0.0199400545373095,0.03657116269477679,0.016631108157467288,83.40552994150092,High,107621.59252806814,15-1200,15-2000,99-9000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,206.33333333333331,0.022205926636381282,30.0,0.094756927318186
Microsoft SharePoint,0.039472428748453,0.04063764935471442,0.0011652206062614245,2.951986090562243,Medium,84470.24857954546,15-1200,13-1000,11-9000,99-9000,43-6000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,325.4166666666667,0.0053960801561648624,26.0,0.11936590071501377
Microsoft Visio,0.0236629234637124,0.023828822904762632,0.00016589944105023166,0.7010944412876202,High,102010.83186153302,15-1200,13-1000,11-9000,99-9000,15-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,255.45833333333331,0.005968419045767504,22.0,0.09930677258793763
Microsoft Windows,0.0306177804643204,0.03302259484612494,0.0024048143818045445,7.854306698053865,Medium,65359.00780564813,15-1200,43-4000,99-9000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,299.93055555555554,0.004468164682017652,26.0,0.2333807438508373
Microsoft Windows 7,0.0117873605833157,0.009491637339394694,-0.002295723243921006,-19.476143346038505,High,55503.84180011044,15-1200,99-9000,43-4000,49-9000,13-1000,Administrative and Support Services,"Professional, Scientific, and Technical Services",Unclassified Industry,Computer and Electronic Product Manufacturing,Educational Services,204.79166666666663,0.016286053536682946,21.0,0.058111687251001416
Milestones (Project Management),0.0307903126366879,0.031484505809754,0.0006941931730661023,2.2545830607739368,Medium,113437.0162730147,15-1200,13-1000,11-9000,11-2000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Educational Services,239.38888888888889,0.004748259518086805,22.0,0.10864684891608559
Multitasking,0.0819627066878442,0.0783548648895593,-0.003607841798284897,-4.401808998359948,Medium,49152.27412191286,43-4000,13-1000,15-1200,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,Food Services and Drinking Places,673.4166666666666,0.009644009065585471,26.0,0.03676450395707557
Negotiation,0.0356577303187982,0.036153756713216745,0.0004960263944185431,1.3910767454457011,Medium,90322.87721649164,13-1000,41-4000,11-2000,11-9000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,298.6388888888889,0.005159192978904788,31.0,0.1274455123251721
Network Routing,0.0236532186147139,0.023832788757620276,0.00017957014290637466,0.7591784688222933,Medium,91411.6967138293,15-1200,17-2000,13-1000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,"Merchant Wholesalers, Nondurable Goods","Merchant Wholesalers, Durable Goods",229.65277777777777,0.0034538970361097697,30.0,0.17687234740149652
Network Security,0.0342563635250849,0.05090649836779225,0.016650134842707352,48.60450184829153,High,113631.64496268657,15-1200,11-9000,99-9000,13-1000,41-4000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Computer and Electronic Product Manufacturing,326.2916666666667,0.03995403327731417,24.0,0.20476063466903113
Network Switches,0.0382590235780454,0.038876889484004896,0.0006178659059594971,1.6149547170201541,Medium,68322.20938183807,15-1200,49-9000,17-3000,47-2000,17-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Computer and Electronic Product Manufacturing,Real Estate,299.3888888888889,0.008635317530457013,24.0,0.16997009651599207
Network Troubleshooting,0.0261978974997171,0.024865960503036688,-0.0013319369966804107,-5.084136987308977,Low,75311.30571137175,15-1200,99-9000,49-9000,17-3000,17-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Educational Services,Computer and Electronic Product Manufacturing,207.90277777777777,0.0007118562167437602,18.0,0.13232357642313228
New Product Development,0.0366741349768011,0.03588060141066798,-0.0007935335661331255,-2.1637417396077363,High,91670.43852142085,11-2000,15-1200,17-2000,13-1000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Computer and Electronic Product Manufacturing,Miscellaneous Manufacturing,303.81944444444446,0.013482594507039977,25.0,0.09512238472912574
Operating Systems,0.1256962073505758,0.12730495699638203,0.0016087496458062345,1.2798712703552906,Low,77786.58337792642,15-1200,99-9000,11-9000,13-1000,43-4000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Educational Services,Computer and Electronic Product Manufacturing,1090.361111111111,0.007735042961291196,18.0,0.15237379963475264
Operations,0.225447484276955,0.23668356438642968,0.011236080109474689,4.983901304337255,High,65456.50548486178,11-9000,15-1200,13-1000,11-3000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Educational Services,1813.2777777777776,0.10441608417859596,30.0,0.06077769685307023
Organizational Skills,0.0714314851164568,0.07875706200440336,0.00732557688794655,10.255389309074916,Medium,56406.90806947852,13-1000,11-9000,99-9000,15-1200,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Hospitals,602.7083333333334,0.014600610937112738,30.0,0.15023652997283193
Peripheral Devices,0.0459092849722236,0.04750312601460698,0.0015938410423833801,3.471718288245392,Medium,56755.37657232704,15-1200,99-9000,49-9000,11-9000,51-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Computer and Electronic Product Manufacturing,343.05555555555554,0.00631024293477661,30.0,0.09147443643330283
Planning,0.1884897699155897,0.211930242742883,0.023440472827293307,12.435939010265926,Medium,76803.817002056,15-1200,11-9000,13-1000,29-1000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Hospitals,1475.8333333333333,0.028395209150673673,18.0,0.11201392242794551
Presentations,0.1027936183250356,0.10319079063935144,0.00039717231431583844,0.3863783771673171,Low,83462.65391381466,13-1000,15-1200,41-4000,11-2000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,917.2083333333334,0.008502794952248763,20.0,0.03990291643969878
Prioritization,0.0906913340299255,0.10059625826429143,0.009904924234365925,10.921577392496607,Medium,62539.27823621244,15-1200,13-1000,11-9000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,Credit Intermediation and Related Activities,740.2638888888889,0.018037133241601975,22.0,0.06464257356671245
Problem Solving,0.2708569630454012,0.3286184036967606,0.05776144065135941,21.325440557966164,Medium,67790.77347976794,15-1200,13-1000,11-9000,99-9000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,2147.6944444444443,0.059935860543727494,30.0,0.038701622760975454
Process Improvement,0.0558611627571333,0.05877411486357571,0.002912952106442414,5.214628487249738,Medium,85797.31655764226,15-1200,13-1000,11-3000,11-9000,13-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,Insurance Carriers and Related Activities,438.6111111111111,0.006144573637439061,20.0,0.053758243970683774
Procurement,0.0302540895470219,0.03335282433937095,0.0030987347923490498,10.242366697344814,Medium,86956.33618735084,13-1000,11-3000,11-9000,15-1200,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,"Merchant Wholesalers, Nondurable Goods",209.54166666666663,0.005806075310406002,22.0,0.1038033976041608
Product Management,0.024967855400747,0.02544870692678987,0.0004808515260428699,1.925882372854833,Medium,120587.1818616005,11-2000,15-1200,13-1000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,216.73611111111111,0.006114056905262084,30.0,0.047281837984303965
Professionalism,0.0358983112688453,0.03515109278469511,-0.000747218484150193,-2.081486448078893,Low,47962.70063508776,43-4000,11-9000,41-2000,13-1000,99-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Educational Services,Ambulatory Health Care Services,321.15277777777777,0.0015900403063446064,22.0,0.0656004648963019
Program Management,0.0313843946871351,0.030337248837904365,-0.0010471458492307371,-3.3365175899345187,Medium,91497.82348774614,11-9000,15-1200,13-1000,11-2000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Social Assistance,271.9166666666667,0.003894974504676482,26.0,0.08509225927277769
Project Management,0.2300707988015702,0.23213136163063441,0.002060562829064222,0.8956211913018137,Low,93217.3407904723,15-1200,13-1000,11-9000,11-2000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,2054.347222222222,0.00979218739648838,22.0,0.09246336868637794
Project Management Professional Certification,0.0425939720610548,0.04424700092683956,0.0016530288657847572,3.880898600898931,Medium,126428.23113979276,13-1000,15-1200,11-9000,11-3000,11-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Utilities,376.72222222222223,0.004495304760891567,28.0,0.0771001350921897
Project Planning,0.0349568352002814,0.03208883518749038,-0.0028680000127910207,-8.204404078227121,Low,105178.0530523256,15-1200,13-1000,11-9000,17-2000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Building Material and Garden Equipment and Supplies Dealers,298.59722222222223,0.0004189949465409234,10.0,0.20696026809691295
Python (Programming Language),0.0883651362638951,0.08534562938855497,-0.003019506875340125,-3.417079408243789,Low,126357.57694201043,15-1200,15-2000,99-9000,17-2000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,727.8611111111111,0.007593042295234093,33.0,0.03657932791241658
Quality Assurance,0.0276189777769282,0.02509425632624862,-0.0025247214506795776,-9.141255954768283,Medium,70116.73367415479,15-1200,11-9000,29-1000,13-1000,11-3000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Hospitals,260.5138888888889,0.0030812489457049093,26.0,0.057190411933979224
Research,0.1135934008487142,0.11303608648501763,-0.0005573143636965622,-0.49062213080388695,Low,75103.75012955086,15-1200,13-1000,11-9000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Insurance Carriers and Related Activities,958.625,0.0112184021261543,30.0,0.07200003193254129
Risk Analysis,0.0492065274609747,0.1539545450764384,0.1047480176154637,212.87423238418626,High,102366.7828597982,15-1200,13-2000,11-9000,13-1000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Administrative and Support Services,Insurance Carriers and Related Activities,340.0833333333333,0.04627572603422662,30.0,0.08178927832420002
Risk Management,0.0561976310980261,0.05897445804161266,0.002776826943586559,4.941181486356448,Medium,96199.1331041573,15-1200,13-2000,11-9000,13-1000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Administrative and Support Services,Insurance Carriers and Related Activities,459.7361111111111,0.013701213491322861,30.0,0.07474886214266359
Root Cause Analysis,0.032551513381219,0.05969490232400032,0.027143388942781323,83.38595083091295,High,91430.05134655224,15-1200,17-2000,13-1000,11-9000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,247.65277777777777,0.05515576630315071,34.0,0.1261975073467899
SAP Applications,0.0454760458867979,0.041577523800625425,-0.0038985220861724734,-8.572693623972812,Medium,72334.67407862989,15-1200,13-1000,13-2000,11-3000,15-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,"Merchant Wholesalers, Nondurable Goods",Chemical Manufacturing,415.5138888888889,0.004935334548597866,30.0,0.05045022025916872
SQL (Programming Language),0.0908103019834733,0.08419407579695955,-0.006616226186513752,-7.2857660882108375,Medium,112378.14850191031,15-1200,15-2000,13-1000,99-9000,13-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,850.9444444444445,0.011355688604156894,18.0,0.0872853119630408
Safety Assurance,0.016239015382646,0.018748464841103252,0.0025094494584572517,15.453211905562958,Medium,87805.28229333722,15-1200,13-1000,11-9000,11-3000,19-4000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Food Manufacturing,Ambulatory Health Care Services,204.23611111111111,0.004215212188379438,13.0,0.2930388284774075
Sales,0.1026768298973456,0.10254120723102318,-0.00013562266632241582,-0.13208692404898834,High,60481.7031390428,41-4000,41-2000,11-2000,41-1000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,General Merchandise Stores,Credit Intermediation and Related Activities,1042.2777777777778,0.02905959129150919,25.0,0.08002296068763298
Salesforce,0.0245065228260287,0.02167694981565009,-0.0028295730103786096,-11.546203557582158,High,88027.77038447493,41-4000,15-1200,11-2000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Publishing Industries (except Internet),Computer and Electronic Product Manufacturing,264.7083333333333,0.0066106573948019375,22.0,0.07114173985728664
Scalability,0.0471907798066992,0.04288593704524706,-0.004304842761452141,-9.122211540231902,Medium,130255.44562581608,15-1200,11-9000,11-2000,13-1000,15-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,388.69444444444446,0.0070258639912729225,21.0,0.09126241720175324
Scheduling,0.0384722247518086,0.0392694046181698,0.0007971798663612001,2.0720919351660947,Medium,53986.92778116934,11-9000,43-6000,13-1000,41-1000,29-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Educational Services,330.90277777777777,0.006157472686071244,30.0,0.07586425100062368
Scripting,0.0866818407859304,0.11371980314263247,0.02703796235670207,31.192187558031975,High,102386.00601966424,15-1200,99-9000,17-2000,15-2000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,753.2916666666666,0.033395646138305334,26.0,0.11813395673834733
Scrum (Software Development),0.0690337152752869,0.0670668557855977,-0.0019668594896891933,-2.849128837765597,Medium,121432.53257587797,15-1200,13-1000,11-2000,11-9000,11-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,695.3194444444445,0.011628471474822741,25.0,0.05758035161354164
Security Controls,0.0263415667618041,0.023297418124181415,-0.003044148637622684,-11.556444858233611,High,116805.94959042218,15-1200,13-1000,41-1000,99-9000,33-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Motor Vehicle and Parts Dealers,216.83333333333331,0.005903794235537802,31.0,0.1042816022538999
Security Policies,0.0262057123197855,0.026300917291396803,9.520497161130334e-05,0.36329854517796456,Low,65134.45940756994,15-1200,37-2000,35-3000,43-4000,11-9000,Accommodation,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,236.56944444444449,0.0018416389107533773,18.0,0.22815314148320742
Self-Motivation,0.1084676869404513,0.10994741950725467,0.0014797325668033795,1.3642151027114202,Medium,61371.12937462515,15-1200,41-4000,13-1000,99-9000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,905.0138888888888,0.012553820154502725,20.0,0.07704269273814264
ServiceNow,0.0473205807696977,0.05161545721968263,0.004294876449984927,9.076127934455112,High,99657.18330605564,15-1200,13-1000,99-9000,11-9000,11-3000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,326.3888888888889,0.015585213783741026,30.0,0.06197912493624024
Software As A Service (SaaS),0.0391716697426902,0.037537902032190464,-0.0016337677104997367,-4.1707890453268535,Medium,122969.96374797312,15-1200,41-4000,11-2000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Publishing Industries (except Internet),"Data Processing, Hosting, and Related Services",333.44444444444446,0.0057733130630011785,34.0,0.05976362651442258
Software Development,0.0620831016142561,0.05679315084782048,-0.005289950766435618,-8.520757869514835,Medium,124177.3707766011,15-1200,13-1000,11-9000,11-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Computer and Electronic Product Manufacturing,610.0416666666666,0.007690863913851624,33.0,0.07840792720919908
Software Development Life Cycle,0.0258830451418313,0.01845959635260312,-0.007423448789228182,-28.680739644620314,High,119188.25263247282,15-1200,13-1000,11-9000,11-2000,99-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,275.72222222222223,0.006226462738691066,31.0,0.10063763628027018
Software Engineering,0.0332984614587539,0.035542000335162215,0.0022435388764083172,6.737665279782795,High,128452.97762237764,15-1200,99-9000,11-9000,17-2000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,318.1666666666667,0.019267947640901287,24.0,0.09460298264382277
Solution Architecture,0.0585315930749773,0.06021089474367612,0.0016793016686988196,2.8690517043465436,Medium,142021.17091469682,15-1200,13-1000,11-2000,11-9000,41-4000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Computer and Electronic Product Manufacturing,636.4861111111111,0.010549854126786705,18.0,0.16200947666281462
Strategic Planning,0.0303482095681275,0.02937522398503895,-0.0009729855830885523,-3.2060724403010834,Medium,102468.47573004542,11-9000,11-2000,11-3000,15-1200,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Insurance Carriers and Related Activities,263.5416666666667,0.0036035329615471006,33.0,0.1215157231413441
System Administration,0.0406355434143974,0.037903333442400954,-0.002732209971996448,-6.723694929174765,Medium,97481.41850893696,15-1200,13-1000,99-9000,11-3000,17-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,382.94444444444446,0.0046089304460327045,22.0,0.09125513431224583
Systems Development Life Cycle,0.0441482272675198,0.040628916090923534,-0.0035193111765962695,-7.971579821927424,Medium,120894.56732397774,15-1200,13-1000,11-9000,99-9000,11-3000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,446.93055555555554,0.006710763169079572,10.0,0.0624560009456503
Systems Engineering,0.0642131045035507,0.05812712633736805,-0.006085978166182643,-9.477782164925722,Low,112156.71522442378,15-1200,17-2000,99-9000,11-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Computer and Electronic Product Manufacturing,"Merchant Wholesalers, Durable Goods",558.8194444444445,0.004392852286261841,20.0,0.11462803265374294
TCP/IP,0.0306698301342733,0.022755349776154878,-0.007914480358118422,-25.805426125507136,Medium,95328.36615905246,15-1200,17-2000,99-9000,49-9000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Computer and Electronic Product Manufacturing,Telecommunications,329.44444444444446,0.0031380313620845723,15.0,0.023556320451104517
Team Leadership,0.0342209579514271,0.03495147484499283,0.0007305168935657289,2.134706148795184,Low,72977.07376483917,15-1200,11-9000,41-1000,13-1000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,314.8888888888889,0.001764606642160752,30.0,0.12651287557490454
Teamwork,0.0571266527318855,0.04684801629240754,-0.010278636439477955,-17.992716092992595,Medium,53601.589905230496,15-1200,11-9000,13-1000,99-9000,35-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Food and Beverage Stores,505.40277777777777,0.009985328427701513,19.0,0.10703965016466137
