,,Skill subcat: Microsoft Development Tools,Skill subcat: Software Development,Skill subcat: Application Programming Interface (API),Skill subcat: Basic Electrical Systems,Skill subcat: Identity and Access Management,Skill subcat: Interior Design,Skill subcat: Animation and Game Design,Skill subcat: Digital Design,Skill subcat: Drafting and Engineering Design,Skill subcat: Photo/Video Production and Technology,Skill subcat: People Management,Skill subcat: Art and Illustration,Skill subcat: Graphic and Visual Design Software,Skill subcat: Oncology,Skill subcat: Graphic and Visual Design,Skill subcat: Artificial Intelligence and Machine Learning (AI/ML),Skill subcat: Wireless Technologies,Skill subcat: Health Information Management and Medical Records,Skill subcat: Medical Billing and Coding,Skill subcat: Financial Regulation,Skill subcat: System Design and Implementation,Skill subcat: Compensation and Benefits,Skill subcat: Mental and Behavioral Health Specialties,Skill subcat: Financial Advisement,Skill subcat: Networking Hardware,Skill subcat: Telecommunications,Skill subcat: Lean Manufacturing,Skill subcat: Computer Hardware,Skill subcat: Network Protocols,Skill subcat: Web Analytics and SEO,Skill subcat: Network Security,Skill subcat: Mental Health Therapies,Skill subcat: Machinery,Skill subcat: Electrical Power,Skill subcat: Insurance and Warranty Claims Processing,Skill subcat: Databases,Skill subcat: Instructional and Curriculum Design,Skill subcat: Special Education,Skill subcat: Payroll,Skill subcat: Human Resources Software,Skill subcat: Accounting and Finance Software,Skill subcat: Safety and Surveillance Technology,Skill subcat: Engineering Software,Skill subcat: Networking Software
"Will, IL",2022-11-01,0.009140734181968167,0.07905104431902046,0.020700542709568826,0.012466371236058621,0.01188080769473598,0.0012254435393003,0.0030049254820087,0.0028971482443656,0.0190436063926038,0.00652904508151877,0.07800285166386518,0.0023021571174926883,0.0106834135719405,0.008625693629178295,0.008910746683197782,0.008904994898283825,0.0034212676849156,0.033677460297054394,0.00921196313604488,0.006681300200844952,0.04138024380371455,0.006115123676230169,0.0252943682364658,0.001883360938430315,0.006498402403036212,0.0206123083506129,0.0106033400521932,0.007605629975144383,0.011512337386037734,0.008510530596666916,0.011343783303245576,0.0102637611979344,0.0410513827290487,0.0047125618849026,0.0039893312143897,0.03275154060747358,0.0126882021299555,0.0058990548104939,0.0061525984970439,0.009949060181905268,0.013943673384393316,0.0063764743598613,0.00842991239643,0.002797452743909355
"Will, IL",2022-12-01,0.008850025925609968,0.07723907383376406,0.020308128343945426,0.012633200280035391,0.01180511784871109,0.0011761577691789,0.002997239674103794,0.0028474866382018,0.018950197706239593,0.006270829341535241,0.07524554715679066,0.0022410074411932,0.010458438391914345,0.008838867555858188,0.0087749331903043,0.008806956842770212,0.003325702719098987,0.0331582845542262,0.00926584615709978,0.006608643500238653,0.04013830650342895,0.00609837080739103,0.026536317573633717,0.0017846258526528851,0.0063652575229399,0.02074216791008327,0.010441746281928774,0.0071318757277212584,0.0115943530050532,0.008313793415472715,0.011138287112267,0.0102692465155574,0.0415929404360656,0.00487909380715124,0.003964378208116363,0.0328235032208657,0.012516705266336,0.0058735554605773,0.005941925229788793,0.009633456596636234,0.013606357063022916,0.005999755691350643,0.008282855911147444,0.0027450510079752776
"Will, IL",2023-01-01,0.008620544079757,0.07526658578729097,0.019682645711282,0.01265947674377968,0.01169762350463552,0.0011469044600318,0.0028987541053467,0.00297265326815106,0.018965210342825195,0.00622671284852897,0.08002004579621662,0.0021676153520758,0.009818878221127956,0.009198391337223688,0.00863779097163941,0.008736548893351187,0.003231238370719394,0.032804693801822805,0.009622134037519062,0.006677106263039,0.0389140586833146,0.006105773574689439,0.024512524167550283,0.002020086299035715,0.0062151933117574,0.0209366816648916,0.010303095114475773,0.006843395396531117,0.0112289732498036,0.0082723344217161,0.010865472636146649,0.010297928505034,0.0424014541125413,0.004855981890980941,0.0038820156619730627,0.03147300556863439,0.0123727715976505,0.0058608513881749,0.0057528955953631,0.009267193428593367,0.0135264709543762,0.0063134461943553,0.007946606879481944,0.0027050361487191
"Will, IL",2023-02-01,0.0082579132838268,0.074020976641201,0.019396187395880025,0.0125456316780559,0.0116320175801224,0.0010666534685697942,0.0027554813925474114,0.0028076139037621,0.018701598772558194,0.0061548930668622,0.07583461271512398,0.0021025074425619,0.009958352862937444,0.009493252997098894,0.00833794739397461,0.008786175829116788,0.003163595096916406,0.033157317223585205,0.008773123163913618,0.006593439433367876,0.0382967958084054,0.0063344184770098,0.0260467242361988,0.0021125018500648303,0.0060411790175125,0.0208965692209957,0.0101958486103452,0.006692611166083417,0.010500156655404234,0.0081365831145644,0.010830092645864224,0.010468920836783503,0.0428564877191931,0.0046640521292671,0.0037816007361932626,0.03150387596924101,0.01234793722924505,0.005946095205689674,0.005560574532135893,0.008958805976792834,0.013599388511852563,0.0062319439426125,0.007521065977895472,0.002624161772280844
"Will, IL",2023-03-01,0.0078590576761967,0.07168244990006446,0.0188601788106606,0.01245538290165532,0.0115606067385913,0.001057005600152597,0.0028411400439218,0.0027805317407263,0.01841485142257559,0.00593904760872207,0.07578391424431768,0.001995912869054477,0.009902594635138089,0.0095062528554041,0.0080384735638466,0.0092779064153624,0.0031165020925568057,0.0336329340832832,0.009297096141218382,0.006568864676888924,0.03756376246270945,0.00646516230133413,0.026959039388551962,0.001972185349034815,0.005949534583650941,0.020613585616067673,0.010113630879933373,0.006606018925398418,0.0106269454090747,0.008139911178244485,0.0107331664451108,0.0103165977644048,0.0435480345660714,0.00477252200364554,0.0036315767006945,0.030196923822357,0.012369491124521301,0.006060625554233675,0.0054654041726102075,0.0088625057703515,0.0128921875487327,0.0061901091851097,0.0071220001709475286,0.002717320912199955
"Will, IL",2023-04-01,0.0075339061564438665,0.06974852163177626,0.018197505563922148,0.0125833931749649,0.01144536190200832,0.0010474725930841,0.0027976930350757058,0.0027768699182553,0.018494688904298395,0.0059566739094572,0.07966698771529251,0.0020437257483281,0.009636290024587789,0.009592329706349694,0.0079207566856863,0.010257945205989613,0.0030890679305502,0.034259470061265104,0.008821177183344317,0.006618914811679048,0.03638936538060875,0.006526236298434,0.0266594577327533,0.001924724836282215,0.0058351912505134,0.020881725421190527,0.0100790467769509,0.006601574595432718,0.010614375236790681,0.007857624553906515,0.010664454510092375,0.010442839544712099,0.0441337496626978,0.00472023854864834,0.0037157133744766626,0.0292181084020251,0.0121749846414497,0.006155510707414674,0.005408135065303087,0.0087912091348091,0.012902505557994784,0.005935100598343828,0.0068724933862752,0.0024701384320528
"Will, IL",2023-05-01,0.0073588730211709,0.07054373647182617,0.018105763233464973,0.0125914987758697,0.01116412418702439,0.0010193846510242,0.0027762868208852055,0.00265566512018624,0.018706697767617103,0.005918596727637429,0.0781209856835108,0.002062678159250211,0.009442395978902889,0.0101729973514266,0.007677870259634491,0.011387876021849888,0.0030642784111116,0.0353476792111626,0.0090561627987725,0.006663774865512771,0.03571004881087905,0.00650375601769284,0.027992135925433818,0.001895377262337615,0.0058260977238231,0.020857543037695273,0.010104559055922627,0.006541474450457776,0.0102504136944767,0.0079761088249779,0.010616197923834376,0.0104912340033919,0.0449234529453254,0.0045213467124871,0.0037075353286416626,0.02800511139007689,0.0121594201675205,0.0061758198167836745,0.005381456067010893,0.008687013674760966,0.013107141990601747,0.0061346711121677,0.0065822126146,0.0021804061114944
"Will, IL",2023-06-01,0.007523676524378698,0.0696257278125607,0.018038607125428076,0.0126648953227885,0.01086900785046951,0.0010123033840443029,0.0027679687098706,0.0029450042435792603,0.01878833542991621,0.0058381859951823585,0.0777161706583004,0.002003392798411,0.0088529308931464,0.010495429868714507,0.00770550704540261,0.0125602665987839,0.0030320850695970875,0.034698709129703506,0.008629684586796017,0.006436497359455676,0.035704284715590895,0.00667014591746096,0.026847614476531,0.001799397433688,0.005772201835716,0.02055179087197307,0.010136163022305272,0.006554734859185217,0.010323407084831482,0.008005991880981016,0.010612349006974275,0.0104759224532603,0.0454414149755008,0.00434131335296126,0.0037343049884970246,0.028236428191382095,0.0120373410663684,0.0061072982170286,0.0053207985394406,0.008602939088314767,0.012240035026151,0.006256775812013272,0.006436752624821644,0.001963859656681722
"Will, IL",2023-07-01,0.006948719683364267,0.0688197447826584,0.017908054047629924,0.012791209455702779,0.00987495051585718,0.0009596925553841484,0.002835029105309289,0.0029326263226212798,0.018557184983887,0.005702764298074229,0.07902261911849422,0.001976555314516089,0.0087320576028722,0.010345693961562905,0.0076109232122039,0.013518632189846712,0.0030535169073555,0.03499817917042901,0.009368112351525362,0.006437792032578724,0.03504268692352105,0.006653551336879639,0.0267333563203128,0.0019138400920308148,0.0056424460735828704,0.019330357643894472,0.0101591383846501,0.006679869674290142,0.010153886381525382,0.0082646290761659,0.010514197482522176,0.0104434729948881,0.0458213417964949,0.0044461415940506,0.0036974744732226244,0.02836749664915281,0.012015596019192701,0.0060072547770146,0.005273211048884108,0.008784859642497166,0.011638540619978136,0.005721652316475714,0.006233770175467673,0.0018319627757615831
"Will, IL",2023-08-01,0.006973807817902466,0.06848309587883604,0.0174763201110161,0.012456511438231,0.00901091978744051,0.001013064162992803,0.0027252465716916053,0.0029195469799829,0.0185643227628573,0.00583417717286693,0.0769373418697825,0.0021405968051848227,0.0088838256909617,0.009881778799051593,0.00767563737804839,0.014287795128960412,0.0030545358243887,0.036724480635315596,0.0086890337076502,0.006316398349722124,0.03468647178556675,0.0068773493437941,0.025517696348475182,0.001885655124672815,0.00544641207988633,0.0181114115234087,0.0102588930953669,0.006514324234211958,0.009600428839715819,0.008388081303726315,0.010390604391142476,0.0104585433091927,0.046533574289839,0.0044228505259506406,0.0032887482937028127,0.02790679307512221,0.01174739926975215,0.005994178581198825,0.0052749141130355925,0.0090288490993707,0.012049290004889482,0.005828014571823386,0.006035275105697357,0.0017978041208439612
"Will, IL",2023-09-01,0.0067575329545312,0.0674373378437322,0.017179233807935273,0.0122444283106051,0.0090337145984504,0.0010379618235276029,0.0028926062876169886,0.00288079767870162,0.018805270247400002,0.00604989948753656,0.07815252950881652,0.0021787924963799117,0.009273878890043644,0.009552886719908888,0.00783804203905839,0.0150739120006759,0.0030322044950004874,0.03703870312389469,0.008541100547794,0.006239963718318948,0.03467574533807399,0.006984013592344869,0.0266597953775688,0.0016084181315166278,0.00537130947372383,0.0176354064318989,0.010367883552442727,0.006518676595888358,0.0096764667518614,0.0086489263888533,0.010147943298708524,0.0105520592921807,0.0473564945425649,0.00427340160490514,0.0037501924018241246,0.0271990171767529,0.0117007750605961,0.006094888724066774,0.0053152816113909,0.009402770995904234,0.012051223173239164,0.005759075702930586,0.0061384841034582,0.0017395420388634831
"Will, IL",2023-10-01,0.006898549852446933,0.0677302320914961,0.017311707059270775,0.01211540304453112,0.0091198995741104,0.001046475827902,0.0028308185093758,0.00311907536309426,0.0190719213229881,0.0059428576048148,0.075839710545214,0.0021962585205225,0.0092621188980888,0.009486768598617305,0.008203965743900218,0.016279875774704675,0.0030867090733275124,0.036648009649772,0.008675303263160482,0.006098075125798676,0.03436235615289365,0.00708255509889464,0.025092347318597382,0.001628657902513085,0.005348044327478,0.01726090452536093,0.010682616672824474,0.0066849821694666,0.010054891240198767,0.008696171164475715,0.0102206337343083,0.0106050418190161,0.0475725994391388,0.0039272050847046595,0.0036413709780974,0.02684323116648849,0.0117484537760405,0.005847307412560826,0.005388624543132693,0.009794186001922733,0.0116321817681079,0.005476120411283714,0.006074011353438056,0.0017662413409874
"Will, IL",2023-11-01,0.0068770538121133,0.06827766972747586,0.01757169034572205,0.012118422414535809,0.0092953043784053,0.0010889640272861,0.0028750106967888,0.0030028548415088198,0.019274437615419804,0.00615795279670003,0.0758287870357006,0.0022501674651078,0.0094451971159418,0.008941356935729793,0.008316063735092019,0.017781051405040476,0.0031046081795851875,0.0367990794286412,0.008510781982979882,0.006091758017957152,0.0349895423375885,0.007257411834549409,0.02538793648411544,0.0015975910919208852,0.0053084237583999,0.017002818979065,0.0109837923169904,0.006956372443846682,0.0097126127265838,0.008915455146779815,0.0102839545555842,0.010514158689276,0.0477856968224357,0.0039863179201282,0.0035356161754912753,0.0276536386111124,0.0116691215405753,0.005793432972000974,0.005522483873184693,0.010263569649218866,0.0117024554034225,0.005712967198256586,0.0063480185303077434,0.0017657294397948387
"Will, IL",2023-12-01,0.0069156537153424,0.0693181579649016,0.01769528979362385,0.012113592150483691,0.00942883703687951,0.0011142092511108,0.0028029286008715115,0.0032390443249114597,0.0189389813214014,0.006150345007635,0.075663404189081,0.0022746718507963,0.0095720746793973,0.008530512071836688,0.008123155694552289,0.0188921869518919,0.0031560838778372127,0.0369054605653159,0.007747046156772717,0.0061911726123864,0.0352126318474078,0.00745167052994494,0.027066406261523016,0.0014800258923626276,0.00530277003932307,0.0167080508436932,0.011184663770992174,0.007105889283539624,0.009530897915123819,0.009136362231948,0.0102503570494112,0.010755269132208903,0.0474626674027123,0.00371520532952296,0.0037448558339849,0.027957006560887305,0.01162227838961975,0.005736548593477875,0.005632010715108913,0.0105827241314167,0.0117587683007129,0.0058281723766251715,0.0063232699398576,0.0017185992765938
"Will, IL",2024-01-01,0.0070448415196932,0.0702690035702249,0.0182105946609554,0.01198583410421949,0.00963011570368488,0.001151753301734303,0.002853132425379606,0.0031438913229965,0.0187862282869162,0.006102743980459671,0.0752172406425259,0.0022745018471252883,0.0097341822853875,0.0083969526119356,0.008087623644808481,0.019820524281673624,0.00320811429926732,0.0368570484271581,0.0078037434233017,0.0061202183712966,0.03576033159760885,0.00753832452351536,0.026085492808399963,0.0015046542335148,0.00528561091925467,0.016404743753855127,0.011255531429125528,0.006767993423611676,0.010008074344707782,0.0092676566636051,0.010161437219206024,0.010382400712730796,0.047237152253367796,0.00367671360327296,0.0036589292720739376,0.028300427606014106,0.01169626720290475,0.005585963571974825,0.005724246367794693,0.0109130130258701,0.011698990050837618,0.0055858211480274,0.006529687631130544,0.0017046080205428
"Will, IL",2024-02-01,0.007314418512980166,0.07141127584427656,0.018884286896572552,0.01182638408248291,0.00988221068472331,0.0012247879480275059,0.0029954938215093945,0.00328451087438428,0.019181853080564,0.006656053287480588,0.07709259557252261,0.0023217560662587887,0.010233150221821844,0.0082790142854465,0.008289157488199481,0.02088138273131155,0.0032543979595136803,0.03725562082466,0.007941350547211382,0.006113269022338877,0.03612573995042365,0.00752094239706586,0.024734890908130937,0.0015414378573839148,0.00533789103612303,0.01622943855439783,0.011445400450483647,0.007116311924257642,0.0099727941851661,0.009500081947740215,0.010327406189052925,0.0105657168876419,0.047168326594757,0.0037707413508017602,0.0035598384582354757,0.02938276683820071,0.01190580679067845,0.0055206277215082,0.005908006137252793,0.011270328018681467,0.011881739954706219,0.0055948267625143,0.0066955166018014,0.0017875770047176172
"Will, IL",2024-03-01,0.0075058730472148324,0.07372517452591575,0.019153040819605827,0.0118981398041005,0.010107778509860419,0.0011817405895966943,0.0030766496027814882,0.0033396179185661797,0.019462774102360497,0.00666954406322073,0.07341935382181658,0.0023813576003393,0.010618740895701188,0.008238481542948307,0.00877488082958971,0.021632740088111824,0.003345909643441006,0.0374666028943812,0.007630585303899391,0.0062991847116413,0.0369752502420671,0.007624729374855641,0.024064630393833785,0.0015859284754043152,0.00548600272208727,0.01588366396711567,0.0114827181257052,0.007298067539337783,0.009948700708209218,0.0098272636109404,0.01079284616637835,0.010366340436774599,0.0475766246488491,0.0042074664869964406,0.0035108964659679755,0.0295748884534906,0.0121916272411364,0.005317672281507126,0.0060992096928639,0.0116416192542127,0.012670288937424464,0.005538334655266,0.007050337863091244,0.0017824020902445612
"Will, IL",2024-04-01,0.007707259804996898,0.07401669198382156,0.019709853870319725,0.012082702571544179,0.010478777047742,0.0012847539569835029,0.003037973896307994,0.0032953768866971,0.019697083445471497,0.0066387558340565,0.074645033636478,0.0023483545437355882,0.010455499102561144,0.007631243250502606,0.00870422219304379,0.021798248878167826,0.0033631725634828812,0.0371540922488136,0.0072493277659543,0.006421806024077448,0.037470210485967,0.0081257508615913,0.02426107098692484,0.0015452473941978,0.0055372368172478415,0.015369043499243765,0.0115276744587333,0.007325204569489342,0.0103051539771067,0.009990783375765784,0.011026354748090552,0.010092188133643397,0.0479545733467533,0.0040821192437819,0.0038694842227069244,0.030529171042353614,0.012282632821423351,0.0051406217432785,0.0062315108254978,0.011960587074708366,0.0124092074730373,0.005622924305727486,0.007229098079332144,0.0018943984707820776
"Will, IL",2024-05-01,0.007459116372467833,0.07486796580584384,0.019740037512533375,0.01198401958059831,0.01086402413100571,0.0012587053007365972,0.003000724809518,0.0033956123314157604,0.020032073504441306,0.006534866898149241,0.0737590562417776,0.0023437466373910885,0.00981875065968691,0.0067901603882028466,0.0088661504428591,0.02170556523921565,0.0034034561842046,0.0371757113542806,0.007408720524129282,0.006417876225378747,0.03748763200432035,0.00869022204401886,0.025717351924271718,0.0015838579025298576,0.00549141293613193,0.0147542605322451,0.011570045517889456,0.007355610677855242,0.010339632006129,0.009873863070903984,0.011029602542227976,0.010277141951554804,0.048492719218517,0.00423874266923444,0.0037282081306910376,0.02944374922017329,0.0122449473739189,0.0049797300359673,0.006351071299081012,0.012220866910641167,0.0124069827723611,0.005414897450045314,0.0072555294050769,0.0019079835242330778
"Will, IL",2024-06-01,0.007003322670776267,0.0739663456290428,0.019942094208587724,0.01217599410495509,0.01118057751588961,0.001344611156898403,0.0031240397807891884,0.003214860092434,0.0201298326752537,0.00674454177290427,0.0734715403481938,0.0023966774600463,0.010025448652481256,0.006430350807367794,0.0089531124005431,0.021642469589280424,0.003430717748318706,0.0373766527570611,0.006831968697352718,0.006367369968293277,0.037856549792461,0.0090837923474643,0.0243500534943914,0.0015858925492585575,0.005554957672176659,0.01449678053080937,0.011703830782903274,0.007171563437121917,0.010551661757318281,0.0096242310300442,0.010871276800524224,0.0101956424815203,0.0488351883173703,0.003943448363941161,0.0039288362312948,0.03068791967339751,0.01250234029905355,0.004826812174235126,0.0064548248479233,0.0124234091018741,0.0124477339908625,0.005808154438231671,0.007206968941369685,0.001926017008907317
"Will, IL",2024-07-01,0.007138040804323701,0.07492907404772456,0.020168037025518875,0.0122101700257064,0.0115448756913142,0.001409583130512406,0.0030592044459478,0.0034176517782632393,0.0202118103920941,0.00702464671913163,0.07182838751145489,0.002389043785475089,0.010557476250801745,0.006497057893240047,0.00915084601577241,0.021631602577652075,0.0034988140234746,0.0372939994454533,0.007560343244606272,0.0064432682831024,0.0387007660159367,0.00965229030473586,0.02358729075164744,0.001444938070475485,0.0057779468414252706,0.01459954112485197,0.011775348967368775,0.007548493034936583,0.010972196777591767,0.009883684008026469,0.011301865045863252,0.0101274196091483,0.0494333273204797,0.00396419593339686,0.0040407690147833,0.031206852629801815,0.0125890587973544,0.004678953131572425,0.0065632015457586,0.0127284626505996,0.0125133962794515,0.005742956144531986,0.0074201679220548,0.0019558499978206
"Will, IL",2024-08-01,0.007680137917994233,0.0773432159276568,0.0210698022053184,0.0122476024472928,0.0118216929874675,0.001335516951052394,0.0030896463156054,0.00336548792836416,0.020462113493929904,0.0070057550243183,0.07226042451590248,0.0024085872032973,0.010665602421128944,0.006797573239145706,0.0091932354543358,0.021585020702681847,0.003600824970951681,0.03801698102422709,0.006764996460723927,0.006402197495087053,0.04013457958861115,0.010321800983995962,0.02473182830474566,0.0014549159119582426,0.005853633042738059,0.014902519177149371,0.011803836888971275,0.007772451209721723,0.010749032993255518,0.009667135647068215,0.011487859158034075,0.0100483406351496,0.0489046583903995,0.0038593418085716195,0.004295485462583525,0.03199251856074901,0.012731804637368548,0.004555651524764775,0.006661980679422907,0.013016832808645868,0.012777934695041984,0.005665141256658,0.007537802724019072,0.002005234291122122
"Will, IL",2024-09-01,0.007686661043252034,0.07885003799252076,0.0220101740164775,0.0122950522009496,0.01202807809718119,0.0014135750842418,0.0031425045793044,0.00318140864435582,0.020349840541760898,0.00729981450862006,0.0747913666827349,0.002464367141646023,0.010565682028986,0.006699667086602647,0.00943607682207041,0.021332211955281274,0.0037119330612981937,0.03658784861414031,0.0071563206075968,0.006412473749325852,0.04119586546448825,0.0110261750007222,0.023626473114578543,0.001511637019876,0.0060517515943334,0.01532231913532163,0.011830685148141373,0.0076995127078954,0.0114103278710915,0.0097796290616185,0.0116607415700532,0.010125231190367,0.0481546292164608,0.00441543576407374,0.0041705156981793,0.0322493981946645,0.012681558584690649,0.004428214731717,0.006687162560413487,0.013106753259894032,0.0126450604646218,0.0054689534256795284,0.007748991365413515,0.0020493067493603224
"Kane, IL",2022-08-01,0.0096692186949581,0.08228505811701446,0.02122680098202305,0.01224977795820289,0.01215501209994589,0.0013468917010617941,0.003161830498415906,0.00302900612686662,0.019775658040085298,0.0071727727115187,0.08217708336909832,0.002655412213167411,0.0119689366217575,0.007742358075216694,0.01069541349262779,0.0089558631698861,0.003616863753912606,0.0331596462730715,0.00924222903156858,0.0066733404106653765,0.0430958350084818,0.0064702513290473,0.02524420394779726,0.0015659017096208,0.0065149112618222,0.019909254601878028,0.0110673546610468,0.007969781521648917,0.013051333606882766,0.009096064952637931,0.011673825500442676,0.009963034847339,0.039895235543973,0.00438368015783926,0.004508087996446625,0.0352505318282877,0.0129993422019295,0.005558828365869574,0.006517153006118087,0.0109734903507365,0.014060776340201735,0.0064052145804448,0.0088593327931924,0.002810405228082
"Kane, IL",2022-09-01,0.0095623615220035,0.0817990659485709,0.020744765684261476,0.012504344534154391,0.01200407251933938,0.0013268613630300972,0.0031393714788919,0.0030492013092899,0.01992542820792221,0.007235661051451988,0.07875458484026338,0.0025620305185545117,0.011958351001645488,0.0080398213034137,0.0101779471926175,0.008920841050405175,0.0035354576685364876,0.033750001314129495,0.008652818683360116,0.006629203148088929,0.0424169974971567,0.006254164602450209,0.0248327523505845,0.0016101891127022852,0.00644791840909633,0.01994198727063814,0.010959033498869272,0.0079253156645471,0.011969019983604133,0.0090598573797369,0.011613424162670251,0.0102403742870629,0.0404228750579831,0.004497384878745261,0.004055724522511575,0.0346585889205504,0.0127870749854296,0.005606578526215726,0.006448114624167,0.0106144216872833,0.014095013037080335,0.006664329595637971,0.008736742511413,0.0028473150343086553
"Kane, IL",2022-10-01,0.0094404203062555,0.08028414200575786,0.02052393720491065,0.012629577008414779,0.0119170176361183,0.0012929362814062,0.0030789603343935,0.002992260495814,0.0192369369100045,0.0066272447537038415,0.07864408000389918,0.002441308253216,0.01078645196022621,0.0084086817854305,0.0095848390968139,0.008910323378164,0.003493469436441806,0.0336484567913999,0.0089018460482964,0.006825438474795648,0.0417768640214622,0.0062249814375831694,0.0250968928761429,0.0017095394906179427,0.006485120911127641,0.02032762767578457,0.010780848527926273,0.007909921795028524,0.0121388889688864,0.008762148052560415,0.0113503462229429,0.010169053623248096,0.0405874424660736,0.0046623479580565,0.004274795843406325,0.03325911624948978,0.01274995628824515,0.005761247812488025,0.006340201057456581,0.0103313880708074,0.014788702964601266,0.006538101603533986,0.0086045879056615,0.0027181144042758222
"Kane, IL",2022-11-01,0.009140734181968167,0.07905104431902046,0.020700542709568826,0.012466371236058621,0.01188080769473598,0.0012254435393003,0.0030049254820087,0.0028971482443656,0.0190436063926038,0.00652904508151877,0.07800285166386518,0.0023021571174926883,0.0106834135719405,0.008625693629178295,0.008910746683197782,0.008904994898283825,0.0034212676849156,0.033677460297054394,0.00921196313604488,0.006681300200844952,0.04138024380371455,0.006115123676230169,0.0252943682364658,0.001883360938430315,0.006498402403036212,0.0206123083506129,0.0106033400521932,0.007605629975144383,0.011512337386037734,0.008510530596666916,0.011343783303245576,0.0102637611979344,0.0410513827290487,0.0047125618849026,0.0039893312143897,0.03275154060747358,0.0126882021299555,0.0058990548104939,0.0061525984970439,0.009949060181905268,0.013943673384393316,0.0063764743598613,0.00842991239643,0.002797452743909355
"Kane, IL",2022-12-01,0.008850025925609968,0.07723907383376406,0.020308128343945426,0.012633200280035391,0.01180511784871109,0.0011761577691789,0.002997239674103794,0.0028474866382018,0.018950197706239593,0.006270829341535241,0.07524554715679066,0.0022410074411932,0.010458438391914345,0.008838867555858188,0.0087749331903043,0.008806956842770212,0.003325702719098987,0.0331582845542262,0.00926584615709978,0.006608643500238653,0.04013830650342895,0.00609837080739103,0.026536317573633717,0.0017846258526528851,0.0063652575229399,0.02074216791008327,0.010441746281928774,0.0071318757277212584,0.0115943530050532,0.008313793415472715,0.011138287112267,0.0102692465155574,0.0415929404360656,0.00487909380715124,0.003964378208116363,0.0328235032208657,0.012516705266336,0.0058735554605773,0.005941925229788793,0.009633456596636234,0.013606357063022916,0.005999755691350643,0.008282855911147444,0.0027450510079752776
"Kane, IL",2023-01-01,0.008620544079757,0.07526658578729097,0.019682645711282,0.01265947674377968,0.01169762350463552,0.0011469044600318,0.0028987541053467,0.00297265326815106,0.018965210342825195,0.00622671284852897,0.08002004579621662,0.0021676153520758,0.009818878221127956,0.009198391337223688,0.00863779097163941,0.008736548893351187,0.003231238370719394,0.032804693801822805,0.009622134037519062,0.006677106263039,0.0389140586833146,0.006105773574689439,0.024512524167550283,0.002020086299035715,0.0062151933117574,0.0209366816648916,0.010303095114475773,0.006843395396531117,0.0112289732498036,0.0082723344217161,0.010865472636146649,0.010297928505034,0.0424014541125413,0.004855981890980941,0.0038820156619730627,0.03147300556863439,0.0123727715976505,0.0058608513881749,0.0057528955953631,0.009267193428593367,0.0135264709543762,0.0063134461943553,0.007946606879481944,0.0027050361487191
"Kane, IL",2023-02-01,0.0082579132838268,0.074020976641201,0.019396187395880025,0.0125456316780559,0.0116320175801224,0.0010666534685697942,0.0027554813925474114,0.0028076139037621,0.018701598772558194,0.0061548930668622,0.07583461271512398,0.0021025074425619,0.009958352862937444,0.009493252997098894,0.00833794739397461,0.008786175829116788,0.003163595096916406,0.033157317223585205,0.008773123163913618,0.006593439433367876,0.0382967958084054,0.0063344184770098,0.0260467242361988,0.0021125018500648303,0.0060411790175125,0.0208965692209957,0.0101958486103452,0.006692611166083417,0.010500156655404234,0.0081365831145644,0.010830092645864224,0.010468920836783503,0.0428564877191931,0.0046640521292671,0.0037816007361932626,0.03150387596924101,0.01234793722924505,0.005946095205689674,0.005560574532135893,0.008958805976792834,0.013599388511852563,0.0062319439426125,0.007521065977895472,0.002624161772280844
"Kane, IL",2023-03-01,0.0078590576761967,0.07168244990006446,0.0188601788106606,0.01245538290165532,0.0115606067385913,0.001057005600152597,0.0028411400439218,0.0027805317407263,0.01841485142257559,0.00593904760872207,0.07578391424431768,0.001995912869054477,0.009902594635138089,0.0095062528554041,0.0080384735638466,0.0092779064153624,0.0031165020925568057,0.0336329340832832,0.009297096141218382,0.006568864676888924,0.03756376246270945,0.00646516230133413,0.026959039388551962,0.001972185349034815,0.005949534583650941,0.020613585616067673,0.010113630879933373,0.006606018925398418,0.0106269454090747,0.008139911178244485,0.0107331664451108,0.0103165977644048,0.0435480345660714,0.00477252200364554,0.0036315767006945,0.030196923822357,0.012369491124521301,0.006060625554233675,0.0054654041726102075,0.0088625057703515,0.0128921875487327,0.0061901091851097,0.0071220001709475286,0.002717320912199955
"Kane, IL",2023-04-01,0.0075339061564438665,0.06974852163177626,0.018197505563922148,0.0125833931749649,0.01144536190200832,0.0010474725930841,0.0027976930350757058,0.0027768699182553,0.018494688904298395,0.0059566739094572,0.07966698771529251,0.0020437257483281,0.009636290024587789,0.009592329706349694,0.0079207566856863,0.010257945205989613,0.0030890679305502,0.034259470061265104,0.008821177183344317,0.006618914811679048,0.03638936538060875,0.006526236298434,0.0266594577327533,0.001924724836282215,0.0058351912505134,0.020881725421190527,0.0100790467769509,0.006601574595432718,0.010614375236790681,0.007857624553906515,0.010664454510092375,0.010442839544712099,0.0441337496626978,0.00472023854864834,0.0037157133744766626,0.0292181084020251,0.0121749846414497,0.006155510707414674,0.005408135065303087,0.0087912091348091,0.012902505557994784,0.005935100598343828,0.0068724933862752,0.0024701384320528
