,Skill: PTC Windchill,Skill: Strong Academic Record,Skill: Valves (Piping),Skill: Solid-State Drives,Skill: Blogs,Skill: Ecology,Skill: Microsoft Teams,Skill: Risk Awareness,Skill: Orthopedics,Skill: Hydraulics,Skill: Financial Sales,Skill: Raiser's Edge NXT,Skill: Inventory Forecasting,Skill: Medical Ventilators,Skill: Algorithm Design,Skill: Information Systems,Skill: Team Foundation Server,Skill: Medical Records Filing,Skill: Brand Loyalty,Skill: Safety Culture,Skill: Equipment Calibration,Skill: Furniture Assembly,Skill: First Article Inspections,Skill: Human Capital,Skill: Logo Design,Skill: Landscape Architecture,Skill: Strategic Sourcing,Skill: Account Management,Skill: Team Effectiveness,Skill: Tire Balancing And Rotation,Skill: Risk Mitigation,Skill: Articulate Storyline,Skill: Technology Strategies,Skill: Organizational Architecture,Skill: Security Testing,Skill: Daily Production Reports,Skill: Technical Sales,Skill: Relational Databases,Skill: Instructional Strategies
2024-11-01,0.00011472172843783242,3.45496087471733e-05,0.0214962985472246,0.00013276721576124323,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.055677246369287475,5.028796018926251e-06,6.846151137690525e-06,4.8953693199137e-05,5.4177685245920594e-05,1.624844983822223e-05,0.005526111212588303,0.00030489910747648515,5.838456937064921e-06,4.755755111510278e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0005594389310455606,0.0007569058926390985,9.32624399436595e-05
2024-12-01,0.00011299270345667382,3.45496087471733e-05,0.0214962985472246,0.00015858893633306133,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.0562145457027126,5.176779397117537e-06,6.846151137690525e-06,4.728300630497441e-05,5.389908324488663e-05,1.624844983822223e-05,0.005514701690732624,0.00030489910747648515,5.838456937064921e-06,4.7402991868131856e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.000554813707515339,0.0007569058926390985,9.32624399436595e-05
2025-01-01,0.00011526771490735942,3.45496087471733e-05,0.0214962985472246,0.00017251474213266077,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.056680360737263014,5.324004207952863e-06,6.846151137690525e-06,4.563009305779634e-05,5.3961309551898756e-05,1.624844983822223e-05,0.005502933256739622,0.00030489910747648515,5.838456937064921e-06,4.817384134481292e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0005505488243177383,0.0007569058926390985,9.32624399436595e-05
2025-02-01,0.00012009764521283598,3.45496087471733e-05,0.0214962985472246,0.0001676724602423047,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.05706587788340196,5.470473996064953e-06,6.846151137690525e-06,4.40070354113294e-05,5.434444011043259e-05,1.624844983822223e-05,0.005490847177736951,0.00030489910747648515,5.838456937064921e-06,4.8612771777263674e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0005472207069486547,0.0007569058926390985,9.32624399436595e-05
2025-03-01,0.0001245344129778551,3.45496087471733e-05,0.0214962985472246,0.00014959048517618155,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.05736644500940659,5.616192653886674e-06,6.846151137690525e-06,4.240004738819466e-05,5.521445600333852e-05,1.624844983822223e-05,0.005478470646577609,0.00030489910747648515,5.838456937064921e-06,4.8308378683660654e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0005453329321585834,0.0007569058926390985,9.32624399436595e-05
2025-04-01,0.00012609223949362316,3.45496087471733e-05,0.0214962985472246,0.00013121778634250312,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.05757403523018623,5.761164171915745e-06,6.846151137690525e-06,4.078363276153411e-05,5.6361997268284796e-05,1.624844983822223e-05,0.005465845903803002,0.00030489910747648515,5.838456937064921e-06,4.8596701887315664e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0005451073042072868,0.0007569058926390985,9.32624399436595e-05
2025-05-01,0.00012428905162558472,3.45496087471733e-05,0.0214962985472246,0.00012371758618489413,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.057679413389309986,5.905392284330137e-06,6.846151137690525e-06,3.915894448767711e-05,5.7777509319094724e-05,1.624844983822223e-05,0.005453044939880317,0.00030489910747648515,5.838456937064921e-06,4.930825746423864e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.000546315192594012,0.0007569058926390985,9.32624399436595e-05
2025-06-01,0.00012081187611208513,3.45496087471733e-05,0.0214962985472246,0.00012925929897495244,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.05768133656916568,6.048880663552124e-06,6.846151137690525e-06,3.754528104281759e-05,5.950490352592983e-05,1.624844983822223e-05,0.005440091553978998,0.00030489910747648515,5.838456937064921e-06,4.926838770382226e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0005483525010272757,0.0007569058926390985,9.32624399436595e-05
2025-07-01,0.00011824750769292768,3.45496087471733e-05,0.0214962985472246,0.0001426226682557661,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.05758913373040578,6.191633118044406e-06,6.846151137690525e-06,3.595509098852049e-05,6.134917277510833e-05,1.624844983822223e-05,0.005426982918096801,0.00030489910747648515,5.838456937064921e-06,4.911430013145709e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0005507138099640017,0.0007569058926390985,9.32624399436595e-05
2025-08-01,0.00011834631163150346,3.45496087471733e-05,0.0214962985472246,0.00015542181018485634,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.05741763891381954,6.333653481828988e-06,6.846151137690525e-06,3.4376205557348565e-05,6.331014502422248e-05,1.624844983822223e-05,0.005413756724408054,0.00030489910747648515,5.838456937064921e-06,4.9677817271698964e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0005531700367962507,0.0007569058926390985,9.32624399436595e-05
2025-09-01,0.00012099052609454649,3.45496087471733e-05,0.0214962985472246,0.0001612390057637035,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.05718009297964422,6.474945504060733e-06,6.846151137690525e-06,3.278312331400353e-05,6.53662834372567e-05,1.624844983822223e-05,0.005400450266500649,0.00030489910747648515,5.838456937064921e-06,5.003133491315582e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0005557496933074923,0.0007569058926390985,9.32624399436595e-05
